,years_experience,degree
3282,1.0,3.0
3296,0.0,1.0
2917,0.0,3.0
2558,3.0,1.0
3139,1.0,1.0
2292,1.0,0.0
2829,2.0,0.0
3559,1.0,1.0
2191,3.0,0.0
3895,1.0,1.0
3647,0.0,1.0
2905,1.0,0.0
2616,1.0,1.0
2890,2.0,1.0
3358,1.0,0.0
3946,0.0,1.0
2921,0.0,1.0
2503,0.0,2.0
2493,0.0,1.0
3534,0.0,1.0
2205,1.0,1.0
3108,0.0,2.0
2953,2.0,0.0
2579,0.0,3.0
2588,0.0,2.0
3993,0.0,1.0
2203,0.0,2.0
3146,2.0,0.0
3145,0.0,0.0
2220,1.0,1.0
3788,1.0,1.0
2113,0.0,2.0
2491,0.0,2.0
2587,2.0,0.0
2990,2.0,0.0
3629,1.0,1.0
2018,0.0,2.0
2497,0.0,3.0
2640,0.0,3.0
3046,1.0,1.0
3106,1.0,3.0
3925,0.0,3.0
2307,0.0,2.0
3182,0.0,1.0
2259,1.0,1.0
3214,1.0,2.0
3494,0.0,2.0
2585,1.0,1.0
3449,0.0,3.0
3347,0.0,1.0
2442,1.0,1.0
3047,2.0,2.0
2415,0.0,3.0
3362,1.0,1.0
3682,3.0,1.0
2024,0.0,2.0
3698,1.0,0.0
3099,2.0,1.0
3234,1.0,1.0
3118,0.0,2.0
2192,1.0,3.0
3405,0.0,1.0
3823,0.0,1.0
3577,0.0,1.0
3265,0.0,2.0
2879,0.0,1.0
2013,0.0,3.0
2368,1.0,1.0
3728,1.0,1.0
3726,1.0,1.0
3291,0.0,1.0
2970,1.0,0.0
2118,0.0,2.0
2565,0.0,1.0
3649,1.0,1.0
2187,1.0,1.0
2276,1.0,1.0
3188,0.0,2.0
2129,0.0,1.0
3298,1.0,1.0
3901,0.0,3.0
2126,0.0,2.0
3327,0.0,3.0
2108,0.0,1.0
3912,1.0,1.0
2806,0.0,1.0
3503,0.0,1.0
2257,3.0,1.0
2655,2.0,0.0
2305,3.0,1.0
2256,0.0,1.0
3805,1.0,1.0
2604,1.0,0.0
3911,0.0,1.0
3780,2.0,0.0
3444,0.0,3.0
2386,0.0,3.0
3375,0.0,1.0
2022,0.0,2.0
3767,0.0,3.0
3830,2.0,0.0
3813,0.0,1.0
3881,1.0,2.0
2969,0.0,2.0
2839,0.0,1.0
2621,2.0,0.0
3746,0.0,1.0
2786,0.0,1.0
3869,0.0,1.0
2142,0.0,3.0
3372,0.0,1.0
3285,0.0,3.0
3815,1.0,1.0
3374,0.0,1.0
3659,0.0,2.0
2232,1.0,1.0
2888,1.0,0.0
2636,1.0,0.0
2908,0.0,1.0
3761,0.0,1.0
3420,0.0,1.0
3085,1.0,1.0
2317,2.0,0.0
2047,1.0,1.0
3770,2.0,1.0
3315,0.0,2.0
3622,0.0,1.0
2899,0.0,3.0
3735,0.0,1.0
2239,1.0,0.0
3170,0.0,1.0
2352,0.0,1.0
2584,0.0,1.0
2897,1.0,1.0
2344,0.0,1.0
2574,1.0,1.0
2371,1.0,3.0
2470,0.0,3.0
3338,0.0,2.0
3694,0.0,3.0
3186,0.0,1.0
3488,1.0,1.0
3721,1.0,1.0
3592,0.0,1.0
3261,2.0,1.0
2869,0.0,3.0
2513,0.0,3.0
3677,1.0,3.0
3882,1.0,1.0
3277,0.0,3.0
3263,0.0,3.0
2432,1.0,1.0
3902,1.0,1.0
3740,2.0,2.0
3614,1.0,3.0
3683,0.0,2.0
3938,0.0,1.0
2637,2.0,2.0
2387,1.0,1.0
3988,0.0,3.0
3141,2.0,0.0
3151,2.0,1.0
2662,2.0,1.0
3971,0.0,3.0
3113,2.0,0.0
3325,0.0,1.0
2225,1.0,1.0
3169,2.0,1.0
3920,2.0,0.0
2473,0.0,2.0
3771,1.0,1.0
2956,1.0,3.0
3352,0.0,3.0
3292,0.0,2.0
3724,0.0,3.0
3111,1.0,0.0
3247,0.0,1.0
2016,0.0,1.0
2412,1.0,1.0
3704,1.0,1.0
3702,1.0,0.0
2202,1.0,1.0
3760,1.0,1.0
3246,1.0,3.0
2575,1.0,0.0
3074,1.0,0.0
2169,0.0,1.0
3652,0.0,1.0
3814,0.0,1.0
3123,0.0,3.0
3558,0.0,3.0
3565,1.0,1.0
3628,0.0,3.0
3624,0.0,1.0
3481,0.0,1.0
3521,1.0,3.0
3544,0.0,1.0
2099,0.0,3.0
3431,0.0,1.0
2863,1.0,0.0
