,x1,x2
3724,1.2,4.1
3755,2.4,-0.0
3196,2.5,4.7
3618,0.9,3.6
3008,2.5,3.3
2631,3.1,-0.0
2129,3.0,-0.0
3517,1.7,-0.0
2847,1.5,0.0
3273,1.8,0.0
2311,2.5,0.0
2531,3.7,0.0
3901,2.0,0.0
3481,1.8,-0.0
3403,0.7,3.8
3785,1.8,0.0
2055,0.6,3.8
2436,1.9,0.0
2922,4.0,0.0
2704,3.0,-0.0
2616,2.9,-0.0
2022,3.2,0.0
2906,3.3,4.1
3450,2.6,-0.0
3347,1.8,0.0
3404,2.6,-0.0
2634,2.6,-0.0
2247,2.6,0.0
2454,2.5,-0.0
3154,2.6,-0.0
3357,2.5,0.0
2869,1.5,3.1
3712,2.3,0.0
3728,1.4,-0.0
2557,2.6,0.0
2349,2.6,5.2
2444,2.9,-0.0
2450,2.5,0.0
2340,2.1,0.0
2679,2.2,0.0
3411,2.1,0.0
2277,1.6,0.0
3818,1.4,3.1
3069,2.0,0.0
2232,2.8,-0.0
2650,2.3,0.0
2589,3.0,0.0
2390,3.5,0.0
2207,1.5,0.0
3226,2.1,5.7
3233,3.6,4.2
2407,2.1,3.8
2461,2.4,-0.0
3886,0.6,4.6
3210,2.0,-0.0
2138,3.3,0.0
2252,2.1,0.0
2582,1.4,3.6
3959,0.9,2.7
3030,2.9,4.2
3883,2.1,-0.0
2418,2.3,5.1
2971,2.4,-0.0
3974,1.6,3.1
3876,2.1,3.6
2195,2.5,3.6
2139,2.3,-0.0
3607,1.8,0.0
2136,2.1,0.0
3237,2.0,0.0
3262,1.7,-0.0
3835,2.0,-0.0
3211,2.4,0.0
2988,1.9,-0.0
3740,1.5,0.0
2448,1.2,3.1
2599,1.7,0.0
2144,1.5,0.0
3634,2.1,2.6
3793,1.9,0.0
2377,2.4,4.2
2166,2.4,-0.0
3417,1.3,4.6
2748,2.9,-0.0
2510,1.4,-0.0
2703,1.3,3.1
2507,3.2,0.0
3497,1.6,-0.0
3937,2.8,-0.0
3496,1.9,-0.0
3529,1.5,0.0
3028,1.9,0.0
3525,1.8,0.0
3353,1.6,0.0
2975,3.0,-0.0
2281,0.6,5.1
2184,2.6,-0.0
3354,0.8,3.3
3635,2.3,2.6
3294,2.3,0.0
2946,2.7,-0.0
2610,1.5,0.0
2755,2.3,3.6
3817,3.2,0.0
3566,2.1,3.1
3343,2.1,0.0
3264,1.9,2.8
2045,2.3,0.0
3275,1.8,-0.0
3242,3.4,-0.0
2169,2.7,-0.0
3131,2.6,0.0
2738,2.5,0.0
3331,2.6,0.0
3084,1.6,0.0
3395,1.6,4.2
3813,2.1,-0.0
3255,1.7,0.0
3203,1.6,2.1
2998,3.5,-0.0
2438,1.8,-0.0
2551,2.0,3.8
2175,2.5,-0.0
3393,1.8,-0.0
3505,0.5,3.3
2421,1.3,2.6
2333,0.2,4.1
3838,0.5,3.1
3092,1.0,4.7
2518,2.3,0.0
3685,1.3,2.1
2398,2.1,0.0
3884,0.9,3.3
2792,2.3,-0.0
2564,1.6,0.0
3947,1.0,1.8
2486,1.5,0.0
2094,2.4,0.0
3668,0.4,3.3
3428,2.1,0.0
2179,1.1,7.2
2810,1.8,0.0
3518,2.5,0.0
3599,2.8,4.8
3704,1.8,-0.0
2455,2.2,0.0
3318,1.6,-0.0
2885,2.0,0.0
3670,2.1,2.1
2006,2.2,0.0
3905,2.3,-0.0
3127,0.1,5.6
2855,1.3,0.0
3831,2.6,0.0
2554,2.1,5.1
2584,2.0,0.0
3652,1.5,3.3
2141,1.5,2.3
2085,2.1,0.0
2802,1.7,-0.0
2747,2.0,-0.0
2452,3.0,3.1
2134,3.2,-0.0
2460,2.0,0.0
3498,2.2,-0.0
2667,1.6,0.0
2155,2.9,-0.0
2552,4.2,0.0
2231,2.1,-0.0
2366,1.9,4.2
2283,2.1,-0.0
2468,3.0,-0.0
2031,1.1,4.5
2534,1.2,3.1
3515,2.0,3.1
3792,2.1,-0.0
3564,1.8,0.0
2040,2.7,0.0
3438,1.6,-0.0
2039,2.8,-0.0
2854,1.6,0.0
2938,2.4,0.0
2007,2.2,0.0
3013,1.8,0.0
2633,2.1,0.0
3148,2.3,3.4
3693,2.3,-0.0
3516,3.5,-0.0
3659,0.2,3.3
2567,2.4,-0.0
2148,1.6,-0.0
3715,4.2,3.4
3626,3.3,0.0
2032,3.2,5.1
3826,2.2,0.0
3816,2.3,0.0
2934,3.6,5.0
2648,2.4,0.0
2598,0.5,3.1
3079,0.3,2.6
