,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.75,0.75,0.7250000238418579,0.17000000178813934,0.95,0.715,"[1.0, 1.0]",300.0,0.5,individualized,improvement,9,"[[-0.06503224914629582, -0.015242123884703994, 0.963992008038954], [-0.4445127602419186]]",0.9439999461174011,2.0865000000000005
1,1.0,0.75,0.75,0.2150000035762787,0.1599999964237213,0.99,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,9,"[[-0.06503224914629582, -0.015242123884703994, 0.963992008038954], [-0.4445127602419186]]",0.8569999933242798,1.9969999999999999
2,1.0,0.75,0.75,0.1850000023841858,0.19499999284744263,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,9,"[[-0.06503224914629582, -0.015242123884703994, 0.963992008038954], [-0.4445127602419186]]",0.8510000109672546,2.2159999999999997
3,1.0,0.75,0.75,0.7350000143051147,0.20999999344348907,0.84,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,9,"[[-0.06503224914629582, -0.015242123884703994, 0.963992008038954], [-0.4445127602419186]]",0.8399999737739563,2.7254999999999994
4,1.0,0.75,0.75,0.15000000596046448,0.15000000596046448,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,9,"[[-0.06503224914629582, -0.015242123884703994, 0.963992008038954], [-0.4445127602419186]]",0.8379999995231628,2.1805000000000003
5,1.0,0.75,0.75,0.7450000047683716,0.18000000715255737,0.945,0.785,"[1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[0.25049870515004197, -0.09422259183544153, 0.8899908022213028], [-0.4071064064456777]]",0.9360000491142273,1.9060000000000001
6,1.0,0.75,0.75,0.25,0.16500000655651093,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[0.25049870515004197, -0.09422259183544153, 0.8899908022213028], [-0.4071064064456777]]",0.6699999570846558,2.3139999999999996
7,1.0,0.75,0.75,0.1599999964237213,0.12999999523162842,0.89,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,"[[0.25049870515004197, -0.09422259183544153, 0.8899908022213028], [-0.4071064064456777]]",0.5730000734329224,2.3275
8,1.0,0.75,0.75,0.6800000071525574,0.14000000059604645,0.815,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[0.25049870515004197, -0.09422259183544153, 0.8899908022213028], [-0.4071064064456777]]",0.7980000376701355,2.72
9,1.0,0.75,0.75,0.19499999284744263,0.18000000715255737,0.835,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[0.25049870515004197, -0.09422259183544153, 0.8899908022213028], [-0.4071064064456777]]",0.5799999833106995,2.4205
10,1.0,0.75,0.75,0.7549999952316284,0.16500000655651093,0.895,0.755,"[1.0, 1.0]",300.0,0.5,individualized,improvement,7,"[[-0.05280121186011643, -0.15702985590337784, 1.1125845765740485], [-0.6211078797308712]]",0.8830000162124634,2.17
11,1.0,0.75,0.75,0.23999999463558197,0.17499999701976776,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,7,"[[-0.05280121186011643, -0.15702985590337784, 1.1125845765740485], [-0.6211078797308712]]",0.9409999847412109,2.1319999999999997
12,1.0,0.75,0.75,0.17000000178813934,0.17000000178813934,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,7,"[[-0.05280121186011643, -0.15702985590337784, 1.1125845765740485], [-0.6211078797308712]]",0.9420000314712524,2.177
13,1.0,0.75,0.75,0.7699999809265137,0.1850000023841858,0.77,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,7,"[[-0.05280121186011643, -0.15702985590337784, 1.1125845765740485], [-0.6211078797308712]]",0.7719999551773071,2.835
14,1.0,0.75,0.75,0.1599999964237213,0.1599999964237213,0.985,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,7,"[[-0.05280121186011643, -0.15702985590337784, 1.1125845765740485], [-0.6211078797308712]]",0.9490000009536743,2.3335
15,1.0,0.75,0.75,0.8050000071525574,0.18000000715255737,0.975,0.82,"[1.0, 1.0]",300.0,0.5,individualized,improvement,6,"[[0.07618504530449025, 0.1298258768911289, 0.901693422964096], [-0.3923664157767824]]",0.9800000190734863,2.3075
16,1.0,0.75,0.75,0.2800000011920929,0.1850000023841858,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,6,"[[0.07618504530449025, 0.1298258768911289, 0.901693422964096], [-0.3923664157767824]]",0.6769999861717224,2.1775
17,1.0,0.75,0.75,0.1850000023841858,0.18000000715255737,0.99,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,6,"[[0.07618504530449025, 0.1298258768911289, 0.901693422964096], [-0.3923664157767824]]",0.5210000276565552,2.4775
