,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.75,0.75,0.8299999833106995,0.125,0.995,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[0.4893050594203876, 0.7184663592345496, 1.3146605279606016], [0.055142372152905655]]",0.9670000076293945,3.2175
1,1.0,0.75,0.75,0.4300000071525574,0.11999999731779099,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[0.4893050594203876, 0.7184663592345496, 1.3146605279606016], [0.055142372152905655]]",0.6579999923706055,2.2625
2,1.0,0.75,0.75,0.7749999761581421,0.11999999731779099,0.935,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[0.4893050594203876, 0.7184663592345496, 1.3146605279606016], [0.055142372152905655]]",0.9089999198913574,3.1095000000000006
3,1.0,0.75,0.75,0.38499999046325684,0.11500000208616257,0.88,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[0.4893050594203876, 0.7184663592345496, 1.3146605279606016], [0.055142372152905655]]",0.5720000267028809,2.5115
4,1.0,0.75,0.75,0.7350000143051147,0.13500000536441803,0.995,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,1,"[[0.39628899659848654, 0.6034236358692567, 1.5091169045360862], [0.00859218724216685]]",0.9589999914169312,3.5825
5,1.0,0.75,0.75,0.375,0.14499999582767487,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,"[[0.39628899659848654, 0.6034236358692567, 1.5091169045360862], [0.00859218724216685]]",0.543999969959259,2.343
6,1.0,0.75,0.75,0.7200000286102295,0.08500000089406967,0.93,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,"[[0.39628899659848654, 0.6034236358692567, 1.5091169045360862], [0.00859218724216685]]",0.906999945640564,3.7949999999999995
7,1.0,0.75,0.75,0.3799999952316284,0.125,0.865,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,"[[0.39628899659848654, 0.6034236358692567, 1.5091169045360862], [0.00859218724216685]]",0.49000000953674316,2.5435000000000003
8,1.0,0.75,0.75,0.800000011920929,0.11999999731779099,0.935,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,2,"[[0.4822462690150381, 0.34753670525474695, 1.6876530828882799], [0.13556583993048427]]",0.9290000200271606,3.571
9,1.0,0.75,0.75,0.3199999928474426,0.07999999821186066,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,"[[0.4822462690150381, 0.34753670525474695, 1.6876530828882799], [0.13556583993048427]]",0.7529999613761902,2.135
10,1.0,0.75,0.75,0.7599999904632568,0.10999999940395355,0.955,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,"[[0.4822462690150381, 0.34753670525474695, 1.6876530828882799], [0.13556583993048427]]",0.9390000104904175,3.891
11,1.0,0.75,0.75,0.3199999928474426,0.09000000357627869,0.81,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,"[[0.4822462690150381, 0.34753670525474695, 1.6876530828882799], [0.13556583993048427]]",0.715999960899353,2.1995
