,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.9,0.9,0.8700000047683716,0.14000000059604645,0.99,0.935,"[1.0, 1.0]",300.0,0.5,individualized,improvement,9,"[[0.06710858932366429, -0.0366417504524181, 0.9322441681197214], [-0.454972592494637]]",0.9930000305175781,2.3715
1,1.0,0.9,0.9,0.2199999988079071,0.14000000059604645,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,9,"[[0.06710858932366429, -0.0366417504524181, 0.9322441681197214], [-0.454972592494637]]",0.7070000171661377,2.2954999999999997
2,1.0,0.9,0.9,0.1550000011920929,0.1599999964237213,0.975,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,9,"[[0.06710858932366429, -0.0366417504524181, 0.9322441681197214], [-0.454972592494637]]",0.6690000295639038,3.758
3,1.0,0.9,0.9,0.8399999737739563,0.13500000536441803,0.975,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,9,"[[0.06710858932366429, -0.0366417504524181, 0.9322441681197214], [-0.454972592494637]]",0.9799998998641968,2.2965
4,1.0,0.9,0.9,0.1550000011920929,0.1550000011920929,0.975,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,9,"[[0.06710858932366429, -0.0366417504524181, 0.9322441681197214], [-0.454972592494637]]",0.6499999761581421,2.9939999999999998
5,1.0,0.9,0.9,0.9399999976158142,0.14499999582767487,1.0,0.955,"[1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[0.054783526859560346, 0.01860974747724848, 0.9314991874003232], [-0.4169832893963054]]",1.0,2.415
6,1.0,0.9,0.9,0.20999999344348907,0.14499999582767487,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[0.054783526859560346, 0.01860974747724848, 0.9314991874003232], [-0.4169832893963054]]",0.7580000162124634,2.5540000000000003
7,1.0,0.9,0.9,0.14000000059604645,0.14499999582767487,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,"[[0.054783526859560346, 0.01860974747724848, 0.9314991874003232], [-0.4169832893963054]]",0.7179999351501465,4.0545
8,1.0,0.9,0.9,0.8849999904632568,0.14000000059604645,0.99,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[0.054783526859560346, 0.01860974747724848, 0.9314991874003232], [-0.4169832893963054]]",0.9899999499320984,2.5745
9,1.0,0.9,0.9,0.16500000655651093,0.16500000655651093,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[0.054783526859560346, 0.01860974747724848, 0.9314991874003232], [-0.4169832893963054]]",0.7139999866485596,2.8045
10,1.0,0.9,0.9,0.925000011920929,0.17499999701976776,1.0,0.955,"[1.0, 1.0]",300.0,0.5,individualized,improvement,7,"[[-0.016389965751208744, -0.10275400251406165, 1.086102148609776], [-0.5405550240695023]]",0.9979999661445618,2.221
11,1.0,0.9,0.9,0.23499999940395355,0.17499999701976776,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,7,"[[-0.016389965751208744, -0.10275400251406165, 1.086102148609776], [-0.5405550240695023]]",0.6449999809265137,2.36
12,1.0,0.9,0.9,0.1899999976158142,0.17499999701976776,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,7,"[[-0.016389965751208744, -0.10275400251406165, 1.086102148609776], [-0.5405550240695023]]",0.5960000157356262,3.7495
13,1.0,0.9,0.9,0.8349999785423279,0.20000000298023224,0.975,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,7,"[[-0.016389965751208744, -0.10275400251406165, 1.086102148609776], [-0.5405550240695023]]",0.9829999804496765,2.068
14,1.0,0.9,0.9,0.20499999821186066,0.20499999821186066,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,7,"[[-0.016389965751208744, -0.10275400251406165, 1.086102148609776], [-0.5405550240695023]]",0.6060000658035278,2.9929999999999994
15,1.0,0.9,0.9,0.8550000190734863,0.14499999582767487,1.0,0.945,"[1.0, 1.0]",300.0,0.5,individualized,improvement,6,"[[0.1393905413778572, 0.17367947666963043, 0.8925284643030513], [-0.45728184323251736]]",1.0,2.408
16,1.0,0.9,0.9,0.2750000059604645,0.16500000655651093,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,6,"[[0.1393905413778572, 0.17367947666963043, 0.8925284643030513], [-0.45728184323251736]]",0.7379999756813049,2.5035
17,1.0,0.9,0.9,0.20499999821186066,0.1899999976158142,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,6,"[[0.1393905413778572, 0.17367947666963043, 0.8925284643030513], [-0.45728184323251736]]",0.6800000071525574,3.74
18,1.0,0.9,0.9,0.8299999833106995,0.1850000023841858,1.0,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,6,"[[0.1393905413778572, 0.17367947666963043, 0.8925284643030513], [-0.45728184323251736]]",1.0,2.4015
19,1.0,0.9,0.9,0.1599999964237213,0.14499999582767487,0.99,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,6,"[[0.1393905413778572, 0.17367947666963043, 0.8925284643030513], [-0.45728184323251736]]",0.6890000104904175,2.8905000000000003
