,years_experience,degree
2849,1.0,1.0
3918,0.0,1.0
3768,0.0,1.0
2407,0.0,3.0
3042,0.0,1.0
2646,0.0,1.0
3314,0.0,3.0
2379,1.0,1.0
3903,0.0,1.0
3215,1.0,1.0
3269,0.0,1.0
2871,1.0,1.0
3785,1.0,1.0
2058,1.0,1.0
3224,0.0,2.0
3978,0.0,1.0
2005,2.0,0.0
3900,3.0,0.0
3229,0.0,1.0
2649,2.0,0.0
3698,0.0,1.0
2729,2.0,1.0
2238,0.0,2.0
2196,2.0,1.0
3141,0.0,1.0
3246,2.0,0.0
3556,0.0,2.0
2898,2.0,1.0
3341,2.0,1.0
2926,0.0,2.0
3772,2.0,1.0
3473,0.0,3.0
3991,0.0,2.0
2468,1.0,0.0
3250,0.0,1.0
2744,1.0,1.0
3947,0.0,2.0
2164,1.0,1.0
2197,1.0,1.0
3227,0.0,1.0
2896,0.0,3.0
3627,2.0,0.0
2034,1.0,0.0
2328,2.0,1.0
3715,2.0,0.0
2598,1.0,1.0
3319,1.0,2.0
3108,1.0,0.0
2403,0.0,2.0
2048,1.0,1.0
2028,0.0,3.0
2109,0.0,1.0
2185,0.0,3.0
3378,0.0,3.0
3941,0.0,1.0
2184,1.0,1.0
2150,0.0,2.0
2895,0.0,3.0
2218,2.0,0.0
2388,0.0,3.0
3563,1.0,1.0
2705,1.0,0.0
3617,1.0,0.0
2163,2.0,1.0
3322,1.0,1.0
3839,0.0,2.0
2340,0.0,2.0
2657,0.0,1.0
2600,1.0,1.0
2654,0.0,3.0
3746,3.0,0.0
2829,0.0,3.0
3582,0.0,2.0
2778,0.0,1.0
2707,0.0,3.0
3907,0.0,3.0
3468,0.0,2.0
3491,0.0,1.0
2509,0.0,2.0
3340,0.0,1.0
2914,2.0,1.0
3469,0.0,3.0
2129,0.0,2.0
2503,1.0,2.0
2695,0.0,3.0
2510,2.0,0.0
2106,1.0,1.0
3347,2.0,1.0
2400,0.0,2.0
2291,0.0,1.0
2942,0.0,1.0
3443,1.0,1.0
2209,2.0,0.0
3827,0.0,3.0
2722,2.0,0.0
2581,0.0,3.0
3324,0.0,1.0
3892,0.0,3.0
3157,0.0,3.0
2641,2.0,1.0
2230,0.0,3.0
3209,0.0,3.0
3321,2.0,1.0
3981,2.0,1.0
2391,2.0,0.0
2977,0.0,2.0
3149,0.0,2.0
2588,0.0,3.0
3307,0.0,2.0
2563,0.0,2.0
2049,0.0,3.0
2526,0.0,1.0
2613,3.0,0.0
2994,0.0,2.0
3671,0.0,2.0
3474,0.0,3.0
2348,0.0,1.0
2639,0.0,1.0
2995,0.0,1.0
3396,2.0,0.0
3284,0.0,1.0
2803,0.0,3.0
2081,1.0,1.0
3852,0.0,1.0
2715,2.0,0.0
3419,1.0,2.0
2543,0.0,3.0
3210,1.0,1.0
2847,1.0,1.0
3113,2.0,1.0
3636,0.0,2.0
2199,2.0,1.0
2312,0.0,1.0
2061,1.0,1.0
2749,1.0,0.0
2200,0.0,3.0
3068,0.0,1.0
3406,0.0,1.0
3461,0.0,2.0
3134,0.0,1.0
3914,0.0,3.0
2727,0.0,2.0
2219,0.0,3.0
2848,0.0,3.0
3601,0.0,2.0
2825,1.0,1.0
2483,0.0,3.0
2303,1.0,1.0
3236,2.0,0.0
2224,2.0,0.0
3842,0.0,2.0
2203,0.0,2.0
3500,0.0,3.0
2182,3.0,0.0
3874,1.0,0.0
2404,2.0,1.0
3389,1.0,0.0
3612,0.0,2.0
3131,0.0,1.0
2060,0.0,1.0
3120,0.0,1.0
2013,0.0,1.0
2318,1.0,1.0
3752,1.0,0.0
2866,1.0,1.0
2247,1.0,0.0
3174,3.0,0.0
2090,2.0,0.0
2939,0.0,2.0
3999,0.0,3.0
2930,0.0,2.0
3818,0.0,1.0
3351,0.0,1.0
3466,1.0,1.0
3486,0.0,2.0
3803,2.0,0.0
3146,0.0,1.0
2025,0.0,1.0
2678,0.0,3.0
2923,1.0,1.0
3888,0.0,1.0
3142,1.0,1.0
3825,1.0,1.0
2814,1.0,0.0
3964,0.0,1.0
2014,0.0,2.0
3515,0.0,1.0
3583,0.0,1.0
2595,1.0,0.0
3989,1.0,2.0
2003,1.0,2.0
3111,0.0,3.0
2747,1.0,0.0
2236,2.0,0.0
3430,0.0,1.0
3101,0.0,1.0
3167,0.0,3.0
2080,0.0,3.0
2491,0.0,2.0
2559,0.0,2.0
