,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,1.0,2.0,0.8258343,1.0,5.0,1.0
2001,5.0,0.0,0.40162706,3.0,3.0,10.0
2002,2.0,0.0,0.5162122,2.0,3.0,4.0
2003,0.0,0.0,0.22465539,0.0,9.0,2.0
2004,2.0,3.0,0.47086513,3.0,3.0,2.0
2005,5.0,1.0,0.34825754,5.0,8.0,0.0
2006,3.0,2.0,0.37315094,2.0,6.0,7.0
2007,1.0,0.0,0.60398877,5.0,3.0,6.0
2008,5.0,2.0,0.024055004,2.0,1.0,2.0
2009,8.0,0.0,0.32240212,6.0,3.0,8.0
2010,3.0,0.0,0.5331074,10.0,7.0,3.0
2011,1.0,1.0,0.1047976,4.0,1.0,8.0
2012,2.0,2.0,0.59346247,2.0,8.0,6.0
2013,2.0,0.0,0.5340675,3.0,0.0,6.0
2014,1.0,2.0,0.4926597,4.0,4.0,2.0
2015,3.0,0.0,0.12679577,4.0,2.0,2.0
2016,4.0,1.0,0.6804482,3.0,2.0,2.0
2017,5.0,1.0,0.5539106,6.0,5.0,4.0
2018,2.0,2.0,0.67206883,3.0,6.0,0.0
2019,2.0,2.0,0.4692495,4.0,6.0,5.0
2020,5.0,3.0,0.64034724,3.0,4.0,8.0
2021,1.0,1.0,0.84594965,5.0,2.0,2.0
2022,1.0,0.0,0.31526053,5.0,1.0,4.0
2023,6.0,2.0,0.47839177,5.0,1.0,5.0
2024,3.0,3.0,0.8114883,2.0,0.0,1.0
2025,1.0,2.0,0.63506067,1.0,9.0,3.0
2026,4.0,0.0,0.85668766,7.0,3.0,1.0
2027,1.0,0.0,0.826159,6.0,6.0,2.0
2028,2.0,2.0,0.3629341,0.0,5.0,6.0
2029,6.0,3.0,0.5507268,7.0,0.0,2.0
2030,3.0,3.0,0.28153312,6.0,1.0,5.0
2031,0.0,1.0,0.25649798,3.0,5.0,5.0
2032,2.0,2.0,0.77672267,5.0,4.0,4.0
2033,2.0,0.0,0.024116278,0.0,4.0,3.0
2034,2.0,2.0,0.04577899,3.0,1.0,2.0
2035,5.0,3.0,0.85880804,7.0,2.0,2.0
2036,2.0,0.0,0.50388134,4.0,7.0,5.0
2037,6.0,0.0,0.049912095,8.0,8.0,3.0
2038,1.0,0.0,0.41372418,7.0,1.0,5.0
2039,1.0,0.0,0.73653495,5.0,4.0,6.0
2040,5.0,2.0,0.10290635,2.0,10.0,5.0
