,years_experience,degree
2521,1.0,1.0
3573,0.0,2.0
3785,1.0,0.0
3080,0.0,1.0
2253,0.0,2.0
3983,0.0,3.0
3681,0.0,3.0
2155,1.0,1.0
3473,2.0,0.0
2391,0.0,2.0
2531,1.0,3.0
2207,1.0,2.0
3243,2.0,0.0
3297,1.0,1.0
2538,2.0,1.0
3880,0.0,2.0
2440,0.0,2.0
2267,0.0,1.0
3548,0.0,3.0
3177,0.0,1.0
2879,0.0,3.0
3645,3.0,1.0
3809,1.0,1.0
2623,0.0,3.0
3476,0.0,1.0
3498,1.0,3.0
3216,1.0,1.0
3724,1.0,3.0
3801,0.0,3.0
2934,0.0,2.0
3932,0.0,2.0
3840,1.0,3.0
3901,1.0,3.0
3123,1.0,0.0
2771,0.0,2.0
3759,1.0,1.0
2318,0.0,2.0
2545,0.0,2.0
2308,0.0,2.0
2364,0.0,3.0
3065,1.0,3.0
2074,0.0,2.0
3755,1.0,1.0
2005,0.0,1.0
2768,0.0,3.0
3778,0.0,3.0
3890,1.0,2.0
3968,0.0,2.0
2122,0.0,3.0
3484,1.0,1.0
2324,1.0,2.0
3523,1.0,1.0
3120,0.0,2.0
3701,2.0,1.0
2038,1.0,3.0
3777,0.0,3.0
2395,0.0,3.0
2169,2.0,1.0
3163,0.0,3.0
3445,0.0,3.0
3792,0.0,2.0
2076,2.0,0.0
2299,0.0,2.0
2637,2.0,1.0
3713,0.0,2.0
3856,1.0,1.0
3722,0.0,2.0
2753,1.0,1.0
3258,0.0,3.0
3948,1.0,3.0
2822,0.0,1.0
3288,0.0,1.0
2975,2.0,1.0
2905,1.0,3.0
3140,0.0,3.0
3043,2.0,0.0
3058,0.0,1.0
3290,1.0,0.0
2817,2.0,0.0
2715,0.0,1.0
2828,0.0,2.0
3419,0.0,3.0
3199,0.0,1.0
2197,0.0,2.0
3424,0.0,1.0
3214,2.0,0.0
2270,1.0,3.0
2154,1.0,1.0
3653,1.0,1.0
2631,1.0,1.0
2477,0.0,3.0
3308,0.0,2.0
2417,0.0,3.0
3323,2.0,0.0
2746,1.0,0.0
3085,0.0,3.0
3826,0.0,1.0
2767,0.0,1.0
3488,0.0,0.0
2886,0.0,1.0
2438,0.0,2.0
2478,1.0,1.0
2749,0.0,3.0
2911,0.0,1.0
2382,0.0,2.0
3962,1.0,1.0
2867,2.0,1.0
2178,1.0,2.0
2280,1.0,2.0
3033,1.0,1.0
3264,0.0,2.0
2434,0.0,1.0
2124,0.0,2.0
2942,0.0,2.0
3307,0.0,2.0
3447,1.0,1.0
3397,0.0,2.0
2916,1.0,3.0
3999,0.0,3.0
2409,0.0,2.0
2639,2.0,1.0
3334,0.0,1.0
3329,1.0,1.0
2342,1.0,0.0
3331,0.0,3.0
2656,0.0,2.0
2968,0.0,2.0
3546,0.0,2.0
3911,1.0,2.0
2991,1.0,1.0
2960,1.0,0.0
2696,0.0,1.0
2598,0.0,2.0
3464,0.0,2.0
3572,1.0,2.0
2655,0.0,1.0
3116,0.0,3.0
3384,2.0,1.0
3112,0.0,2.0
2784,1.0,1.0
3128,1.0,1.0
3619,1.0,1.0
3136,1.0,1.0
3848,0.0,1.0
2490,0.0,2.0
3350,0.0,2.0
2887,1.0,1.0
2888,1.0,1.0
2607,0.0,1.0
3020,0.0,1.0
3708,0.0,3.0
3662,1.0,3.0
3086,1.0,1.0
2615,0.0,1.0
3753,0.0,1.0
3395,0.0,3.0
2815,1.0,3.0
3179,1.0,1.0
3883,1.0,3.0
3426,0.0,2.0
2084,0.0,3.0
2781,0.0,3.0
3978,0.0,1.0
3965,1.0,0.0
2770,0.0,2.0
2673,0.0,1.0
2506,0.0,3.0
2584,1.0,1.0
3172,0.0,2.0
3889,1.0,2.0
2314,1.0,1.0
2575,0.0,3.0
2121,1.0,1.0
3210,0.0,1.0
3380,1.0,3.0
2626,2.0,1.0
2209,0.0,1.0
3385,0.0,3.0
2239,1.0,2.0
3226,1.0,3.0
2103,1.0,0.0
3533,0.0,1.0
3145,1.0,1.0
3851,0.0,2.0
3400,3.0,1.0
2517,0.0,3.0
3328,0.0,1.0
2745,0.0,3.0
3718,0.0,3.0
2375,1.0,1.0
3186,0.0,3.0
3450,1.0,3.0
3204,0.0,3.0
3861,0.0,3.0
2881,0.0,3.0
2274,1.0,1.0
3132,1.0,1.0
3830,1.0,3.0
2735,0.0,2.0
3295,0.0,1.0
