,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,6.0,0.0,0.5829785,3.0,6.0,8.0
2001,6.0,1.0,0.2750529,2.0,1.0,5.0
2002,4.0,1.0,0.007953882,5.0,1.0,2.0
2003,1.0,0.0,0.7609464,4.0,3.0,1.0
2004,0.0,2.0,0.31838727,4.0,3.0,5.0
2005,3.0,2.0,0.77396464,6.0,5.0,3.0
2006,4.0,2.0,0.20433879,3.0,5.0,5.0
2007,1.0,3.0,0.6461052,6.0,0.0,6.0
2008,4.0,0.0,0.06336439,2.0,11.0,7.0
2009,2.0,2.0,0.51316404,4.0,3.0,2.0
2010,6.0,0.0,0.2739216,1.0,1.0,5.0
2011,5.0,2.0,0.17242098,1.0,1.0,4.0
2012,0.0,0.0,0.96270466,3.0,6.0,16.0
2013,5.0,1.0,0.6237984,5.0,3.0,4.0
2014,2.0,1.0,0.2792114,4.0,5.0,7.0
2015,4.0,2.0,0.4136318,3.0,7.0,4.0
2016,5.0,0.0,0.057923675,3.0,0.0,3.0
2017,3.0,0.0,0.37435055,2.0,5.0,3.0
2018,2.0,2.0,0.27365434,1.0,1.0,1.0
2019,3.0,2.0,0.66613626,7.0,6.0,4.0
2020,4.0,0.0,0.91123855,3.0,6.0,7.0
2021,1.0,3.0,0.99830353,4.0,3.0,7.0
2022,2.0,2.0,0.2909075,4.0,2.0,5.0
2023,2.0,1.0,0.54232216,2.0,0.0,1.0
2024,2.0,2.0,0.4419664,3.0,8.0,3.0
2025,5.0,0.0,0.6533737,2.0,5.0,5.0
2026,4.0,0.0,0.60680914,0.0,1.0,1.0
2027,4.0,1.0,0.18308818,5.0,2.0,7.0
2028,3.0,0.0,0.5260459,4.0,2.0,2.0
2029,1.0,3.0,0.4910059,2.0,3.0,4.0
2030,2.0,2.0,0.71870553,4.0,13.0,3.0
2031,4.0,3.0,0.56070876,2.0,3.0,2.0
2032,5.0,0.0,0.67171204,9.0,3.0,2.0
2033,6.0,0.0,0.34240472,5.0,7.0,1.0
2034,4.0,0.0,0.05683744,2.0,3.0,4.0
2035,2.0,1.0,0.3802477,1.0,2.0,4.0
2036,3.0,2.0,0.33981574,5.0,1.0,2.0
2037,5.0,0.0,0.08773208,3.0,5.0,4.0
2038,0.0,2.0,0.64986074,7.0,5.0,2.0
2039,2.0,0.0,0.4886508,5.0,3.0,1.0
2040,2.0,1.0,0.7983941,0.0,3.0,4.0
2041,3.0,0.0,0.5116149,7.0,11.0,1.0
2042,1.0,0.0,0.5923617,4.0,9.0,4.0
2043,6.0,1.0,0.1333468,4.0,3.0,9.0
2044,4.0,0.0,0.88277066,4.0,2.0,0.0
2045,4.0,2.0,0.64171183,6.0,8.0,10.0
2046,5.0,0.0,0.77534544,5.0,1.0,13.0
2047,2.0,2.0,0.35811007,3.0,0.0,4.0
2048,5.0,2.0,0.1535331,2.0,4.0,1.0
2049,5.0,3.0,0.07950449,5.0,3.0,7.0
2050,5.0,2.0,0.8022276,1.0,3.0,6.0
2051,3.0,3.0,0.6603731,4.0,6.0,1.0
2052,2.0,0.0,0.97190666,5.0,4.0,6.0
2053,4.0,0.0,0.25129986,0.0,11.0,4.0
2054,3.0,2.0,0.4855373,2.0,3.0,0.0
