,years_experience,degree
3210,0.0,1.0
2100,0.0,3.0
2033,0.0,1.0
2528,1.0,1.0
2393,0.0,3.0
3234,2.0,0.0
2575,0.0,2.0
2610,0.0,2.0
3998,0.0,3.0
3658,2.0,0.0
3691,0.0,3.0
3173,1.0,0.0
2397,0.0,1.0
2929,0.0,3.0
3598,0.0,3.0
2017,1.0,1.0
3152,3.0,0.0
2763,0.0,3.0
2601,0.0,1.0
3521,0.0,1.0
3301,0.0,1.0
2457,2.0,0.0
3612,2.0,1.0
3431,2.0,0.0
2515,0.0,2.0
3324,1.0,0.0
3923,0.0,2.0
2190,0.0,3.0
2932,0.0,2.0
3600,0.0,3.0
2313,1.0,0.0
2899,1.0,0.0
3924,0.0,1.0
3670,0.0,1.0
2281,2.0,0.0
3737,1.0,0.0
2023,0.0,2.0
3056,1.0,0.0
2221,1.0,0.0
3846,0.0,3.0
3194,1.0,2.0
2945,0.0,2.0
3067,0.0,1.0
3197,1.0,0.0
2909,0.0,2.0
3478,0.0,3.0
2454,1.0,1.0
3105,3.0,0.0
2712,0.0,2.0
2762,0.0,3.0
2993,0.0,3.0
3700,0.0,2.0
3984,0.0,2.0
3852,2.0,0.0
2917,0.0,2.0
2211,1.0,0.0
2665,0.0,3.0
2379,0.0,3.0
3861,0.0,3.0
2818,1.0,2.0
2817,0.0,2.0
3822,2.0,1.0
3317,0.0,1.0
3213,0.0,1.0
2672,2.0,0.0
3646,0.0,1.0
3862,1.0,1.0
2506,2.0,1.0
2092,0.0,2.0
3107,0.0,3.0
3551,1.0,1.0
2105,0.0,3.0
2111,3.0,0.0
2408,1.0,0.0
3821,1.0,2.0
2156,0.0,3.0
3026,0.0,3.0
3712,0.0,2.0
3283,0.0,3.0
2496,0.0,3.0
2935,1.0,1.0
2744,1.0,0.0
2513,0.0,1.0
3792,1.0,2.0
2137,2.0,0.0
3271,1.0,0.0
2788,0.0,2.0
2739,0.0,1.0
2620,0.0,2.0
3892,3.0,0.0
2113,0.0,1.0
2754,0.0,1.0
3579,1.0,1.0
3239,1.0,1.0
2741,0.0,3.0
3482,2.0,1.0
3943,1.0,2.0
2044,0.0,2.0
2813,0.0,3.0
3695,0.0,3.0
3177,1.0,1.0
2132,0.0,1.0
2402,0.0,3.0
2804,1.0,1.0
3462,1.0,1.0
3322,0.0,1.0
2574,0.0,1.0
2440,0.0,3.0
3988,1.0,0.0
3139,0.0,1.0
3034,0.0,2.0
2288,1.0,1.0
2244,2.0,0.0
3433,0.0,2.0
3520,1.0,0.0
2900,0.0,3.0
2415,0.0,3.0
3160,0.0,2.0
2757,2.0,0.0
2098,0.0,1.0
2960,0.0,2.0
3436,0.0,3.0
3934,2.0,0.0
3951,0.0,3.0
3015,0.0,1.0
2716,0.0,3.0
3895,0.0,2.0
3533,0.0,2.0
2163,1.0,1.0
3855,1.0,1.0
3254,1.0,0.0
2104,0.0,1.0
2371,0.0,1.0
3116,1.0,1.0
3922,2.0,1.0
2284,2.0,0.0
2800,0.0,1.0
2605,1.0,0.0
2699,0.0,2.0
3003,0.0,3.0
3966,1.0,1.0
2722,1.0,1.0
2938,1.0,0.0
2242,0.0,3.0
3540,0.0,3.0
3564,1.0,1.0
3081,0.0,2.0
3427,0.0,1.0
2144,2.0,0.0
2706,0.0,2.0
2107,0.0,1.0
3956,1.0,0.0
2747,0.0,2.0
2713,2.0,0.0
2459,0.0,3.0
2138,0.0,3.0
2450,0.0,3.0
2832,0.0,1.0
2089,0.0,3.0
3975,1.0,0.0
2502,2.0,0.0
2959,1.0,1.0
3241,2.0,0.0
2957,0.0,1.0
3844,0.0,1.0
3023,0.0,3.0
2345,0.0,2.0
3012,0.0,2.0
2403,0.0,2.0
2964,0.0,3.0
3146,1.0,1.0
2374,1.0,1.0
3721,0.0,2.0
3054,0.0,3.0
2472,1.0,1.0
2232,0.0,3.0
3218,1.0,0.0
2994,0.0,3.0
2112,0.0,3.0
3438,0.0,3.0
2555,1.0,0.0
3681,1.0,0.0
3825,0.0,2.0
2343,0.0,1.0
3818,0.0,2.0
3124,2.0,0.0
3266,0.0,1.0
3750,0.0,3.0
3675,1.0,0.0
3370,0.0,3.0
3219,2.0,0.0
3365,0.0,3.0
2102,0.0,3.0
3498,0.0,2.0
2611,1.0,1.0
2128,1.0,2.0
2976,1.0,1.0
3980,0.0,1.0
3908,0.0,1.0
2162,1.0,1.0
