,senior-level_skill
3015,0.0
2468,0.0
3485,1.0
2274,1.0
2460,1.0
3953,1.0
2861,1.0
2842,0.0
3053,1.0
3691,1.0
2092,1.0
2485,1.0
2564,1.0
2623,1.0
2114,1.0
3411,1.0
2439,1.0
2787,1.0
3157,1.0
3639,1.0
3845,1.0
2998,1.0
3138,1.0
2829,1.0
3167,1.0
3618,1.0
3985,1.0
3409,1.0
2024,1.0
3504,1.0
3677,1.0
2696,1.0
2689,1.0
3906,1.0
2282,1.0
3130,1.0
2317,1.0
2042,1.0
2161,0.0
3518,1.0
2269,1.0
3669,1.0
2220,1.0
2232,1.0
2990,1.0
3250,1.0
3730,1.0
3600,1.0
3885,1.0
3548,1.0
3218,1.0
2004,0.0
3467,1.0
2562,1.0
3522,1.0
2248,1.0
2828,1.0
3604,1.0
3065,1.0
3046,1.0
3037,1.0
2410,1.0
2492,0.0
2307,1.0
2768,1.0
2900,0.0
3465,1.0
2850,0.0
3601,1.0
3712,1.0
2959,1.0
2801,1.0
3640,1.0
3001,1.0
2636,1.0
3775,1.0
2079,1.0
3159,1.0
2151,1.0
3306,1.0
2147,1.0
2967,1.0
3492,1.0
3877,1.0
2637,1.0
2261,1.0
2798,1.0
3261,1.0
2893,1.0
2878,1.0
3066,1.0
3344,1.0
3817,1.0
2582,1.0
2509,0.0
3147,1.0
2266,1.0
2364,0.0
2128,1.0
3172,1.0
2165,1.0
3406,1.0
3852,1.0
3533,1.0
3777,1.0
3194,1.0
3854,1.0
2210,1.0
3273,0.0
2933,1.0
2167,1.0
2467,1.0
3858,1.0
2909,1.0
2393,1.0
3039,1.0
2324,1.0
3401,1.0
3597,1.0
2665,1.0
2973,1.0
2321,1.0
3427,1.0
3704,1.0
3486,1.0
3741,1.0
3893,1.0
2143,1.0
3057,1.0
2978,1.0
2231,1.0
2694,1.0
3525,1.0
2117,1.0
2138,1.0
3265,1.0
2466,1.0
2137,1.0
2894,1.0
2518,1.0
3311,1.0
3056,1.0
3714,1.0
2090,1.0
2719,1.0
3051,1.0
2020,0.0
2557,1.0
2957,1.0
2191,1.0
2483,1.0
2034,1.0
2633,1.0
2069,1.0
2309,1.0
2974,1.0
3875,1.0
2067,1.0
3803,1.0
3059,1.0
3868,1.0
3760,1.0
2927,0.0
2289,1.0
3555,1.0
3681,1.0
3120,1.0
2073,1.0
2384,1.0
3927,1.0
2730,1.0
3530,1.0
3432,1.0
2790,1.0
2924,1.0
3493,1.0
3771,1.0
2105,1.0
3226,1.0
3685,1.0
2749,1.0
3890,1.0
3718,1.0
2741,1.0
2285,1.0
2310,1.0
3497,0.0
2399,1.0
3016,1.0
2144,1.0
3285,1.0
2725,1.0
2917,1.0
2556,1.0
3905,1.0
2369,1.0
3430,1.0
2524,1.0
2208,1.0
3621,1.0
