,u_x1,u_x2,u_x3,u_y,u_x4,u_x5
2000,1.0569609,0.08236792,-1.1107017,0.6682763,-0.37427303,0.05616964
2001,-0.06277909,0.20293939,-0.76577926,0.16744113,0.6018807,-0.01400585
2002,-0.19987413,-0.2366616,2.0343266,0.9078702,0.16000296,-0.16030052
2003,0.83823144,-0.1130957,-0.40669823,0.77445376,-1.1823736,-0.039019924
2004,-2.2891161,0.015670208,1.054349,0.9032428,1.7030007,-0.037834577
2005,0.29679322,-0.118982136,-0.37496087,0.5340457,-0.10412763,-0.055821635
2006,0.648041,0.052453484,-3.0015502,0.3081262,0.56664467,-0.13370065
2007,1.7283314,0.038087294,-0.9096283,0.116756916,0.4970404,-0.12569705
2008,0.5209503,0.08441054,-0.5983823,0.12941492,0.6969755,0.054473616
2009,0.6109647,-0.03717401,-1.4889215,0.20750642,2.7015862,0.014163009
2010,0.14596866,0.028627325,-0.90997905,0.45607793,1.2123749,-0.008718207
2011,-0.2662236,0.050746825,0.70094424,0.72954977,-0.17043723,-0.18302828
2012,-0.98054844,-0.12905675,-0.97137594,0.79273343,-0.20276916,0.060415693
2013,-1.3726908,0.057629775,-0.8099991,0.06667018,-1.6475424,-0.09372248
2014,-0.49943134,-0.12688743,0.50515467,0.06518304,-0.6132785,-0.11075937
2015,0.54147226,-0.13793029,-1.1086061,0.30937862,-0.20558406,-0.021082895
2016,1.8990293,0.058569696,-0.077198476,0.08246493,-0.06871349,-0.13384351
2017,0.6720509,0.0949628,-0.2610752,0.29445922,0.91601557,-0.077080764
2018,0.020282226,0.019252408,-0.6386512,0.4040984,-1.1028812,0.15274005
2019,0.16914657,-0.11526612,0.99281174,0.7916503,0.716056,0.06625061
2020,0.38823965,0.09497714,-0.9653952,0.3325373,0.14027351,0.01808664
2021,-0.4837445,0.008299384,-0.40428782,0.298059,-0.2949312,-0.17622016
2022,-1.9185209,-0.15872675,1.9060907,0.4886006,0.04096958,-0.15847836
2023,0.09856015,-0.14066671,1.0514745,0.55475676,-0.36787754,-0.04809412
2024,-0.89536595,-0.043084588,-0.590238,0.2171551,1.9950613,0.058708597
2025,-1.8607193,0.044851076,0.27615917,0.08175492,-1.6305718,-0.01041129
2026,1.1651591,-0.018944671,-1.3621703,0.1880697,1.180915,0.02339656
2027,-0.6363734,0.0952067,1.2304047,0.3979218,0.20646298,0.0832697
2028,-0.04392078,-0.06991092,-0.9177937,0.4309318,-0.61548275,0.052484144
2029,0.43019137,-0.008346086,0.7283238,0.691393,0.49652013,-0.099109605
2030,2.2481844,0.1503971,-0.54058033,0.3720392,-1.7186812,-0.18413831
2031,-0.9293528,-0.11081085,-1.9733324,0.654147,0.08503326,0.09955737
2032,-0.1322378,-0.17413026,0.53134364,0.8969723,-0.019162204,-0.1250069
2033,0.32625347,-0.009680749,1.0796075,0.577703,-0.08347406,0.046667267
2034,-0.3645045,-0.01377284,-0.35988373,0.17221642,0.07139101,-0.10901036
2035,-1.569829,-0.0636241,0.7037415,0.77423537,-0.07167186,-0.21709345
2036,0.061483778,-0.17080335,-0.040528018,0.7335055,-0.18871419,0.05787475
2037,0.75441533,0.08477433,0.15285204,0.43880546,1.1841811,-0.029332554
2038,-0.026770227,0.0054093436,0.37493512,0.8010125,-0.30340534,0.09459168
2039,0.17440471,0.08559603,-0.2064509,0.8559003,0.7878802,-0.12877142
2040,-0.66054,0.0005290291,-0.58210087,0.7322706,-0.22311151,-0.0668716
2041,0.36884472,0.030574515,1.9865205,0.0007172823,-0.7415319,0.126335
2042,-0.6107574,0.0367385,-0.7258156,0.56151724,-1.1734833,0.056596726
2043,-0.44498268,-0.045984097,-0.8302218,0.52483356,-1.0344622,-0.08116001
2044,-0.96417934,0.088028215,0.08219449,0.7326237,0.1507724,0.047573667
2045,-0.4529706,-0.19874531,0.13486725,0.08151591,0.42245373,-0.06354195
2046,0.11474079,-0.022793721,-0.7147933,0.03697145,0.63005143,0.04918997
2047,-1.9779733,0.08594343,-0.2613457,0.06459582,-0.62641305,-0.007828765
2048,-0.97088546,0.051015574,-0.49371913,0.6136379,-0.68091387,-0.19253413
2049,1.4809072,0.08323901,-1.2194977,0.73863995,-0.8101127,0.026205584
2050,-0.19854398,-0.059571426,-0.3936524,0.9650245,-1.2916383,0.017838934
2051,0.008368141,-0.110046856,0.8469449,0.50101244,0.4061584,-0.041883644
2052,-0.983901,0.023821374,-1.7092233,0.061231136,0.8307991,-0.08162365
2053,0.51434714,-0.12496447,-0.124544136,0.5794375,-0.13974407,-0.07677233
2054,-0.4550896,-0.027371276,0.032117274,0.7388997,-1.2692286,0.08989587
2055,1.949493,-0.14919212,1.2356546,0.2546209,0.8100569,-0.07220914
2056,0.078939125,-0.08036626,0.99005514,0.50256014,0.98859143,-0.12963568
2057,-0.113907196,0.06245128,1.5107408,0.18244994,0.4364818,0.106115654
2058,0.88538563,-0.04203032,-0.48437843,0.8603065,-1.0663306,-0.037405092
2059,0.5234513,-0.083467245,0.38071585,0.3084557,0.40990666,-0.054094654
2060,0.05563015,-0.04187301,0.7905178,0.41582537,-2.3328004,-0.10386365
2061,-0.89503056,-0.0038859025,-1.7375587,0.3436787,-2.361748,-0.06305083
2062,-0.6611191,-0.19871262,1.4249246,0.14251232,1.0876318,-0.020034453
2063,-0.18097681,-0.1331375,2.5727441,0.7727779,0.21582164,0.09183482
2064,-0.10726381,0.019198136,0.10220426,0.6432315,0.7747038,0.09284242
2065,-0.15153813,-0.15239964,0.70635515,0.90776324,-0.66674495,0.028781611
2066,0.8782406,-0.16198532,-1.1943883,0.6093674,-1.166487,0.046782214
2067,-0.18416557,-0.029137893,2.0379508,0.007531166,-0.53591514,0.16671279
2068,1.0830797,0.13570675,-0.8892171,0.8988832,-0.5612257,-0.06405797
2069,-0.05059327,-0.10359365,0.92271894,0.5152192,-0.81057787,-0.030672455
2070,2.0712953,0.03966701,-0.7221271,0.81164527,1.7310122,-0.0011396913
2071,-1.0185981,0.047352433,0.3266342,0.62065077,1.4368292,0.04790942
2072,-3.763306,-0.20960365,0.72331727,0.56921065,-0.71961474,0.034786806
2073,-0.30522996,0.098156594,-0.3475606,0.30955434,1.5711167,-0.21309733
2074,0.26538947,-0.01672101,0.12835613,0.9244727,0.7919301,0.12862407
2075,0.025469195,-0.16612057,-0.652154,0.35470104,0.49070415,0.11308684
2076,-0.32735905,-0.07222908,-1.8817229,0.81175053,0.5752496,-0.0030547583
2077,0.2661925,0.074001215,0.6218636,0.031711817,-1.4808872,0.026224574
2078,1.0014671,0.0816085,0.74035054,0.6332017,-0.9205862,0.0007207216
2079,0.3386775,0.07015368,-0.09505286,0.42824113,-0.63029253,-0.040170874
2080,-0.15474805,-0.06405221,-0.86069715,0.19289255,-0.50900966,-0.03277891
2081,-1.6495309,-0.18384849,-1.3699411,0.06810415,-0.47295734,-0.12607248
2082,0.68982816,0.22967575,0.17097011,0.05443418,0.36770985,0.004480031
2083,0.28342775,-0.08405683,-0.1556853,0.058255434,0.3921658,0.12476792
2084,0.12152021,-0.05423996,1.5143509,0.8615483,0.05488497,0.017705515
2085,1.4726102,0.11772682,-0.06520594,0.9623705,0.37531948,0.22129801
2086,-0.8211273,-0.077160016,0.24721229,0.51328814,-0.40968356,-0.044535913
2087,-0.8600027,-0.011217741,-0.6553805,0.09324634,-1.0052569,-0.029041568
2088,0.66619253,-0.061643858,1.1934794,0.42896652,-0.124994956,-0.05855135
2089,1.3169336,0.071819685,-0.056384195,0.55721796,0.950605,-0.095321685
2090,-0.38163087,-0.025287936,2.0384085,0.25189984,-0.6130665,0.03435936
2091,1.0462288,0.0031610825,1.3803235,0.8425635,-0.62749255,0.022673659
2092,-0.13333662,0.016667029,-0.3137555,0.23494947,0.13953693,0.112682365
2093,-2.0274708,-0.025719484,0.29095665,0.3027333,0.15792401,0.13730049
2094,0.8380268,-0.05058689,1.23964,0.24191737,0.71637344,0.0155497035
2095,0.28708306,0.028971432,-0.33957046,0.06965828,0.785807,-0.082001895
2096,0.18864164,0.057637252,0.6816023,0.731617,-0.6444898,-0.09624163
2097,0.0435994,0.10246672,1.7778705,0.06277406,-1.8059034,0.13528031
2098,-0.44044074,0.23144607,-0.07377508,0.8615042,-0.013009431,-0.08540527
2099,-0.54283893,0.07424769,-0.23859851,0.90624166,1.9256629,-0.0605158
2100,-0.08817764,-0.064880416,-0.111465074,0.63232064,1.5515023,0.008298186
2101,0.5607947,0.009609524,0.2724198,0.26622772,-2.2307813,-0.017057369
2102,-0.0342599,0.082295865,-0.20109668,0.6773156,-0.11835024,0.076896556
2103,1.2739922,0.026027126,-0.8610252,0.653767,-0.43079796,0.015600939
2104,0.612421,0.043779597,-0.8613002,0.79207885,1.0750866,-0.0035562327
2105,0.916761,0.1696534,1.4109664,0.9538889,1.1427233,0.035127793
2106,0.12947999,0.028178263,-1.0315394,0.8527626,-0.30864695,-0.12533417
2107,0.67976576,0.09348198,-0.697095,0.1450932,0.8400883,-0.13631988
2108,0.98830795,-0.17092244,0.20850979,0.9762486,1.5908365,0.09904554
2109,0.34736177,0.07996589,-0.1930588,0.93156207,-0.8599686,0.037801597
2110,-0.96611315,0.061704736,-2.610368,0.9691006,1.2377855,-0.14587341
2111,1.159056,0.016034773,0.24909388,0.8102995,1.4284749,-0.025438583
2112,0.2779576,0.023414282,1.6671723,0.86095953,-0.7237262,0.06556085
2113,0.047792245,0.123814344,-1.4370612,0.026880145,1.6577711,-0.124003105
2114,0.49505845,0.15741935,0.24477082,0.54913247,-0.00696293,0.0050023464
2115,-0.244291,-0.024430146,-0.27379403,0.31718206,1.112135,0.088365845
2116,-0.09517172,-0.10257363,0.26065058,0.58938074,0.33386022,0.022417266
2117,-0.60771286,-0.052407738,-1.8240222,0.85101616,-0.28111407,-0.039921056
2118,0.18874416,0.08475423,-0.50741637,0.49725807,1.9017965,-0.07102769
2119,-2.191281,0.038835984,-0.05170332,0.4918784,0.8198995,0.10544733
2120,0.612044,-0.28717163,0.15832008,0.89092803,1.1575352,-0.091010466
2121,0.5394386,0.024494974,0.056603126,0.5047878,0.35430464,-0.121364355
2122,-0.6297492,-0.06332698,-0.7577779,0.51554716,-0.45417973,-0.07482047
2123,-1.8855909,-0.062475562,-0.46131414,0.42288053,0.1953418,0.21161623
2124,-1.1562867,0.14294784,-1.4185575,0.6394496,-1.1890534,-0.028071184
2125,-0.98870814,0.07454123,1.1600666,0.6828301,0.73868823,0.17174385
2126,-0.4977866,0.081896104,-0.477921,0.5134407,0.5327475,-0.008939352
2127,-0.7948534,-0.07667908,-1.3463274,0.05125916,0.590855,-0.019620456
2128,1.4798104,0.0034580268,2.498647,0.040967464,-0.16416736,0.01612304
2129,1.1225082,-0.058580574,0.018477652,0.9838927,-0.7000878,0.047209587
2130,-1.3629552,-0.042469285,-0.4390958,0.19884276,1.8606648,0.11925175
2131,-0.108868815,0.074626766,0.61452407,0.73925877,-0.9537677,0.11090523
2132,0.6175083,0.068423234,-0.35110196,0.20902598,-0.1462367,-0.00516354
2133,-0.7558943,0.0038792489,-0.18000309,0.5852418,-0.21725923,-0.06367733
2134,1.8051112,0.040503904,-0.53353477,0.6354736,-0.8807479,0.15676226
2135,0.021828031,-0.044131476,0.7405117,0.5534196,-0.104978494,-0.12913899
2136,-0.28837195,-0.08512113,0.25968495,0.08702445,-1.2881757,0.07373857
2137,1.6199294,0.13554768,-0.10718988,0.061544657,0.13461669,0.034015667
2138,1.0511478,-0.16217893,-1.2660642,0.7918136,-0.10445241,-0.07953056
2139,-1.0759181,-0.055942774,-3.3369071,0.83157885,-0.1197213,-0.26940408
2140,-0.7523221,0.12113444,-0.36145428,0.061599255,-1.0270469,-0.090952426
2141,-0.24453081,-0.052315135,-1.4412148,0.25183988,-0.5780903,0.14286049
2142,0.49431783,0.044116836,1.0487481,0.8793063,-0.4000466,0.013701515
2143,-0.940528,-0.07001268,2.0334115,0.7508712,0.59170204,-0.052752763
2144,-1.2286005,0.0567801,-0.7230954,0.90493584,-0.43317524,-0.04951964
2145,0.63350517,0.029599518,0.5160686,0.65702033,2.22659,-0.021368193
2146,-0.3271239,-0.15536201,0.044432096,0.68252516,0.5135986,0.104090646
2147,0.37850833,-0.0014749588,-2.6741402,0.50686944,0.39993244,-0.06469917
2148,-0.1861904,0.18037581,-0.04760153,0.33080268,-1.3791435,-0.19487314
