,senior-level_skill
2683,1.0
2157,1.0
2020,1.0
3161,1.0
2305,0.0
2247,1.0
3079,1.0
2500,1.0
3364,1.0
2648,1.0
2081,1.0
3835,1.0
2826,1.0
3032,1.0
3746,1.0
2990,1.0
3013,1.0
3062,1.0
2392,1.0
2749,1.0
3113,1.0
3385,1.0
2688,0.0
3078,1.0
3109,1.0
3440,1.0
3045,1.0
2987,1.0
2579,1.0
3478,1.0
2753,1.0
2898,1.0
3500,1.0
3382,1.0
2584,1.0
2309,1.0
3512,1.0
3165,1.0
2667,1.0
3945,1.0
2372,1.0
2137,1.0
3022,1.0
2581,1.0
3482,1.0
2517,1.0
2413,1.0
3147,1.0
2466,1.0
2301,1.0
2710,1.0
2834,1.0
3680,1.0
3314,1.0
2070,1.0
2245,1.0
2454,1.0
3900,1.0
2871,1.0
3007,1.0
3541,1.0
2597,1.0
2511,1.0
2917,1.0
3298,1.0
2473,1.0
2585,1.0
3159,1.0
3257,1.0
2128,0.0
3197,1.0
2672,1.0
2515,1.0
3626,1.0
2980,1.0
3726,1.0
2265,1.0
2438,1.0
2072,1.0
3837,1.0
2408,0.0
2874,0.0
2482,1.0
2563,1.0
3218,1.0
2010,1.0
2751,1.0
2691,1.0
2735,1.0
3973,1.0
3323,1.0
2523,1.0
2572,1.0
3883,0.0
2436,1.0
3570,1.0
3861,1.0
2239,1.0
3684,1.0
3099,1.0
3092,1.0
3734,1.0
3093,1.0
3531,1.0
3146,1.0
2273,1.0
3282,1.0
2205,1.0
2632,1.0
2008,1.0
2862,1.0
2798,1.0
3852,1.0
3560,1.0
2739,1.0
3043,1.0
3210,1.0
3821,1.0
2960,1.0
3559,1.0
3886,1.0
2939,1.0
2788,1.0
3600,1.0
2864,1.0
2240,1.0
3619,0.0
3089,1.0
3353,1.0
3867,1.0
2992,1.0
2225,1.0
2888,1.0
2567,1.0
2700,1.0
3283,1.0
3785,1.0
2461,1.0
2384,1.0
3594,1.0
2855,1.0
2288,1.0
2469,1.0
3625,1.0
3130,1.0
2142,1.0
2416,1.0
2640,1.0
2021,1.0
3520,1.0
2328,1.0
3474,1.0
2687,1.0
2770,1.0
3449,1.0
2520,1.0
2574,1.0
2377,1.0
3961,1.0
2791,1.0
2005,1.0
2379,1.0
3591,1.0
3547,0.0
2298,1.0
3104,1.0
2244,1.0
3826,1.0
2801,1.0
3874,1.0
3097,1.0
3631,1.0
3301,1.0
2323,1.0
2366,1.0
3841,1.0
3272,1.0
3276,1.0
3354,1.0
2405,1.0
2849,1.0
3139,1.0
3769,1.0
3598,1.0
3519,1.0
3551,1.0
3689,1.0
2000,1.0
2729,1.0
2832,1.0
2428,1.0
3179,1.0
3611,1.0
3704,1.0
2496,1.0
3182,1.0
3374,1.0
2084,1.0
3988,1.0
2432,1.0
