,years_experience,degree,nr_commits,nr_languages,nr_stars
3614,1.0,3.0,1011.0,6.0,13.0
3785,1.0,3.0,1014.0,3.0,15.0
3625,2.0,2.0,2024.0,3.0,14.0
3208,2.0,2.0,2029.0,4.0,15.0
2943,1.0,3.0,1019.0,5.0,11.0
2499,2.0,2.0,2023.0,3.0,14.0
3741,1.0,3.0,1014.0,8.0,14.0
3822,2.0,2.0,2020.0,5.0,14.0
3166,4.0,1.0,4045.0,4.0,11.0
2388,2.0,2.0,2025.0,3.0,11.0
2134,3.0,2.0,3035.0,8.0,17.0
2226,2.0,2.0,2026.0,9.0,14.0
3321,2.0,2.0,2021.0,2.0,12.0
3195,1.0,3.0,1016.0,7.0,13.0
2004,2.0,2.0,2022.0,6.0,14.0
2787,3.0,2.0,3031.0,8.0,11.0
3060,2.0,2.0,2023.0,6.0,13.0
3378,1.0,3.0,1016.0,5.0,12.0
2913,1.0,3.0,1014.0,2.0,10.0
3581,1.0,3.0,1012.0,3.0,12.0
3802,1.0,3.0,1011.0,3.0,17.0
3895,2.0,2.0,2021.0,3.0,16.0
3348,1.0,3.0,1014.0,5.0,19.0
3589,3.0,1.0,3036.0,3.0,11.0
2711,1.0,3.0,1015.0,6.0,14.0
3673,2.0,2.0,2023.0,7.0,10.0
2944,3.0,1.0,3035.0,2.0,18.0
2627,4.0,1.0,4044.0,4.0,11.0
2751,3.0,2.0,3033.0,5.0,19.0
2516,2.0,2.0,2026.0,2.0,13.0
2324,1.0,3.0,1012.0,4.0,21.0
2607,5.0,0.0,5052.0,8.0,12.0
2245,1.0,3.0,1016.0,3.0,18.0
3480,4.0,1.0,4042.0,13.0,13.0
3875,3.0,1.0,3037.0,6.0,23.0
2145,3.0,1.0,3034.0,2.0,19.0
2131,5.0,0.0,5052.0,5.0,14.0
3788,5.0,0.0,5053.0,7.0,13.0
3006,1.0,3.0,1016.0,2.0,13.0
2042,1.0,3.0,1011.0,10.0,16.0
3021,2.0,2.0,2023.0,7.0,11.0
2512,5.0,0.0,5055.0,2.0,15.0
2510,2.0,2.0,2024.0,2.0,15.0
3710,2.0,2.0,2025.0,7.0,16.0
2878,2.0,2.0,2027.0,7.0,13.0
2573,1.0,3.0,1012.0,2.0,14.0
2815,1.0,3.0,1017.0,6.0,12.0
3421,1.0,3.0,1012.0,3.0,14.0
2327,1.0,3.0,1019.0,5.0,13.0
3211,1.0,3.0,1014.0,3.0,14.0
3975,1.0,3.0,1014.0,7.0,12.0
2357,4.0,1.0,4044.0,2.0,12.0
3862,2.0,2.0,2023.0,7.0,14.0
2079,1.0,3.0,1013.0,1.0,21.0
2115,2.0,2.0,2022.0,5.0,20.0
2742,2.0,2.0,2024.0,1.0,16.0
3311,2.0,2.0,2024.0,4.0,14.0
2030,3.0,1.0,3034.0,3.0,12.0
2494,1.0,3.0,1015.0,2.0,14.0
2906,4.0,1.0,4045.0,16.0,12.0
2559,1.0,3.0,1014.0,4.0,10.0
2938,2.0,2.0,2025.0,13.0,12.0
3403,2.0,2.0,2025.0,3.0,14.0
3415,4.0,1.0,4045.0,10.0,13.0
3196,2.0,2.0,2024.0,5.0,11.0
2586,2.0,2.0,2025.0,1.0,20.0
2394,1.0,3.0,1012.0,9.0,20.0
3714,1.0,3.0,1010.0,4.0,20.0
3082,4.0,1.0,4046.0,7.0,11.0
3511,4.0,1.0,4047.0,8.0,12.0
3268,4.0,1.0,4045.0,4.0,10.0
2729,2.0,2.0,2024.0,3.0,16.0
3182,4.0,1.0,4043.0,2.0,15.0
2440,2.0,2.0,2023.0,1.0,13.0
2552,1.0,3.0,1015.0,1.0,16.0
3882,3.0,1.0,3035.0,4.0,17.0
2915,1.0,3.0,1013.0,5.0,12.0
3749,4.0,1.0,4043.0,3.0,12.0
3658,2.0,2.0,2026.0,1.0,14.0
3231,2.0,2.0,2031.0,5.0,18.0
2077,3.0,1.0,3037.0,4.0,11.0
3761,3.0,1.0,3035.0,5.0,14.0
2816,5.0,0.0,5056.0,5.0,14.0
3693,4.0,1.0,4044.0,2.0,15.0
3230,1.0,3.0,1013.0,4.0,19.0
3890,4.0,1.0,4045.0,3.0,12.0
3943,2.0,2.0,2024.0,1.0,16.0
2100,1.0,3.0,1015.0,4.0,13.0
3718,1.0,3.0,1018.0,7.0,14.0
2822,1.0,3.0,1016.0,3.0,12.0
3645,1.0,3.0,1015.0,7.0,16.0
3497,1.0,3.0,1015.0,1.0,12.0
3521,0.0,3.0,2.0,4.0,21.0
3767,2.0,2.0,2025.0,2.0,12.0
2833,1.0,3.0,1013.0,5.0,12.0
3018,1.0,3.0,1015.0,3.0,13.0
3698,3.0,1.0,3033.0,4.0,16.0
3124,5.0,0.0,5055.0,3.0,15.0
2010,1.0,3.0,1012.0,5.0,13.0
3936,3.0,1.0,3032.0,10.0,12.0
2200,2.0,2.0,2021.0,1.0,17.0
3467,4.0,1.0,4042.0,2.0,14.0
3137,1.0,3.0,1017.0,3.0,14.0
3447,2.0,2.0,2023.0,3.0,12.0
2611,2.0,2.0,2028.0,4.0,12.0
2587,2.0,2.0,2022.0,7.0,12.0
3382,1.0,3.0,1013.0,9.0,10.0
2964,2.0,2.0,2025.0,12.0,12.0
2282,3.0,2.0,3032.0,1.0,14.0
3537,2.0,2.0,23.0,0.0,2.0
3955,1.0,3.0,1012.0,5.0,14.0
3005,1.0,3.0,1014.0,4.0,13.0
3881,4.0,1.0,4044.0,12.0,11.0
3575,1.0,3.0,1012.0,4.0,11.0
2206,3.0,2.0,3034.0,4.0,12.0
2348,3.0,1.0,3033.0,2.0,15.0
2286,5.0,0.0,5052.0,1.0,14.0
3048,1.0,3.0,1012.0,8.0,15.0
2520,2.0,2.0,2024.0,3.0,13.0
3027,1.0,3.0,1012.0,4.0,18.0
2509,1.0,3.0,1012.0,7.0,19.0
3647,2.0,2.0,2025.0,2.0,12.0
2197,2.0,2.0,2020.0,4.0,16.0
3440,1.0,3.0,1014.0,1.0,19.0
2060,1.0,3.0,1014.0,4.0,16.0
3071,1.0,3.0,1018.0,3.0,19.0
3774,1.0,3.0,1013.0,4.0,12.0
3279,2.0,2.0,2025.0,4.0,15.0
3099,4.0,1.0,4046.0,4.0,16.0
2210,4.0,1.0,4043.0,3.0,15.0
3204,5.0,0.0,5054.0,4.0,13.0
2996,3.0,1.0,3034.0,10.0,13.0
3192,1.0,3.0,1016.0,6.0,18.0
2277,1.0,3.0,1011.0,2.0,11.0
2485,2.0,2.0,2023.0,2.0,15.0
2555,2.0,2.0,2026.0,10.0,19.0
2221,2.0,2.0,2022.0,5.0,13.0
2563,2.0,2.0,2028.0,4.0,12.0
3291,2.0,2.0,2027.0,2.0,19.0
3022,1.0,3.0,1013.0,3.0,14.0
2993,3.0,1.0,3033.0,2.0,12.0
3836,1.0,3.0,1011.0,5.0,17.0
3219,1.0,3.0,1015.0,4.0,18.0
2567,2.0,2.0,2023.0,2.0,18.0
2136,4.0,1.0,4044.0,2.0,12.0
3262,2.0,2.0,2024.0,7.0,11.0
3667,1.0,3.0,1011.0,1.0,11.0
3205,1.0,3.0,1014.0,4.0,11.0
2590,4.0,1.0,42.0,4.0,5.0
2112,1.0,3.0,1011.0,19.0,10.0
2366,4.0,1.0,4043.0,1.0,13.0
2122,2.0,2.0,2024.0,11.0,14.0
2069,4.0,1.0,4041.0,2.0,11.0
2596,1.0,3.0,1015.0,9.0,11.0
3919,5.0,0.0,5053.0,5.0,11.0
3113,3.0,1.0,3034.0,3.0,16.0
2229,2.0,2.0,2025.0,10.0,15.0
2423,1.0,3.0,1015.0,4.0,24.0
3604,5.0,0.0,5055.0,6.0,13.0
2876,1.0,3.0,1014.0,4.0,13.0
3507,1.0,3.0,1016.0,3.0,17.0
3652,2.0,2.0,2023.0,7.0,11.0
2186,3.0,1.0,3035.0,8.0,10.0
3637,1.0,3.0,1016.0,5.0,11.0
2372,1.0,3.0,1017.0,8.0,11.0
3789,2.0,2.0,2024.0,6.0,10.0
2306,2.0,2.0,2024.0,1.0,13.0
3155,1.0,3.0,1010.0,9.0,13.0
2533,3.0,1.0,3031.0,15.0,14.0
2592,1.0,3.0,1015.0,6.0,13.0
3569,1.0,3.0,1015.0,3.0,16.0
2569,3.0,1.0,3036.0,3.0,12.0
3433,5.0,0.0,5059.0,2.0,11.0
2274,2.0,2.0,2022.0,7.0,14.0
3550,5.0,0.0,5053.0,11.0,13.0
3557,3.0,2.0,3032.0,11.0,11.0
3284,3.0,1.0,3032.0,3.0,11.0
3028,2.0,2.0,2025.0,2.0,12.0
2864,3.0,1.0,3032.0,4.0,12.0
3829,1.0,3.0,1016.0,2.0,13.0
2433,2.0,2.0,24.0,3.0,3.0
2840,3.0,1.0,3036.0,1.0,15.0
2861,1.0,3.0,1014.0,6.0,14.0
3334,5.0,0.0,5054.0,6.0,13.0
2384,2.0,2.0,2025.0,5.0,18.0
2462,3.0,1.0,3033.0,4.0,17.0
2748,2.0,2.0,2027.0,1.0,10.0
2293,3.0,1.0,3037.0,2.0,16.0
2959,2.0,2.0,2025.0,4.0,12.0
3548,1.0,3.0,1014.0,8.0,14.0
2951,4.0,1.0,4045.0,5.0,16.0
2342,2.0,2.0,2022.0,2.0,11.0
2046,1.0,3.0,1011.0,1.0,18.0
2526,2.0,2.0,2022.0,2.0,14.0
2471,3.0,2.0,3032.0,5.0,13.0
3369,5.0,0.0,5054.0,2.0,10.0
2979,1.0,3.0,1015.0,1.0,10.0
2070,2.0,2.0,2021.0,5.0,13.0
2679,1.0,3.0,1017.0,6.0,13.0
2904,2.0,2.0,2024.0,4.0,18.0
