,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.85,0.85,0.875,0.1899999976158142,0.99,0.9,"[1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[-0.04092991511139541, 0.013360989860066272, 0.9649199813997031], [-0.5020654811272559]]",0.9880000352859497,2.6055
1,1.0,0.85,0.85,0.3050000071525574,0.2150000035762787,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[-0.04092991511139541, 0.013360989860066272, 0.9649199813997031], [-0.5020654811272559]]",0.6690000295639038,2.116
2,1.0,0.85,0.85,0.19499999284744263,0.1850000023841858,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,"[[-0.04092991511139541, 0.013360989860066272, 0.9649199813997031], [-0.5020654811272559]]",0.5799999833106995,2.3185
3,1.0,0.85,0.85,0.875,0.17499999701976776,0.98,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[-0.04092991511139541, 0.013360989860066272, 0.9649199813997031], [-0.5020654811272559]]",0.9770000576972961,3.485
4,1.0,0.85,0.85,0.1899999976158142,0.1899999976158142,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[-0.04092991511139541, 0.013360989860066272, 0.9649199813997031], [-0.5020654811272559]]",0.593999981880188,2.249
5,1.0,0.85,0.85,0.8399999737739563,0.16500000655651093,0.995,0.855,"[1.0, 1.0]",300.0,0.5,individualized,improvement,1,"[[-0.012752591543001318, 0.028967555087316375, 0.956861125141632], [-0.5288066549544573]]",0.9930000305175781,2.6329999999999996
6,1.0,0.85,0.85,0.29499998688697815,0.15000000596046448,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,"[[-0.012752591543001318, 0.028967555087316375, 0.956861125141632], [-0.5288066549544573]]",0.7489999532699585,2.0765000000000002
7,1.0,0.85,0.85,0.19499999284744263,0.19499999284744263,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,1,"[[-0.012752591543001318, 0.028967555087316375, 0.956861125141632], [-0.5288066549544573]]",0.6810000538825989,2.2255000000000003
8,1.0,0.85,0.85,0.8799999952316284,0.14499999582767487,0.955,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,"[[-0.012752591543001318, 0.028967555087316375, 0.956861125141632], [-0.5288066549544573]]",0.9589999914169312,3.3429999999999995
9,1.0,0.85,0.85,0.1550000011920929,0.15000000596046448,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,"[[-0.012752591543001318, 0.028967555087316375, 0.956861125141632], [-0.5288066549544573]]",0.6779999732971191,2.3905000000000003
10,1.0,0.85,0.85,0.8650000095367432,0.23000000417232513,0.98,0.905,"[1.0, 1.0]",300.0,0.5,individualized,improvement,2,"[[0.11663967153335518, 0.13144882662589671, 0.9586648464309164], [-0.5555968029687427]]",0.9770000576972961,2.2540000000000004
11,1.0,0.85,0.85,0.2549999952316284,0.1550000011920929,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,"[[0.11663967153335518, 0.13144882662589671, 0.9586648464309164], [-0.5555968029687427]]",0.7289999723434448,2.3505000000000003
12,1.0,0.85,0.85,0.19499999284744263,0.1899999976158142,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,2,"[[0.11663967153335518, 0.13144882662589671, 0.9586648464309164], [-0.5555968029687427]]",0.6880000233650208,2.4045
13,1.0,0.85,0.85,0.824999988079071,0.13500000536441803,0.95,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,"[[0.11663967153335518, 0.13144882662589671, 0.9586648464309164], [-0.5555968029687427]]",0.9439999461174011,3.3745000000000003
14,1.0,0.85,0.85,0.1599999964237213,0.1599999964237213,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,"[[0.11663967153335518, 0.13144882662589671, 0.9586648464309164], [-0.5555968029687427]]",0.6839999556541443,2.6064999999999996
