,u_x1,u_x2,u_y,u_x3
2000,-2.8666954,0.26012257,0.47352445,0.5704776
2001,0.17604083,-2.6219385,0.90518224,0.22958638
2002,-0.6379507,-0.63498145,0.5265535,-0.41248673
2003,1.9283508,-1.0549306,0.034668684,-0.74226695
2004,-0.110489435,-1.4672351,0.16253543,0.8671724
2005,1.062165,0.63163054,0.96984863,0.9872406
2006,0.36792082,-0.47642994,0.8282542,-1.6899571
2007,0.3460579,0.1251999,0.89810455,-0.5714478
2008,0.46866006,0.74263126,0.56968784,-1.1167665
2009,-0.5070079,-1.4716225,0.04711163,-0.6737295
2010,-0.49643007,-0.5263576,0.39563453,-1.7579434
2011,0.28776163,0.5688799,0.5736511,1.428571
2012,-0.36086294,0.54065764,0.38878787,-0.95585686
2013,-1.3430649,-0.8270164,0.91157806,1.8925875
2014,0.0067805005,-0.35984996,0.51593554,-1.1493272
2015,2.3104112,0.4117231,0.6626195,0.18479852
2016,0.90733415,0.6681049,0.7968675,-0.7845806
2017,-0.71154565,0.933696,0.29741704,2.3563797
2018,-0.9292714,-0.014818323,0.3185091,1.596345
2019,-0.07126204,-0.23345786,0.20990646,-1.650614
2020,-0.69284064,-1.6392493,0.19737196,1.4490572
2021,-0.95839,-0.24049553,0.91430867,1.7360322
2022,0.28324857,-0.6384009,0.96150947,-0.5717247
2023,-0.7899917,0.4171774,0.66831887,-0.21452028
2024,-2.3233428,0.5615303,0.4877391,-0.07253918
2025,0.12079386,-1.6565933,0.65432215,-0.2243876
2026,-0.07777572,-1.0192076,0.62991726,1.6333826
2027,0.76010484,-0.11019331,0.03897178,1.2693084
2028,1.4142786,0.85915947,0.31639564,1.5972494
2029,2.2962856,-0.492647,0.36591864,-0.22654204
2030,-1.1065011,-0.021584889,0.1535536,-1.5134284
2031,-0.45343015,0.17894953,0.3416512,-0.70855516
2032,0.2804537,-0.817839,0.22273576,-0.16774285
2033,0.3473392,-1.5629658,0.6750752,1.5985144
2034,-0.9749521,0.5494098,0.60504055,0.5649473
2035,-1.0448035,0.7035596,0.04823947,0.25380734
2036,-0.2598557,1.2375854,0.2972945,-0.043018404
2037,-0.9735411,-0.088846914,0.86299443,-1.2226704
2038,0.09913368,-0.19393076,0.692883,0.4873601
2039,0.8549991,-0.4716839,0.38125157,-0.3032955
