,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,1.0,2.0,0.9881351,3.0,10.0,1.0
2001,2.0,1.0,0.8420577,6.0,1.0,5.0
2002,2.0,0.0,0.46383548,6.0,2.0,5.0
2003,3.0,1.0,0.015069604,2.0,4.0,3.0
2004,2.0,2.0,0.23474073,1.0,2.0,2.0
2005,2.0,0.0,0.18376303,1.0,9.0,9.0
2006,4.0,0.0,0.45246577,7.0,1.0,3.0
2007,1.0,0.0,0.2689407,4.0,6.0,2.0
2008,2.0,0.0,0.26782298,6.0,4.0,2.0
2009,5.0,2.0,0.9820769,5.0,6.0,5.0
2010,3.0,2.0,0.9322759,8.0,6.0,2.0
2011,3.0,0.0,0.17661035,8.0,9.0,1.0
2012,0.0,2.0,0.39940166,3.0,3.0,3.0
2013,4.0,0.0,0.913303,6.0,4.0,4.0
2014,0.0,2.0,0.9959402,3.0,0.0,3.0
2015,3.0,0.0,0.99287724,3.0,0.0,5.0
2016,3.0,0.0,0.12377107,5.0,2.0,2.0
2017,2.0,1.0,0.9639615,3.0,11.0,2.0
2018,1.0,2.0,0.3072114,11.0,1.0,7.0
2019,1.0,0.0,0.69427454,2.0,0.0,1.0
2020,5.0,2.0,0.44141138,6.0,4.0,2.0
2021,2.0,2.0,0.4645362,5.0,2.0,3.0
2022,6.0,2.0,0.39517307,2.0,2.0,1.0
2023,2.0,3.0,0.44043577,7.0,3.0,7.0
2024,3.0,2.0,0.6696216,5.0,2.0,4.0
2025,1.0,2.0,0.69790184,6.0,4.0,3.0
2026,3.0,0.0,0.8956578,3.0,7.0,4.0
2027,2.0,3.0,0.82902336,3.0,4.0,3.0
2028,1.0,0.0,0.8389182,1.0,2.0,3.0
2029,7.0,2.0,0.21977186,7.0,1.0,2.0
2030,4.0,1.0,0.5395136,7.0,9.0,2.0
2031,2.0,0.0,0.54589915,2.0,3.0,2.0
2032,3.0,2.0,0.28775072,2.0,3.0,5.0
2033,7.0,1.0,0.7069192,4.0,6.0,6.0
2034,4.0,2.0,0.484048,2.0,2.0,5.0
2035,2.0,2.0,0.5194013,4.0,3.0,8.0
2036,5.0,0.0,0.07471633,8.0,1.0,6.0
2037,2.0,0.0,0.36825645,5.0,2.0,6.0
2038,3.0,2.0,0.44434524,5.0,0.0,6.0
2039,0.0,2.0,0.8632585,5.0,8.0,9.0
2040,4.0,1.0,0.87909746,4.0,7.0,4.0
2041,5.0,2.0,0.5107342,2.0,0.0,1.0
2042,4.0,1.0,0.19194448,6.0,0.0,5.0
2043,3.0,1.0,0.256662,3.0,3.0,0.0
2044,5.0,0.0,0.6432415,2.0,4.0,3.0
2045,5.0,0.0,0.41420257,2.0,4.0,2.0
2046,5.0,2.0,0.62778354,5.0,1.0,5.0
2047,0.0,2.0,0.027053952,1.0,5.0,1.0
2048,3.0,0.0,0.99411297,3.0,6.0,3.0
2049,3.0,0.0,0.29689205,2.0,1.0,1.0
2050,1.0,0.0,0.79082346,2.0,6.0,7.0
2051,5.0,0.0,0.062252402,5.0,3.0,1.0
2052,3.0,1.0,0.7873789,3.0,0.0,9.0
2053,5.0,0.0,0.65819573,5.0,0.0,6.0
2054,2.0,2.0,0.5516772,7.0,2.0,3.0
2055,0.0,1.0,0.94234383,6.0,2.0,10.0
2056,3.0,1.0,0.6228938,6.0,3.0,2.0
2057,3.0,0.0,0.69179904,3.0,4.0,2.0
2058,3.0,3.0,0.9377667,6.0,6.0,4.0
2059,1.0,2.0,0.8236289,3.0,1.0,4.0
2060,6.0,0.0,0.20086312,3.0,2.0,9.0
2061,4.0,0.0,0.7597773,2.0,2.0,6.0
2062,4.0,2.0,0.95709217,1.0,3.0,5.0
2063,6.0,0.0,0.84135485,4.0,5.0,3.0
2064,3.0,2.0,0.10474539,4.0,0.0,4.0
2065,2.0,0.0,0.9662132,0.0,6.0,1.0
2066,2.0,3.0,0.9540986,1.0,10.0,7.0
2067,8.0,3.0,0.38391912,3.0,17.0,2.0
2068,2.0,0.0,0.03733158,4.0,12.0,5.0
2069,3.0,2.0,0.7800349,7.0,2.0,0.0
2070,2.0,0.0,0.2786969,5.0,5.0,1.0
2071,4.0,2.0,0.19432247,8.0,7.0,5.0
2072,2.0,2.0,0.6113814,3.0,5.0,9.0
2073,2.0,0.0,0.67151415,8.0,5.0,4.0
2074,2.0,0.0,0.5067644,6.0,1.0,1.0
2075,4.0,1.0,0.9816408,4.0,1.0,2.0
2076,3.0,0.0,0.75625443,5.0,2.0,7.0
2077,9.0,2.0,0.37650192,5.0,15.0,8.0
2078,3.0,0.0,0.32769775,2.0,2.0,4.0
2079,2.0,2.0,0.79393613,4.0,0.0,2.0
2080,4.0,0.0,0.8483945,2.0,15.0,5.0
2081,2.0,0.0,0.65976655,2.0,10.0,7.0
2082,3.0,2.0,0.3053162,2.0,5.0,4.0
2083,1.0,3.0,0.084192276,5.0,1.0,11.0
2084,5.0,0.0,0.537349,4.0,6.0,5.0
2085,1.0,1.0,0.4935677,5.0,7.0,6.0
2086,1.0,1.0,0.23804307,3.0,1.0,11.0
2087,0.0,2.0,0.21672475,4.0,3.0,7.0
2088,0.0,0.0,0.857996,3.0,6.0,4.0
2089,1.0,1.0,0.9286523,3.0,1.0,4.0
2090,7.0,1.0,0.8224462,2.0,4.0,6.0
2091,1.0,0.0,0.09089267,6.0,3.0,1.0
2092,1.0,2.0,0.48158085,4.0,7.0,5.0
2093,4.0,2.0,0.87769973,7.0,7.0,2.0
2094,2.0,3.0,0.12654197,2.0,3.0,4.0
2095,3.0,2.0,0.0865711,2.0,2.0,1.0
2096,8.0,2.0,0.41318178,4.0,2.0,2.0
2097,1.0,2.0,0.16858923,3.0,11.0,2.0
2098,1.0,1.0,0.779968,5.0,7.0,4.0
2099,0.0,1.0,0.2735486,4.0,1.0,2.0
2100,5.0,1.0,0.78663504,4.0,5.0,0.0
2101,4.0,2.0,0.18382144,3.0,2.0,3.0
2102,2.0,1.0,0.9898459,7.0,0.0,3.0
2103,5.0,0.0,0.31874323,7.0,2.0,4.0
2104,3.0,2.0,0.041435003,6.0,5.0,2.0
2105,3.0,0.0,0.44252813,7.0,5.0,7.0
2106,2.0,0.0,0.068439126,4.0,3.0,7.0
2107,6.0,2.0,0.08598864,2.0,2.0,5.0
2108,5.0,0.0,0.8096529,5.0,7.0,5.0
2109,0.0,1.0,0.0018222332,6.0,2.0,3.0
2110,0.0,3.0,0.34580112,4.0,5.0,6.0
2111,0.0,3.0,0.16975176,2.0,5.0,8.0
2112,1.0,0.0,0.09857583,5.0,2.0,9.0
2113,0.0,0.0,0.30892336,3.0,3.0,3.0
2114,1.0,2.0,0.54869807,4.0,1.0,4.0
2115,1.0,0.0,0.13953519,2.0,3.0,6.0
2116,2.0,1.0,0.16919422,6.0,9.0,3.0
2117,1.0,1.0,0.30783093,5.0,2.0,3.0
2118,6.0,3.0,0.6421021,4.0,5.0,3.0
2119,5.0,2.0,0.16688919,2.0,5.0,7.0
2120,2.0,2.0,0.8342638,3.0,3.0,5.0
2121,5.0,0.0,0.46691918,2.0,4.0,6.0
2122,2.0,2.0,0.9571663,8.0,1.0,3.0
2123,1.0,0.0,0.5600314,1.0,6.0,2.0
2124,6.0,3.0,0.0484339,1.0,5.0,2.0
2125,4.0,1.0,0.00062799454,4.0,2.0,3.0
2126,3.0,1.0,0.14030123,2.0,0.0,5.0
2127,5.0,2.0,0.63357484,4.0,6.0,2.0
