,y
2438,0.0
2402,0.0
2994,1.0
3494,0.0
2592,0.0
2901,0.0
3321,0.0
3882,0.0
2274,0.0
2507,1.0
2455,0.0
3647,0.0
3323,0.0
3607,0.0
2473,0.0
2213,0.0
2867,0.0
3363,0.0
2168,0.0
2650,0.0
2939,0.0
3995,0.0
2128,0.0
2341,0.0
3965,0.0
3742,0.0
3406,0.0
3249,0.0
2805,0.0
3250,1.0
3493,0.0
3677,0.0
2337,0.0
3855,0.0
2499,0.0
3315,0.0
2448,0.0
3483,0.0
3414,0.0
3181,0.0
3236,0.0
3421,0.0
2715,0.0
2889,0.0
2641,0.0
2201,0.0
2539,0.0
3503,0.0
3078,0.0
3652,0.0
2190,0.0
2971,0.0
3772,1.0
2182,0.0
2595,0.0
2243,0.0
2080,0.0
3265,0.0
3766,0.0
3271,0.0
2497,1.0
2051,0.0
3005,0.0
3162,0.0
2127,0.0
3744,0.0
2833,0.0
3357,0.0
2398,0.0
2596,0.0
3487,0.0
3073,1.0
2454,0.0
2729,0.0
2721,0.0
3247,0.0
2052,0.0
2137,0.0
3685,0.0
3584,0.0
3693,0.0
2015,0.0
2858,0.0
3799,0.0
3642,0.0
3252,0.0
2277,0.0
3197,0.0
2862,0.0
3224,1.0
3606,1.0
2446,1.0
2229,0.0
2727,0.0
3164,0.0
3474,0.0
2496,0.0
2878,0.0
2197,0.0
3446,0.0
2739,0.0
2552,0.0
2538,0.0
2875,0.0
3588,0.0
3539,1.0
2041,0.0
2459,0.0
2910,0.0
2047,0.0
3380,0.0
2660,1.0
3743,0.0
3028,0.0
3696,1.0
2835,0.0
2779,0.0
2269,1.0
2986,0.0
2464,0.0
3469,0.0
2388,0.0
3159,0.0
3443,0.0
2391,0.0
3800,0.0
2984,0.0
2007,0.0
2766,0.0
2057,0.0
3149,0.0
2755,0.0
3495,0.0
3507,0.0
3794,0.0
2055,0.0
2931,0.0
2524,0.0
3401,0.0
2423,0.0
2723,1.0
2786,0.0
3702,0.0
3559,0.0
2191,0.0
3253,0.0
3128,0.0
3069,0.0
3109,0.0
3773,0.0
3272,0.0
3765,0.0
3884,0.0
2404,0.0
3520,0.0
2291,0.0
2568,0.0
3610,1.0
3950,0.0
3276,0.0
2410,0.0
2519,0.0
2719,0.0
2888,0.0
2916,0.0
3345,0.0
2194,0.0
2299,1.0
3634,0.0
3317,0.0
2449,0.0
2696,0.0
2469,0.0
3750,0.0
3007,0.0
3226,0.0
2930,0.0
2435,0.0
3371,0.0
3574,0.0
3057,0.0
2647,0.0
2308,0.0
2199,0.0
2897,0.0
3656,0.0
3080,0.0
3451,0.0
3346,0.0
2027,0.0
2550,0.0
3952,0.0
2763,0.0
2240,1.0
3130,0.0
3374,0.0
3850,0.0
3644,0.0
3962,0.0
2314,0.0
