,h_post,h_post_individualized
11454,0.9995810752308502,
10817,0.2538902929537705,
19004,0.037814301397021265,
12905,0.9995810752308502,
10351,0.9995810752308502,
16641,0.9995810752308502,
18866,0.9995810752308502,
12720,0.9995810752308502,
15232,0.9995810752308502,
18847,1.0,
15031,0.9995810752308502,
19119,0.9995810752308502,
10560,0.9995810752308502,
15334,0.007241735394208766,
16732,0.9995810752308502,
10195,0.8198565381413718,
19347,1.0,
11122,0.9995810752308502,
15561,1.0,
12292,0.9995810752308502,
17695,0.9995810752308502,
18301,0.2538902929537705,
10100,1.0,
14989,0.7404048348517841,
13861,0.9995810752308502,
17099,0.7404048348517841,
18167,1.0,
12574,0.9995810752308502,
19648,0.9995810752308502,
18650,1.0,
12883,0.007241735394208766,
11693,0.9995810752308502,
19099,0.9995810752308502,
14536,0.2538902929537705,
11883,0.1440464082266407,
17941,0.9995810752308502,
10903,0.9995810752308502,
13576,0.037814301397021265,
16162,1.0,
16664,0.9995810752308502,
14877,0.007241735394208766,
16667,1.0,
12227,0.9995810752308502,
12775,0.03974229210246984,
16325,0.8062353829302635,
15202,0.05196066590282298,
18308,0.9995810752308502,
11258,0.9995810752308502,
18236,0.9995810752308502,
13863,0.9995810752308502,
13039,1.0,
14526,0.9995810752308502,
10308,0.9995810752308502,
10605,1.0,
13144,0.9995810752308502,
14558,0.9995810752308502,
14755,0.9995810752308502,
10561,0.8072417353942087,
15483,0.9995810752308502,
17995,0.3750813661072808,
10141,0.9995810752308502,
17151,0.9995810752308502,
12204,0.05389029295377055,
14574,0.9995810752308502,
18431,0.8378143013970213,
18187,0.8072417353942087,
10232,0.9995810752308502,
11278,0.9995810752308502,
12921,0.9995810752308502,
15881,0.9995810752308502,
19726,0.2648383154876155,
15760,0.9995810752308502,
16105,0.9995810752308502,
12539,0.007241735394208766,
18252,0.9995810752308502,
15899,0.9995810752308502,
18318,0.9995810752308502,
16254,0.9995810752308502,
14011,0.9995810752308502,
15568,0.9995810752308502,
16731,0.9995810752308502,
15152,0.9995810752308502,
13766,0.7404048348517841,
10473,0.037814301397021265,
13250,0.7404048348517841,
19863,0.9995810752308502,
12016,0.9995810752308502,
15454,0.9995810752308502,
13985,0.14040483485178407,
16939,0.9995810752308502,
13928,0.9995810752308502,
14490,0.9995810752308502,
13103,0.9995810752308502,
13313,0.9995810752308502,
11645,0.9995810752308502,
19290,0.9995810752308502,
11210,0.9995810752308502,
13680,0.9995810752308502,
19092,1.0,
12938,0.9995810752308502,
11884,0.9995810752308502,
17678,0.9995810752308502,
10957,0.9995810752308502,
14444,0.9995810752308502,
15142,0.9995810752308502,
15165,0.9995810752308502,
16889,0.9995810752308502,
17391,0.9995810752308502,
14677,0.9995810752308502,
14697,0.037814301397021265,
17564,0.7404048348517841,
13912,0.1440464082266407,
14368,0.7404048348517841,
12904,1.0,
15265,0.9995810752308502,
17820,0.9995810752308502,
13265,0.9995810752308502,
17031,0.2538902929537705,
18913,1.0,
14276,0.033803357606975296,
14021,0.7404048348517841,
12346,0.9995810752308502,
15660,0.9995810752308502,
15114,0.9995810752308502,
12061,0.9995810752308502,
18084,0.9995810752308502,
15966,0.037814301397021265,
12537,0.007241735394208766,
17630,0.9995810752308502,
10747,0.9995810752308502,
16576,0.037814301397021265,
17268,0.9995810752308502,
17699,0.9995810752308502,
12447,1.0,
16229,0.05389029295377055,
11033,0.9995810752308502,
16496,0.037814301397021265,
16230,0.9995810752308502,
19865,0.9995810752308502,
10469,0.9995810752308502,
18447,0.9995810752308502,
17618,0.9995810752308502,
16526,0.9995810752308502,
18973,0.9995810752308502,
13706,0.033803357606975296,
17845,0.9995810752308502,
12959,0.8072417353942087,
19137,0.05196066590282298,
17360,0.9995810752308502,
13386,0.8308045606752168,
18853,0.9995810752308502,
15653,0.2829956237834632,
16028,0.8072417353942087,
12093,0.9995810752308502,
15909,0.007241735394208766,
12058,1.0,
12203,0.9995810752308502,
16096,0.05389029295377055,
12711,0.9995810752308502,
13036,0.9995810752308502,
13208,0.9995810752308502,
12278,1.0,
13627,0.9995810752308502,
16234,0.037814301397021265,
17286,0.9995810752308502,
16755,0.037814301397021265,
11290,0.8378143013970213,
12686,0.9995810752308502,
10698,1.0,
10033,0.9995810752308502,
18224,0.9995810752308502,
14975,0.9995810752308502,
10458,0.9995810752308502,
13413,1.0,
12149,0.9995810752308502,
10574,0.9995810752308502,
19482,0.8198565381413718,
10556,0.9995810752308502,
10736,0.9995810752308502,
17114,0.9995810752308502,
18266,0.9995810752308502,
19962,0.14040483485178407,
12207,1.0,
15958,1.0,
19812,0.9995810752308502,
11818,0.9995810752308502,
10136,0.9995810752308502,
18789,0.9995810752308502,
11494,0.3078654681692431,
16101,0.9995810752308502,
15331,0.9995810752308502,
17588,0.037814301397021265,
12712,1.0,
14152,0.9995810752308502,
17968,0.9995810752308502,
19219,0.9995810752308502,
19646,0.9995810752308502,
19714,0.9995810752308502,
18839,0.9995810752308502,
19161,0.9995810752308502,
