r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,0.99,,0.9111999869346619,0.1145000010728836,1.012,0.0,0.0,0.0,0.008819171036881976,,0.02767990845494358,0.03539067816806354,0.00948683298050515
individualized,acceptance,0.85,0.85,1.0,1.0,,0.9409000098705291,0.07549999989569187,1.039,0.0,0.0,0.0,0.0,,0.025976271389993345,0.04010056769562795,0.04402019738458447
individualized,acceptance,0.9,0.9,1.0,1.0,,0.9112999975681305,0.08799999989569188,1.0174999999999998,0.0,0.0,0.0,0.0,,0.05209831012482676,0.056035701171854004,0.014385563751360048
individualized,acceptance,0.95,0.95,1.0,1.0,,0.9432999968528748,0.06750000100582838,1.0265,1.1702778228589004e-16,1.1702778228589004e-16,0.0,0.0,,0.02164381644408916,0.02730995086790365,0.022979459426965578
subpopulation,acceptance,0.75,0.75,1.0,0.9719999999999999,,0.9345999896526337,0.09149999916553497,1.0135,0.0,0.0,0.0,0.015670212364724222,,0.027524538125509226,0.03325407198620146,0.010814085465005525
subpopulation,acceptance,0.85,0.85,1.0,0.9720000000000001,,0.9541999995708466,0.08100000005215406,1.0405,0.0,0.0,0.0,0.020303256443788074,,0.021332296034344746,0.03977715526687131,0.04258651325374167
subpopulation,acceptance,0.9,0.9,1.0,0.975,,0.9374000072479248,0.09949999935925007,2.903663558919566,0.0,0.0,0.0,0.01715938356831165,,0.054630470097633596,0.05019129932439122,0.04860394019311451
subpopulation,acceptance,0.95,0.95,1.0,0.9795,,0.9586000204086303,0.08250000141561031,1.02,1.1702778228589004e-16,1.1702778228589004e-16,0.0,0.008316649966583106,,0.01658112898389665,0.016372402124720874,0.014142135623731006
individualized,counterfactual,0.75,0.75,1.0,0.975,,0.939900004863739,0.07850000103935599,1.0154999999999998,0.0,0.0,0.0,0.011055415967851343,,0.025877691364651866,0.02848488983397425,0.012349089035228454
individualized,counterfactual,0.85,0.85,1.0,0.9754999999999999,,0.9591000080108643,0.08550000004470348,1.0399999999999998,0.0,0.0,0.0,0.019500712237705026,,0.015772355912339192,0.03774549233408398,0.040892813821284305
individualized,counterfactual,0.9,0.9,1.0,0.9730000000000001,,0.9335999846458435,0.08799999989569188,2.380173758044066,0.0,0.0,0.0,0.018737959096740246,,0.03893640458697467,0.03343318458193157,0.07673850327161878
individualized,counterfactual,0.95,0.95,1.0,0.976,,0.9524000346660614,0.08650000151246787,1.0234999999999999,1.1702778228589004e-16,1.1702778228589004e-16,0.0,0.00994428926011754,,0.014938388890608232,0.030555052508637978,0.018863545089227912
individualized,improvement,0.75,0.75,0.954,0.8220340588893642,0.8365232317932956,0.820663970708847,0.8365232348442078,2.039772234755761,0.0,0.0,0.02366431913239844,0.048781476709795525,0.030741376919221682,0.03402439087400569,0.030741378905530803,0.042295072876234796
individualized,improvement,0.85,0.85,0.944,0.8698827527667288,0.9044458425566818,0.8722980678081512,0.9044458389282226,2.533539045709422,0.0,0.0,0.0373273804777851,0.020275912501864616,0.01841418228339782,0.015350407050994531,0.018414188129954507,0.03788565441077787
individualized,improvement,0.9,0.9,0.9359999999999999,0.8631794329787432,0.9225904508525,0.8767963826656342,0.922590458393097,1.0205,0.0,0.0,0.021186998109427577,0.05714151984195502,0.022300940092189997,0.048115545911040995,0.02230093080113834,0.020743138088962765
individualized,improvement,0.95,0.95,0.9465,0.8625153626480172,0.962512876473425,0.876301747560501,0.962512880563736,3.566059183648048,1.1702778228589004e-16,1.1702778228589004e-16,0.02539138086481751,0.058571058322452706,0.007029824558050939,0.041587448818501904,0.007029811463481365,0.09066145406601135
subpopulation,improvement,0.75,0.75,0.9549999999999998,0.41342061951094344,,0.41362144947052004,0.4104047030210495,1.563863533744417,0.0,0.0,0.029814239699997195,0.03690920604525373,,0.03973112818836459,0.0400037556175754,0.04841669577783617
subpopulation,improvement,0.85,0.85,0.9484999999999999,0.5239358194754425,,0.5291959345340729,0.5293272912502289,1.9848013196000287,0.0,0.0,0.036366193091936345,0.021186089577184278,,0.027616109463823053,0.018097832838383027,0.04586883669706786
subpopulation,improvement,0.9,0.9,0.9375,0.6068107297299277,,0.6130151629447937,0.6144616544246674,1.02,0.0,0.0,0.02616719744684594,0.04072627650250202,,0.03209865323839917,0.03350492873077854,0.016499158227686102
subpopulation,improvement,0.95,0.95,0.9505000000000001,0.6881947506518409,,0.6897926211357117,0.7206216752529144,3.0709333359568984,1.1702778228589004e-16,1.1702778228589004e-16,0.022540087745072202,0.05555381399117767,,0.044683768535263575,0.03657475001353339,0.05718926301295914
