,x1,x2
3844,1.3,0.7
2577,2.6,1.4
3578,1.9,0.6
3940,1.1,0.9
2543,1.8,1.2
3018,1.4,1.0
2744,2.1,2.9
3141,1.4,2.0
2531,2.0,3.0
2889,1.4,3.1
2122,1.2,1.0
2655,1.7,2.3
3331,0.1,2.3
2590,1.3,2.3
3441,1.1,0.0
2017,0.9,0.3
2325,0.3,0.4
2576,1.8,0.1
2258,0.6,1.8
2187,0.4,3.1
2581,1.8,3.3
2842,0.8,1.7
2379,1.5,3.7
2589,0.1,1.8
2546,0.8,0.4
3369,1.3,0.5
2781,2.1,1.3
3706,0.5,1.3
2639,0.1,2.3
2740,1.1,1.2
2712,0.7,2.8
3822,1.5,2.0
2377,0.0,0.1
2471,0.7,0.1
2582,2.1,2.6
2314,0.2,0.7
2670,1.0,1.4
2080,2.1,1.0
2183,2.4,2.0
2594,0.4,1.3
2517,-0.0,1.3
2989,0.7,2.4
3656,0.0,0.4
2030,1.0,2.0
2233,0.0,0.5
2059,0.7,0.5
3571,1.8,-0.0
3367,0.0,0.9
2139,3.9,4.0
3075,2.3,1.9
3010,1.3,3.1
2645,0.3,1.5
2779,2.4,2.4
2109,0.5,1.5
3573,1.3,2.6
3165,1.0,0.9
2154,1.8,1.8
3477,0.3,0.6
3583,1.8,1.5
2717,0.0,0.1
3014,2.9,1.2
2000,1.4,2.9
2058,1.1,2.1
3469,0.2,1.8
2281,0.9,0.2
2702,0.9,2.6
3653,2.6,3.0
3999,1.9,0.7
3002,0.3,0.9
3674,0.1,0.7
3183,0.0,0.4
3058,1.2,2.3
3314,0.4,1.3
2754,1.0,0.0
2763,1.0,3.1
3060,0.4,1.4
3220,0.2,0.1
3535,0.9,0.5
2431,1.3,2.0
2858,1.9,4.5
3949,0.8,1.5
3865,2.1,1.4
2317,2.0,3.1
3217,0.7,1.2
3681,1.7,2.1
3854,1.8,1.9
2588,0.5,2.8
2370,0.5,0.1
2807,0.9,0.9
2458,2.7,2.0
2245,2.5,2.7
3109,1.0,1.3
2119,0.3,1.7
2597,2.2,0.8
2436,0.8,2.0
3953,2.1,0.7
3253,2.0,1.4
2465,1.0,2.5
2365,2.2,1.8
2121,0.1,0.3
2512,0.0,0.3
3608,-0.0,1.7
2849,0.8,0.9
2393,1.9,1.4
3281,1.0,0.7
2222,-0.0,0.5
3226,0.6,0.5
3447,2.1,1.3
2544,1.0,2.9
3862,0.0,0.1
2344,0.1,0.8
3504,0.9,2.2
2450,0.9,0.9
3268,1.1,0.9
3439,1.3,1.5
2440,0.8,0.7
2054,-0.0,1.4
2823,1.8,0.1
3707,0.5,1.5
3288,0.1,-0.0
3588,0.4,0.6
3730,1.3,0.9
2493,1.3,0.0
3338,0.7,0.3
3216,0.6,2.1
2098,0.6,0.8
2536,2.4,4.1
2226,1.4,2.4
2277,0.2,0.6
3432,0.1,1.7
2402,2.3,3.2
2012,1.0,2.3
3487,1.3,0.5
2031,3.0,1.9
3317,0.4,-0.0
2320,0.0,1.9
3389,0.1,2.6
2755,0.9,0.3
3824,0.2,3.8
2687,2.3,2.6
2081,1.3,1.2
3178,0.6,0.7
2015,1.1,0.5
3029,1.0,0.5
3735,1.5,2.5
2834,0.1,0.7
2299,1.0,0.0
3886,0.8,1.0
3873,1.2,1.6
2662,1.4,0.8
3003,2.6,4.0
3925,0.2,0.7
2123,1.0,0.1
2787,0.5,0.9
2224,1.4,2.2
2463,1.6,2.0
3269,1.9,0.1
3248,1.7,1.6
3045,2.3,0.4
3099,1.6,2.1
3091,0.9,1.7
3527,1.5,3.0
2026,2.0,1.0
2619,0.7,1.0
2489,0.5,1.0
2565,1.3,2.3
3826,0.8,1.1
3107,0.5,1.5
2329,1.9,1.7
3617,-0.0,-0.1
3695,1.8,0.7
3616,0.7,1.9
2939,1.2,2.5
3009,1.4,-0.0
2134,0.9,0.8
2614,2.1,1.3
3233,1.8,1.5
2218,1.2,2.3
3125,0.5,2.0
2727,1.1,0.7
3623,1.3,0.9
3510,1.3,0.0
2635,0.1,1.9
3579,1.8,1.3
3543,1.8,4.2
2669,1.0,2.7
2230,0.9,1.7
3049,0.7,0.4
3961,0.6,1.0
3761,0.4,1.4
2956,0.1,0.7
3942,1.5,1.9
2404,1.4,3.0
2189,0.9,1.8
3311,0.7,2.3
2192,0.3,1.3
2907,1.3,1.5
3884,0.9,1.9
2048,0.8,3.6
2398,2.0,2.5
