,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.95,0.95,0.9549999833106995,0.0949999988079071,0.995,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[0.7371225130180021, 0.6097295438729304, 1.562004202116119], [-0.011666429643314553]]",0.9969999194145203,2.442
1,1.0,0.95,0.95,0.4099999964237213,0.10999999940395355,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[0.7371225130180021, 0.6097295438729304, 1.562004202116119], [-0.011666429643314553]]",0.7670000195503235,2.8
2,1.0,0.95,0.95,0.32499998807907104,0.10000000149011612,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,"[[0.7371225130180021, 0.6097295438729304, 1.562004202116119], [-0.011666429643314553]]",0.6420000195503235,6.535
3,1.0,0.95,0.95,0.9750000238418579,0.11500000208616257,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[0.7371225130180021, 0.6097295438729304, 1.562004202116119], [-0.011666429643314553]]",0.9979999661445618,2.697
4,1.0,0.95,0.95,0.3400000035762787,0.0949999988079071,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[0.7371225130180021, 0.6097295438729304, 1.562004202116119], [-0.011666429643314553]]",0.6499999761581421,3.9354999999999993
5,1.0,0.95,0.95,0.949999988079071,0.125,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,1,"[[1.4183732958815167, 1.3253316791910208, 0.5407359595028978], [-0.028760713772320333]]",0.9889999628067017,1.705
6,1.0,0.95,0.95,0.4950000047683716,0.11999999731779099,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,"[[1.4183732958815167, 1.3253316791910208, 0.5407359595028978], [-0.028760713772320333]]",0.8719999194145203,2.9225
7,1.0,0.95,0.95,0.5,0.09000000357627869,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,1,"[[1.4183732958815167, 1.3253316791910208, 0.5407359595028978], [-0.028760713772320333]]",0.8690000772476196,6.433499999999999
8,1.0,0.95,0.95,0.9449999928474426,0.09000000357627869,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,"[[1.4183732958815167, 1.3253316791910208, 0.5407359595028978], [-0.028760713772320333]]",0.9649999737739563,2.6184999999999996
9,1.0,0.95,0.95,0.4749999940395355,0.12999999523162842,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,"[[1.4183732958815167, 1.3253316791910208, 0.5407359595028978], [-0.028760713772320333]]",0.8859999775886536,4.2705
10,1.0,0.95,0.95,0.9549999833106995,0.11999999731779099,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,2,"[[0.6885906237354387, 0.7718837916916704, 1.2118944437180177], [-0.02329729958826447]]",0.9940000772476196,2.3825
11,1.0,0.95,0.95,0.5099999904632568,0.13500000536441803,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,"[[0.6885906237354387, 0.7718837916916704, 1.2118944437180177], [-0.02329729958826447]]",0.8119999766349792,3.253
12,1.0,0.95,0.95,0.3700000047683716,0.09000000357627869,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,2,"[[0.6885906237354387, 0.7718837916916704, 1.2118944437180177], [-0.02329729958826447]]",0.8089998960494995,6.5360000000000005
13,1.0,0.95,0.95,0.9549999833106995,0.10499999672174454,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,"[[0.6885906237354387, 0.7718837916916704, 1.2118944437180177], [-0.02329729958826447]]",0.9970000386238098,3.6919999999999997
14,1.0,0.95,0.95,0.39500001072883606,0.08500000089406967,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,"[[0.6885906237354387, 0.7718837916916704, 1.2118944437180177], [-0.02329729958826447]]",0.8119999766349792,
