,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,2.0,2.0,0.057053447,6.0,3.0,2.0
2001,5.0,0.0,0.43887937,3.0,12.0,3.0
2002,3.0,0.0,0.14362252,2.0,1.0,2.0
2003,5.0,1.0,0.93041515,2.0,7.0,1.0
2004,0.0,0.0,0.59328794,2.0,8.0,3.0
2005,3.0,1.0,0.20083606,9.0,2.0,3.0
2006,6.0,0.0,0.59530115,3.0,2.0,2.0
2007,3.0,3.0,0.28334153,3.0,0.0,1.0
2008,6.0,2.0,0.3651551,7.0,4.0,4.0
2009,3.0,0.0,0.46082854,11.0,9.0,2.0
2010,6.0,0.0,0.0341686,4.0,1.0,8.0
2011,2.0,0.0,0.67950046,2.0,0.0,9.0
2012,1.0,0.0,0.64516604,2.0,3.0,5.0
2013,3.0,2.0,0.9849644,1.0,9.0,4.0
2014,3.0,3.0,0.42190623,6.0,6.0,16.0
2015,2.0,1.0,0.627095,7.0,2.0,4.0
2016,2.0,0.0,0.51535726,1.0,13.0,6.0
2017,8.0,0.0,0.7826991,3.0,4.0,2.0
2018,8.0,0.0,0.49914086,4.0,3.0,0.0
2019,1.0,2.0,0.72517073,8.0,4.0,5.0
2020,1.0,0.0,0.9490099,2.0,3.0,4.0
2021,2.0,1.0,0.9518615,6.0,2.0,1.0
2022,8.0,0.0,0.048675537,5.0,3.0,4.0
2023,3.0,2.0,0.09640491,2.0,1.0,1.0
2024,2.0,2.0,0.645264,4.0,3.0,3.0
2025,3.0,1.0,0.10314119,5.0,8.0,4.0
2026,2.0,0.0,0.19825292,5.0,3.0,5.0
2027,1.0,2.0,0.2810328,6.0,8.0,4.0
2028,3.0,2.0,0.9789922,5.0,3.0,2.0
2029,3.0,2.0,0.29040122,3.0,2.0,4.0
2030,1.0,1.0,0.5133107,4.0,3.0,5.0
2031,5.0,0.0,0.4774425,6.0,16.0,11.0
2032,1.0,2.0,0.052633286,7.0,4.0,5.0
2033,1.0,0.0,0.3635856,3.0,5.0,6.0
2034,1.0,0.0,0.5102118,7.0,0.0,2.0
2035,0.0,0.0,0.11875284,3.0,2.0,10.0
2036,4.0,0.0,0.39105642,2.0,9.0,5.0
2037,3.0,0.0,0.23336673,3.0,3.0,7.0
2038,1.0,2.0,0.43782806,4.0,0.0,8.0
2039,3.0,0.0,0.13166451,1.0,8.0,4.0
2040,2.0,2.0,0.091251254,6.0,1.0,2.0
2041,3.0,2.0,0.44178855,4.0,10.0,2.0
2042,2.0,0.0,0.95605695,4.0,4.0,4.0
2043,0.0,2.0,0.29776716,4.0,9.0,5.0
2044,3.0,3.0,0.747262,2.0,11.0,4.0
2045,2.0,2.0,0.24424005,7.0,1.0,4.0
2046,2.0,2.0,0.3989023,5.0,8.0,7.0
2047,5.0,0.0,0.8923192,1.0,1.0,2.0
2048,3.0,2.0,0.598109,3.0,3.0,2.0
2049,0.0,2.0,0.8488505,4.0,6.0,2.0
2050,1.0,0.0,0.8817831,5.0,3.0,4.0
2051,1.0,0.0,0.68882835,1.0,6.0,3.0
2052,3.0,0.0,0.5116564,3.0,7.0,5.0
2053,2.0,2.0,0.79618573,3.0,3.0,5.0
2054,3.0,0.0,0.6740973,2.0,1.0,2.0
2055,2.0,2.0,0.664472,7.0,2.0,9.0
2056,4.0,0.0,0.22673333,4.0,5.0,3.0
2057,3.0,0.0,0.5775554,5.0,4.0,3.0
2058,3.0,0.0,0.79604447,6.0,7.0,2.0
2059,1.0,2.0,0.6486896,3.0,1.0,1.0
2060,2.0,1.0,0.61883104,3.0,0.0,4.0
2061,3.0,0.0,0.9440024,5.0,9.0,1.0
2062,3.0,0.0,0.5574558,8.0,3.0,4.0
2063,6.0,1.0,0.716084,5.0,5.0,3.0
2064,3.0,0.0,0.18548381,6.0,7.0,2.0
2065,4.0,0.0,0.51575434,3.0,2.0,6.0
2066,2.0,3.0,0.41247475,6.0,5.0,3.0
2067,3.0,2.0,0.10805297,2.0,7.0,4.0
2068,4.0,0.0,0.9662802,3.0,1.0,5.0
2069,1.0,2.0,0.56608367,2.0,1.0,5.0
2070,6.0,0.0,0.692459,5.0,5.0,4.0
2071,0.0,2.0,0.9982356,3.0,1.0,1.0
2072,2.0,1.0,0.40513885,3.0,1.0,3.0
2073,5.0,1.0,0.6889858,5.0,4.0,3.0
2074,3.0,2.0,0.12777162,2.0,14.0,12.0
2075,7.0,2.0,0.17539656,3.0,2.0,2.0
2076,2.0,2.0,0.88477397,3.0,5.0,4.0
2077,5.0,0.0,0.1930567,3.0,0.0,3.0
2078,1.0,2.0,0.012802005,6.0,3.0,10.0
2079,3.0,0.0,0.5737753,2.0,3.0,5.0
2080,1.0,1.0,0.66624844,2.0,1.0,3.0
2081,6.0,1.0,0.54551744,3.0,9.0,6.0
2082,3.0,2.0,0.21821797,6.0,0.0,1.0
2083,7.0,0.0,0.97428775,2.0,4.0,5.0
2084,4.0,3.0,0.95361745,1.0,10.0,3.0
2085,5.0,2.0,0.6269661,2.0,7.0,6.0
2086,2.0,0.0,0.43549883,5.0,8.0,18.0
2087,1.0,0.0,0.34538734,3.0,4.0,3.0
2088,2.0,0.0,0.0394907,6.0,15.0,1.0
2089,2.0,0.0,0.72833467,1.0,1.0,2.0
2090,2.0,0.0,0.61573064,3.0,5.0,8.0
2091,2.0,3.0,0.4141512,5.0,0.0,3.0
2092,0.0,0.0,0.5195118,1.0,13.0,1.0
2093,2.0,0.0,0.8971337,6.0,9.0,3.0
2094,2.0,1.0,0.3882512,5.0,0.0,3.0
2095,0.0,1.0,0.2600435,7.0,5.0,2.0
2096,4.0,0.0,0.547106,1.0,0.0,3.0
2097,3.0,1.0,0.8984102,0.0,6.0,4.0
2098,1.0,2.0,0.913978,5.0,3.0,8.0
2099,9.0,0.0,0.026312828,5.0,3.0,4.0
2100,4.0,0.0,0.049949884,2.0,3.0,5.0
2101,2.0,0.0,0.72614276,3.0,1.0,2.0
2102,7.0,3.0,0.3612646,0.0,5.0,3.0
2103,2.0,2.0,0.67374384,2.0,4.0,3.0
2104,2.0,0.0,0.2278676,2.0,0.0,5.0
2105,3.0,3.0,0.36401415,0.0,4.0,4.0
2106,5.0,1.0,0.54376936,3.0,4.0,1.0
2107,1.0,0.0,0.9992881,4.0,2.0,4.0
2108,5.0,2.0,0.5860785,3.0,5.0,1.0
2109,3.0,0.0,0.87937,5.0,6.0,9.0
2110,2.0,1.0,0.4547416,2.0,7.0,11.0
2111,4.0,3.0,0.1205461,2.0,2.0,4.0
2112,6.0,0.0,0.2843014,2.0,4.0,5.0
2113,4.0,2.0,0.948326,3.0,12.0,5.0
2114,5.0,1.0,0.66138077,2.0,5.0,6.0
2115,1.0,0.0,0.9451958,5.0,8.0,5.0
2116,3.0,2.0,0.37797594,3.0,5.0,3.0
2117,6.0,1.0,0.06405711,8.0,1.0,5.0
2118,3.0,0.0,0.2850803,5.0,2.0,0.0
2119,1.0,0.0,0.17265558,6.0,6.0,6.0
2120,7.0,2.0,0.61534786,3.0,4.0,7.0
2121,6.0,0.0,0.1892904,4.0,2.0,3.0
2122,1.0,0.0,0.8731806,8.0,3.0,6.0
2123,10.0,1.0,0.96243215,5.0,4.0,5.0
2124,2.0,0.0,0.8267263,2.0,3.0,5.0
2125,4.0,2.0,0.72693896,3.0,3.0,6.0
2126,6.0,0.0,0.516976,3.0,1.0,0.0
2127,6.0,0.0,0.19884944,6.0,7.0,1.0
2128,3.0,0.0,0.3387078,2.0,7.0,1.0
2129,3.0,0.0,0.06690252,7.0,0.0,7.0
2130,3.0,3.0,0.73049235,6.0,1.0,4.0
2131,1.0,2.0,0.3554597,3.0,1.0,1.0
2132,8.0,0.0,0.96848977,0.0,0.0,4.0
2133,8.0,0.0,0.9891064,2.0,5.0,0.0
2134,0.0,3.0,0.03683889,3.0,1.0,7.0
2135,6.0,1.0,0.8942869,3.0,4.0,1.0
2136,0.0,3.0,0.36575305,2.0,1.0,5.0
2137,4.0,1.0,0.6498991,4.0,8.0,12.0
2138,1.0,1.0,0.028265715,3.0,14.0,1.0
2139,2.0,0.0,0.16652143,0.0,2.0,2.0
2140,2.0,3.0,0.6837411,5.0,2.0,4.0
2141,3.0,2.0,0.44486344,6.0,2.0,11.0
2142,1.0,3.0,0.5445994,1.0,3.0,4.0
2143,4.0,3.0,0.9607035,3.0,13.0,5.0
2144,5.0,0.0,0.61970186,2.0,1.0,1.0
2145,4.0,0.0,0.98534346,5.0,4.0,3.0
2146,3.0,0.0,0.1615572,3.0,5.0,5.0
2147,0.0,0.0,0.102463126,5.0,1.0,2.0
2148,3.0,0.0,0.6144992,3.0,7.0,3.0
2149,2.0,0.0,0.46069598,1.0,2.0,1.0
2150,1.0,2.0,0.50783694,8.0,11.0,1.0
2151,2.0,2.0,0.62756705,0.0,1.0,3.0
2152,5.0,1.0,0.13930857,6.0,1.0,5.0
2153,2.0,1.0,0.70831203,2.0,1.0,3.0
2154,2.0,0.0,0.9481441,3.0,2.0,2.0
2155,3.0,1.0,0.030225158,7.0,4.0,7.0
2156,0.0,2.0,0.9231777,1.0,4.0,4.0
2157,3.0,2.0,0.6793597,4.0,12.0,2.0
2158,2.0,2.0,0.017813087,6.0,1.0,4.0
2159,0.0,0.0,0.9887513,5.0,0.0,4.0
2160,1.0,0.0,0.7861068,6.0,4.0,3.0
2161,3.0,2.0,0.012033582,3.0,2.0,3.0
2162,4.0,2.0,0.13495135,3.0,3.0,10.0
2163,3.0,0.0,0.9767027,4.0,5.0,3.0
2164,3.0,2.0,0.23104763,2.0,1.0,1.0
2165,3.0,2.0,0.1225729,4.0,2.0,2.0
2166,1.0,2.0,0.40147054,2.0,3.0,4.0
2167,3.0,2.0,0.7494484,6.0,1.0,2.0
2168,7.0,0.0,0.46822965,6.0,7.0,8.0
2169,3.0,0.0,0.051849484,5.0,1.0,5.0
2170,8.0,0.0,0.6270751,9.0,4.0,1.0
2171,7.0,0.0,0.2084589,3.0,1.0,4.0
2172,4.0,1.0,0.9092717,8.0,2.0,13.0
2173,7.0,2.0,0.79312897,3.0,3.0,7.0
2174,0.0,0.0,0.79062843,6.0,0.0,4.0
