,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.75,0.75,0.7300000190734863,0.11500000208616257,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[0.9887897222489723, 1.1098501294899672, 0.9929349196303965], [0.17243485043793563]]",0.9780000448226929,3.4129999999999994
1,1.0,0.75,0.75,0.5049999952316284,0.15000000596046448,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[0.9887897222489723, 1.1098501294899672, 0.9929349196303965], [0.17243485043793563]]",0.7089999914169312,2.19
2,1.0,0.75,0.75,0.4350000023841858,0.12999999523162842,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,"[[0.9887897222489723, 1.1098501294899672, 0.9929349196303965], [0.17243485043793563]]",0.5730000138282776,3.5435000000000003
3,1.0,0.75,0.75,0.75,0.125,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[0.9887897222489723, 1.1098501294899672, 0.9929349196303965], [0.17243485043793563]]",0.9710000157356262,4.67
4,1.0,0.75,0.75,0.5299999713897705,0.14000000059604645,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[0.9887897222489723, 1.1098501294899672, 0.9929349196303965], [0.17243485043793563]]",0.5920000076293945,3.5305
5,1.0,0.75,0.75,0.7699999809265137,0.11500000208616257,0.995,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,1,"[[0.6274168955314814, 0.6252410689597662, 1.2691997854549724], [0.1280060341561938]]",0.9479999542236328,3.5225
6,1.0,0.75,0.75,0.4350000023841858,0.10499999672174454,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,"[[0.6274168955314814, 0.6252410689597662, 1.2691997854549724], [0.1280060341561938]]",0.7870000600814819,2.8135000000000003
7,1.0,0.75,0.75,0.3449999988079071,0.11500000208616257,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,1,"[[0.6274168955314814, 0.6252410689597662, 1.2691997854549724], [0.1280060341561938]]",0.7930000424385071,2.88
8,1.0,0.75,0.75,0.7049999833106995,0.08500000089406967,0.985,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,"[[0.6274168955314814, 0.6252410689597662, 1.2691997854549724], [0.1280060341561938]]",0.9490000009536743,4.906000000000001
9,1.0,0.75,0.75,0.3499999940395355,0.11500000208616257,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,"[[0.6274168955314814, 0.6252410689597662, 1.2691997854549724], [0.1280060341561938]]",0.7949999570846558,3.134
10,1.0,0.75,0.75,0.7400000095367432,0.08500000089406967,0.99,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,2,"[[0.5646064535585616, 0.6928254470946058, 1.3780995428798863], [0.03210612978850029]]",0.949999988079071,3.905
11,1.0,0.75,0.75,0.4449999928474426,0.14499999582767487,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,"[[0.5646064535585616, 0.6928254470946058, 1.3780995428798863], [0.03210612978850029]]",0.8159999847412109,2.4155
12,1.0,0.75,0.75,0.3700000047683716,0.10499999672174454,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,2,"[[0.5646064535585616, 0.6928254470946058, 1.3780995428798863], [0.03210612978850029]]",0.7960000038146973,2.9319999999999995
13,1.0,0.75,0.75,0.699999988079071,0.11500000208616257,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,"[[0.5646064535585616, 0.6928254470946058, 1.3780995428798863], [0.03210612978850029]]",0.9760000109672546,4.6690000000000005
14,1.0,0.75,0.75,0.3499999940395355,0.13500000536441803,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,"[[0.5646064535585616, 0.6928254470946058, 1.3780995428798863], [0.03210612978850029]]",0.7970000505447388,2.9755000000000003
