,y
3245,1.0
2948,1.0
3437,0.0
2102,0.0
3464,1.0
2145,1.0
3123,1.0
3088,1.0
2546,1.0
3350,0.0
2342,0.0
3254,0.0
2572,1.0
3490,0.0
2485,0.0
2287,0.0
3082,0.0
3900,0.0
3321,0.0
3930,0.0
2862,0.0
2312,0.0
2204,1.0
3496,1.0
2426,0.0
2029,0.0
3487,0.0
3673,0.0
2095,0.0
3419,0.0
2808,1.0
2872,0.0
2547,1.0
3250,1.0
2655,1.0
3349,1.0
2248,0.0
3357,0.0
3328,0.0
3268,1.0
2286,1.0
2437,1.0
2196,1.0
2889,0.0
2522,1.0
2190,0.0
2810,1.0
2982,0.0
3022,0.0
2857,0.0
2361,1.0
2367,0.0
3409,1.0
2269,1.0
3251,1.0
2769,0.0
2928,1.0
2781,1.0
2969,1.0
2683,1.0
2935,0.0
3454,1.0
3038,0.0
2411,1.0
3225,1.0
3963,1.0
2037,1.0
2654,1.0
3054,1.0
3318,0.0
3537,1.0
3687,0.0
3620,0.0
2150,0.0
2322,1.0
2837,1.0
3696,1.0
3965,0.0
2502,1.0
2370,0.0
3175,1.0
2514,0.0
3008,1.0
3028,0.0
2463,1.0
3450,0.0
3067,0.0
3182,0.0
3408,0.0
2073,0.0
3079,0.0
3992,0.0
2467,1.0
2500,1.0
2060,1.0
2668,0.0
3267,0.0
2080,1.0
2263,1.0
2481,0.0
3144,1.0
3850,0.0
2085,0.0
3003,1.0
3262,1.0
2984,1.0
3211,0.0
3005,1.0
2812,1.0
3386,0.0
2501,0.0
3861,1.0
3224,0.0
2440,0.0
2026,0.0
2696,0.0
2561,0.0
2738,0.0
3247,1.0
3430,0.0
2035,0.0
2916,0.0
2186,0.0
2161,0.0
2443,0.0
3498,0.0
2959,1.0
2469,0.0
2663,0.0
3948,1.0
3427,0.0
2112,1.0
3522,1.0
3452,1.0
3198,1.0
3426,0.0
2609,0.0
2193,1.0
2999,1.0
3788,1.0
2070,0.0
2293,0.0
3825,0.0
3064,0.0
3242,1.0
2819,0.0
3091,0.0
3373,1.0
2089,1.0
3944,1.0
3995,1.0
2494,1.0
2446,1.0
2587,1.0
3686,0.0
3016,1.0
2847,0.0
3530,0.0
3046,0.0
2402,1.0
2940,0.0
3325,1.0
2728,1.0
3311,1.0
2307,0.0
3610,1.0
2343,0.0
3095,0.0
2499,0.0
2377,0.0
3147,1.0
3336,1.0
3760,0.0
2954,1.0
2737,1.0
2390,1.0
2050,0.0
3622,0.0
3206,0.0
3597,0.0
2362,1.0
2468,1.0
3632,1.0
2171,1.0
3592,0.0
2685,0.0
3985,0.0
3187,0.0
3729,1.0
3155,1.0
2132,0.0
2656,0.0
3337,1.0
3326,1.0
2612,0.0
2507,1.0
2282,1.0
3298,1.0
3519,0.0
2464,0.0
