,years_experience,degree
3748,0.0,2.0
3238,2.0,0.0
2942,0.0,1.0
3756,0.0,1.0
2516,1.0,1.0
3655,0.0,1.0
3377,0.0,2.0
2292,0.0,2.0
3606,0.0,3.0
3210,2.0,0.0
3379,0.0,2.0
2151,1.0,2.0
3378,0.0,2.0
2080,0.0,1.0
3558,0.0,2.0
3394,0.0,1.0
3225,0.0,3.0
2055,1.0,1.0
3308,1.0,3.0
2967,0.0,2.0
3751,1.0,1.0
3316,0.0,3.0
3839,0.0,2.0
3674,2.0,1.0
2962,2.0,0.0
3023,1.0,1.0
2980,1.0,1.0
2938,1.0,2.0
2287,1.0,1.0
2690,1.0,1.0
3038,0.0,2.0
3631,1.0,2.0
2276,1.0,3.0
3412,0.0,2.0
2211,0.0,2.0
3099,1.0,1.0
3667,0.0,1.0
3958,2.0,1.0
2657,1.0,2.0
3908,0.0,3.0
2493,2.0,2.0
3643,1.0,1.0
2912,2.0,0.0
3579,0.0,2.0
2809,1.0,2.0
2005,1.0,1.0
3876,1.0,3.0
2864,1.0,1.0
2660,0.0,1.0
3923,1.0,3.0
3741,3.0,0.0
2202,0.0,1.0
3973,1.0,1.0
2201,0.0,1.0
2235,0.0,3.0
2308,0.0,1.0
3221,1.0,1.0
2738,2.0,1.0
3144,0.0,2.0
3742,0.0,2.0
2699,0.0,2.0
3357,1.0,1.0
3694,1.0,1.0
2343,2.0,0.0
2770,0.0,3.0
2590,0.0,1.0
2447,1.0,0.0
3574,2.0,0.0
3169,1.0,1.0
3658,0.0,1.0
3992,0.0,3.0
3928,1.0,1.0
3894,0.0,1.0
3079,2.0,0.0
2969,1.0,1.0
3910,0.0,2.0
3673,2.0,2.0
2893,0.0,3.0
3514,1.0,3.0
3486,1.0,1.0
2916,1.0,3.0
3195,0.0,3.0
2996,1.0,1.0
3122,1.0,2.0
2477,0.0,1.0
2283,0.0,1.0
3355,0.0,3.0
3531,0.0,3.0
2352,1.0,1.0
2462,0.0,2.0
3429,0.0,2.0
2780,0.0,3.0
2551,2.0,2.0
3945,0.0,2.0
2672,0.0,3.0
2854,2.0,1.0
3775,0.0,2.0
3718,2.0,0.0
3592,1.0,1.0
2633,1.0,1.0
2908,0.0,2.0
3634,1.0,2.0
3852,0.0,2.0
2480,0.0,1.0
2527,0.0,0.0
2960,0.0,2.0
3331,2.0,0.0
3001,1.0,1.0
2321,0.0,1.0
3423,0.0,2.0
2316,1.0,2.0
2924,0.0,2.0
2892,1.0,2.0
2728,1.0,1.0
3665,0.0,2.0
2105,1.0,1.0
2609,1.0,1.0
3916,0.0,2.0
2267,2.0,0.0
3604,1.0,2.0
2233,0.0,2.0
3443,0.0,2.0
2206,2.0,0.0
2497,1.0,1.0
2366,0.0,1.0
2043,0.0,2.0
3764,1.0,1.0
3280,0.0,2.0
2494,0.0,1.0
2150,0.0,3.0
2751,1.0,2.0
3906,0.0,2.0
3554,0.0,2.0
3408,0.0,3.0
3880,1.0,3.0
2799,0.0,2.0
3157,0.0,1.0
2623,2.0,0.0
3168,0.0,2.0
3757,0.0,3.0
3528,0.0,2.0
2786,1.0,1.0
2491,0.0,2.0
3090,0.0,1.0
2370,1.0,1.0
3791,1.0,3.0
3005,2.0,0.0
2142,0.0,1.0
2778,2.0,0.0
3917,0.0,2.0
3194,0.0,3.0
2489,1.0,1.0
2120,0.0,2.0
3386,0.0,2.0
2427,0.0,1.0
2857,0.0,2.0
3833,2.0,2.0
2468,1.0,1.0
2389,1.0,1.0
2865,1.0,1.0
2855,0.0,3.0
3943,2.0,0.0
2253,1.0,1.0
2655,0.0,1.0
2110,0.0,3.0
2478,0.0,1.0
2774,1.0,1.0
3789,0.0,1.0
3580,1.0,1.0
3223,1.0,1.0
2284,0.0,3.0
3404,0.0,2.0
3952,1.0,2.0
2503,1.0,2.0
3032,1.0,2.0
2885,0.0,2.0
2406,0.0,2.0
3706,0.0,3.0
3349,0.0,2.0
2671,1.0,1.0
3124,0.0,2.0
3258,0.0,0.0
2460,0.0,2.0
3612,0.0,2.0
2765,0.0,3.0
3282,1.0,1.0
3172,0.0,1.0
3752,1.0,3.0
3231,0.0,1.0
3713,1.0,1.0
2514,2.0,1.0
2617,1.0,1.0
2792,0.0,2.0
2910,2.0,0.0
3537,0.0,0.0
2299,0.0,3.0
3333,0.0,1.0
2396,1.0,1.0
3921,0.0,1.0
2096,1.0,3.0
