,x1,x2
3592,5.1,1.4
3143,1.1,1.9
3010,0.7,1.8
2981,0.1,-0.0
2715,1.3,0.2
3265,1.3,1.3
2406,1.9,2.6
2385,1.5,2.5
2922,2.1,1.5
3691,0.6,2.4
3039,1.3,1.6
2818,0.1,0.5
3511,-0.0,3.9
2065,0.1,0.7
2791,1.5,1.6
3174,2.1,0.3
3965,1.2,0.8
2456,0.7,1.5
2600,0.1,0.5
2878,1.1,2.3
3260,0.7,0.5
3005,1.3,1.3
3058,1.8,0.1
2189,1.9,2.6
2434,0.5,1.6
2611,1.6,3.3
3818,0.9,2.2
2180,0.4,0.1
2646,1.9,2.6
3940,4.6,5.2
3290,0.7,1.3
2579,2.1,3.1
3637,2.6,1.5
3902,0.5,2.7
3416,0.4,2.5
2006,2.6,1.9
2794,0.1,4.1
3728,1.6,0.8
2482,1.2,1.6
3497,0.4,2.0
3410,2.1,1.7
3634,4.2,2.6
2690,1.7,0.7
3381,-0.0,0.8
3789,1.2,3.1
3411,0.3,0.9
2521,0.4,0.9
3257,0.4,4.1
2846,0.6,2.1
2107,0.8,1.6
3514,1.5,1.5
2313,1.0,0.4
2890,1.6,2.1
2511,1.0,2.8
3184,1.0,0.9
3171,-0.0,1.4
3701,0.0,2.5
2419,0.1,2.1
3964,0.9,2.3
2569,0.5,3.0
2331,2.7,0.4
2504,2.1,0.4
2711,1.9,2.1
2496,2.4,3.1
2929,1.7,0.0
2894,1.9,1.8
2549,1.3,1.9
2704,1.3,0.9
2695,0.6,0.2
2937,0.9,0.8
3189,1.5,2.6
3440,3.0,4.6
3671,1.7,1.5
2954,1.6,2.3
3914,2.0,1.6
3776,0.9,2.5
3683,0.2,2.7
3122,0.9,2.1
3430,1.6,1.6
2295,0.2,2.9
3349,2.0,3.0
3749,1.5,3.3
2682,1.5,1.8
3547,0.5,1.0
3920,2.5,1.4
2148,2.7,4.1
3699,1.0,2.0
3782,1.9,5.0
2642,0.9,1.0
3513,3.0,0.9
2399,0.1,4.5
3798,1.6,1.8
3919,0.3,1.9
3329,1.9,4.2
3854,1.1,0.0
2497,0.0,0.6
3730,0.5,1.3
3226,0.7,2.1
2376,0.6,0.2
3399,0.1,1.4
2795,1.7,2.1
3729,2.7,3.6
3891,1.4,2.6
3621,0.5,1.1
2196,2.3,1.9
3198,3.0,2.4
2214,1.3,1.5
3437,1.0,1.9
2050,1.6,2.1
3119,3.5,2.1
3481,1.1,3.3
3335,2.0,1.9
3961,1.8,1.1
3879,0.5,1.6
2257,0.6,2.6
2556,2.2,3.9
3090,0.3,3.3
2316,-0.0,2.1
2702,1.5,2.3
3847,1.6,1.3
3398,0.8,0.5
2486,0.3,2.1
3877,2.5,0.7
2945,1.3,0.8
2402,2.8,2.2
3770,0.1,2.8
3887,0.2,1.4
3845,1.3,1.2
2672,2.1,2.8
3960,1.3,0.7
2599,1.2,2.4
3897,1.0,1.1
2347,0.4,1.8
3338,2.5,2.3
2597,0.8,1.8
2032,0.9,0.8
2782,0.8,1.8
2373,0.4,0.7
3800,1.1,1.5
3534,1.9,0.3
2138,1.5,0.1
3488,0.4,3.5
3734,-0.0,2.3
2997,0.9,1.4
2793,0.5,0.3
3439,0.3,2.1
3354,0.5,0.5
3955,1.5,2.6
2828,1.6,1.5
2423,0.7,1.6
3780,1.2,2.0
2757,1.8,0.8
2595,1.5,4.5
2129,0.8,0.9
3679,0.2,2.1
3156,0.1,1.7
3328,0.9,0.5
2762,1.3,2.1
3601,0.4,0.5
2000,1.7,4.1
2498,2.8,0.5
2471,0.9,2.3
2484,0.3,0.5
3093,1.5,0.1
3183,0.8,4.5
3479,1.5,3.1
3616,2.2,3.1
2273,1.3,0.5
2900,1.6,2.1
2924,2.0,0.0
2242,1.6,1.2
3727,0.2,2.1
2350,2.0,0.6
2882,1.0,3.3
3704,1.4,2.6
2038,1.5,1.9
2919,0.8,1.3
2296,0.8,1.3
3322,1.3,5.0
2537,2.2,3.6
2639,3.2,2.0
2216,1.9,4.2
2649,1.0,2.3
2571,0.3,2.6
2094,1.5,0.7
3613,0.7,3.3
2946,0.5,2.7
2090,1.8,2.1
2080,0.7,0.4
3868,1.7,1.9
3650,2.1,0.3
2236,1.5,0.3
2591,0.3,2.8
2698,2.0,2.6
2166,1.0,1.8
3304,0.8,1.8
2348,0.9,2.0
3552,1.8,3.7
2170,1.5,2.0
2739,2.0,2.5
