,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.75,0.75,0.92,0.0,0.92,0.92,"[5.0, 5.0]",300.0,0.5,individualized,improvement,0,,0.9120000000000001,0.1051585
1,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,0,,0.6369999999999999,0.0971515
2,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,0,,0.632,9.1
3,1.0,0.75,0.75,0.91,0.0,0.91,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,0,,0.906,0.103132
4,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,0,,0.6369999999999999,9.3
5,1.0,0.75,0.75,0.91,0.005,0.91,0.91,"[5.0, 5.0]",300.0,0.5,individualized,improvement,1,,0.905,0.0982255
6,1.0,0.75,0.75,0.01,0.01,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,1,,0.8459999999999999,0.09926199999999998
7,1.0,0.75,0.75,0.01,0.01,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,1,,0.868,9.35
8,1.0,0.75,0.75,0.935,0.0,0.935,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,1,,0.931,0.093976
9,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,1,,0.8450000000000001,9.475
10,1.0,0.75,0.75,0.93,0.0,0.93,0.93,"[5.0, 5.0]",300.0,0.5,individualized,improvement,2,,0.93,0.09910900000000002
11,1.0,0.75,0.75,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,2,,0.621,0.099611
12,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,2,,0.588,9.825
13,1.0,0.75,0.75,0.91,0.005,0.91,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,2,,0.9099999999999999,0.097806
14,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,2,,0.5980000000000001,
