,y
3004,1.0
2922,1.0
2486,1.0
3097,1.0
2066,1.0
2565,1.0
2131,1.0
3085,1.0
2513,1.0
2781,1.0
2446,1.0
2087,1.0
3624,1.0
2932,1.0
2996,1.0
3566,1.0
2192,1.0
3205,1.0
2472,1.0
2569,0.0
2684,1.0
3602,0.0
3342,1.0
2509,0.0
3623,1.0
3732,1.0
2842,1.0
2776,1.0
2910,1.0
3323,1.0
3710,0.0
3162,1.0
2857,1.0
3552,1.0
2389,1.0
3170,1.0
2232,1.0
3331,1.0
3674,1.0
3114,1.0
3853,1.0
2204,1.0
3885,1.0
3435,1.0
2582,1.0
3826,1.0
2257,1.0
2954,1.0
3241,1.0
2479,1.0
2017,1.0
2129,1.0
2675,1.0
2091,1.0
3977,1.0
2145,1.0
2491,1.0
2706,0.0
2361,1.0
2504,1.0
2252,0.0
2062,1.0
2643,1.0
3460,0.0
2174,1.0
3415,1.0
2636,1.0
3757,1.0
2308,1.0
2550,1.0
2461,1.0
3955,1.0
3108,0.0
3057,1.0
3492,1.0
2230,0.0
3818,1.0
3213,1.0
2713,1.0
2228,0.0
3144,1.0
3918,1.0
2884,0.0
3908,1.0
2726,0.0
3441,1.0
3867,1.0
3800,1.0
2883,0.0
2855,1.0
2288,1.0
3153,1.0
3969,0.0
3949,1.0
2175,1.0
3587,1.0
2334,1.0
3785,1.0
3927,1.0
3538,1.0
2006,1.0
2075,1.0
3297,0.0
2619,1.0
3148,1.0
2938,0.0
3695,1.0
2163,1.0
2093,1.0
3888,1.0
2758,1.0
2263,1.0
2567,1.0
2919,1.0
3887,1.0
3498,1.0
2210,1.0
3679,1.0
2023,1.0
2809,1.0
2233,0.0
3206,1.0
3797,1.0
3227,0.0
3916,1.0
2908,1.0
2535,1.0
3259,0.0
3586,0.0
2211,1.0
3832,1.0
3839,1.0
2721,1.0
2813,0.0
2287,1.0
3647,1.0
2032,1.0
2221,1.0
2034,1.0
3019,1.0
2173,1.0
3133,1.0
3519,1.0
2925,1.0
2416,1.0
3726,1.0
2089,1.0
2719,1.0
3956,1.0
2420,0.0
3868,1.0
2028,1.0
3991,0.0
2682,1.0
2752,1.0
2439,1.0
3021,1.0
2511,1.0
2888,1.0
3945,1.0
3228,1.0
3575,1.0
3919,1.0
3139,0.0
3958,1.0
3940,1.0
3158,1.0
3812,0.0
2599,1.0
3924,1.0
3755,1.0
2059,1.0
2264,1.0
3696,1.0
2256,1.0
3996,1.0
2913,1.0
2955,1.0
3525,1.0
2451,0.0
3327,1.0
2050,0.0
3290,1.0
3682,1.0
3343,1.0
2216,1.0
3815,1.0
3701,1.0
2997,1.0
2589,1.0
3728,1.0
3339,1.0
2737,1.0
3355,1.0
2443,0.0
2828,1.0
2166,1.0
3030,0.0
3909,1.0
2515,1.0
