,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,6.0,2.0,0.94911146,2.0,6.0,1.0
2001,2.0,0.0,0.6963054,2.0,4.0,7.0
2002,6.0,2.0,0.23399937,5.0,6.0,5.0
2003,2.0,2.0,0.6858629,3.0,2.0,8.0
2004,2.0,2.0,0.8492886,2.0,1.0,12.0
2005,5.0,1.0,0.67527497,5.0,2.0,5.0
2006,3.0,0.0,0.89200044,0.0,1.0,2.0
2007,3.0,2.0,0.16121745,1.0,5.0,4.0
2008,7.0,0.0,0.9950551,6.0,5.0,2.0
2009,1.0,0.0,0.7480513,1.0,0.0,3.0
2010,1.0,0.0,0.73235977,5.0,1.0,6.0
2011,2.0,0.0,0.85805094,8.0,3.0,2.0
2012,4.0,2.0,0.9949014,0.0,4.0,4.0
2013,3.0,3.0,0.6519643,5.0,1.0,3.0
2014,1.0,0.0,0.07902622,1.0,2.0,1.0
2015,1.0,0.0,0.4231416,10.0,11.0,1.0
2016,2.0,0.0,0.6540936,3.0,5.0,4.0
2017,1.0,0.0,0.89248276,2.0,3.0,5.0
2018,4.0,0.0,0.9572519,7.0,10.0,3.0
2019,2.0,2.0,0.54027843,5.0,1.0,2.0
2020,5.0,1.0,0.32197142,3.0,1.0,0.0
2021,0.0,1.0,0.4407506,3.0,2.0,4.0
2022,7.0,0.0,0.44688797,1.0,10.0,6.0
2023,3.0,3.0,0.16632771,2.0,5.0,4.0
2024,6.0,0.0,0.029450417,2.0,2.0,2.0
2025,6.0,0.0,0.49960053,3.0,5.0,5.0
2026,2.0,2.0,0.11613858,2.0,4.0,1.0
2027,2.0,0.0,0.4707631,6.0,4.0,2.0
2028,7.0,2.0,0.25985515,1.0,4.0,2.0
2029,1.0,1.0,0.899449,3.0,3.0,7.0
2030,5.0,2.0,0.35355055,1.0,0.0,3.0
2031,5.0,0.0,0.24715543,1.0,3.0,0.0
2032,1.0,0.0,0.89634395,6.0,24.0,3.0
2033,4.0,1.0,0.98684585,3.0,5.0,2.0
2034,2.0,0.0,0.6942235,5.0,1.0,6.0
2035,4.0,0.0,0.47475386,1.0,0.0,1.0
2036,5.0,0.0,0.22306943,2.0,1.0,9.0
2037,4.0,3.0,0.8307749,3.0,13.0,3.0
2038,3.0,2.0,0.59985244,4.0,8.0,0.0
2039,3.0,0.0,0.97391415,6.0,4.0,3.0
2040,3.0,0.0,0.28629887,3.0,2.0,4.0
2041,1.0,0.0,0.9853332,8.0,7.0,8.0
2042,3.0,2.0,0.16395152,2.0,1.0,1.0
2043,1.0,1.0,0.08691776,4.0,6.0,2.0
2044,5.0,0.0,0.8623253,3.0,2.0,6.0
2045,6.0,2.0,0.6914717,6.0,2.0,5.0
2046,2.0,0.0,0.89066243,5.0,3.0,1.0
