,y_hat
15471,False
15368,False
13928,False
17921,False
10250,False
14140,False
16051,False
12350,False
13007,False
17390,False
15623,False
13489,False
10662,False
19927,False
19084,False
13517,False
14076,False
16741,False
16888,False
14494,False
10569,False
16038,False
15428,False
11913,False
11974,False
15042,False
14112,False
12403,False
13245,False
18127,False
12657,False
16426,False
12980,False
15967,False
13946,False
19065,False
11807,False
10736,False
18921,False
11123,False
10411,False
11064,False
11403,False
16863,False
13992,False
15919,False
13700,False
15465,False
17352,False
15081,False
12815,False
11819,False
13956,False
14745,False
19560,False
14245,False
14317,False
10252,False
19193,False
19563,False
15974,False
16453,False
10180,False
11091,False
19459,False
16065,False
18097,False
10740,False
12079,False
14857,False
17545,False
11517,False
19774,False
13076,False
18430,False
12353,False
15327,False
19499,False
12311,False
14014,False
12139,False
13335,False
19365,False
12151,False
18920,False
17872,False
13165,False
13725,False
14851,False
13786,False
12993,False
11941,False
16281,False
15597,False
18077,False
12614,False
10513,False
10786,False
19454,False
16584,False
19992,False
17713,False
18939,False
11637,False
19337,False
17426,False
13588,False
17726,False
15673,False
12888,False
16074,False
15395,False
16947,False
14660,False
10405,False
19887,False
18149,False
13374,False
17910,False
11745,False
11002,False
10388,False
10627,False
13509,False
11348,False
11855,False
15218,False
14102,False
15591,False
19668,False
14699,False
10613,False
15483,False
13927,False
19540,False
15433,False
11539,False
19010,False
12420,False
19455,False
10049,False
14004,False
10628,False
19416,False
14618,False
17724,False
11909,False
10524,False
11564,False
15873,False
15549,False
12892,False
15136,False
19327,False
11920,False
16333,False
18490,False
11450,False
14465,False
13565,False
18261,False
17839,False
12523,False
10559,False
18968,False
17820,False
13427,False
15847,False
10055,False
16744,False
15086,False
14350,False
19213,False
19086,False
14066,False
18410,False
14151,False
14676,False
18614,False
18951,False
17792,False
17525,False
15536,False
16030,False
15401,False
10103,False
11391,False
14917,False
12130,False
19129,False
17145,False
15193,False
13724,False
19832,False
12217,False
13800,False
18772,False
12504,False
12742,False
10537,False
