,senior-level_skill
3966,1.0
3512,1.0
2413,1.0
3829,1.0
3347,1.0
3177,1.0
3723,1.0
3652,1.0
3531,1.0
3986,1.0
3282,0.0
3972,1.0
2785,1.0
3999,1.0
2420,1.0
2097,1.0
2668,1.0
2488,1.0
2466,1.0
3544,1.0
3056,1.0
2044,1.0
3706,1.0
2605,1.0
3335,1.0
3062,1.0
2137,1.0
2476,1.0
2892,1.0
3116,1.0
3289,0.0
2439,1.0
3184,1.0
3714,1.0
3229,1.0
3150,1.0
2861,1.0
3540,1.0
3325,1.0
3703,1.0
3846,1.0
3553,1.0
3079,1.0
2527,1.0
2665,1.0
3138,1.0
2493,1.0
2367,1.0
2229,1.0
3759,1.0
3065,1.0
2017,1.0
2555,1.0
2450,1.0
2607,1.0
3686,1.0
3529,1.0
2767,1.0
3136,1.0
3679,1.0
3485,1.0
3769,1.0
2513,1.0
3816,1.0
2551,1.0
3113,1.0
2520,1.0
2320,1.0
2807,1.0
2506,1.0
2395,1.0
2637,1.0
3086,1.0
2718,1.0
3937,1.0
3850,0.0
3303,1.0
3916,1.0
2903,1.0
2368,0.0
3312,1.0
3174,1.0
2778,1.0
3889,1.0
3181,1.0
3015,1.0
3361,1.0
3064,1.0
2701,1.0
3494,1.0
2412,1.0
2257,1.0
3475,1.0
3694,1.0
2271,1.0
2620,1.0
2437,1.0
3548,1.0
3196,1.0
2587,1.0
2900,1.0
2834,0.0
3535,1.0
3426,1.0
2401,1.0
2382,1.0
2677,1.0
3989,1.0
2736,1.0
3157,1.0
2754,1.0
2241,1.0
3001,1.0
2397,0.0
3205,1.0
3911,1.0
3859,1.0
3230,1.0
3809,1.0
2028,1.0
2291,1.0
3669,1.0
2406,1.0
3661,1.0
3384,1.0
3653,1.0
3349,1.0
2084,1.0
3305,1.0
3628,1.0
3857,1.0
2169,1.0
2477,1.0
3674,1.0
2623,1.0
3357,1.0
3985,1.0
3066,0.0
3890,1.0
3021,1.0
3662,1.0
2160,1.0
2788,1.0
3466,1.0
2643,0.0
2297,0.0
2391,1.0
3225,1.0
2950,1.0
2057,1.0
2780,1.0
3439,1.0
2146,1.0
2487,1.0
3867,1.0
2828,1.0
2532,1.0
2622,1.0
3292,0.0
3415,1.0
3710,1.0
2687,1.0
2682,1.0
3741,1.0
2659,1.0
2235,1.0
2745,1.0
2975,1.0
3768,1.0
3883,0.0
3245,1.0
2409,1.0
2221,1.0
2734,1.0
3575,1.0
3423,1.0
2295,0.0
2852,1.0
2644,1.0
2063,1.0
2266,1.0
2808,1.0
3028,1.0
2023,1.0
2425,1.0
2470,1.0
3185,1.0
3488,1.0
2468,1.0
3555,1.0
3707,1.0
3562,1.0
2356,1.0
3750,1.0
2954,1.0
3685,1.0
3203,1.0
2594,1.0
2335,1.0
2988,1.0
