,years_experience,degree
3354,0.0,2.0
2403,0.0,2.0
2975,0.0,3.0
3612,0.0,1.0
2415,0.0,2.0
2944,0.0,2.0
2036,2.0,0.0
2160,1.0,1.0
3218,0.0,1.0
2980,1.0,2.0
2051,1.0,1.0
3020,0.0,1.0
2867,1.0,1.0
2889,0.0,2.0
2418,0.0,2.0
2071,0.0,2.0
2329,0.0,3.0
2770,1.0,3.0
2709,0.0,3.0
2413,1.0,3.0
2568,0.0,2.0
2969,0.0,3.0
2736,0.0,1.0
2333,2.0,0.0
3390,0.0,2.0
3755,0.0,2.0
2157,1.0,1.0
3947,1.0,3.0
2585,1.0,1.0
3696,2.0,1.0
2267,0.0,2.0
3509,0.0,2.0
3821,0.0,1.0
3554,1.0,2.0
2566,1.0,2.0
3324,1.0,1.0
3380,0.0,2.0
2109,2.0,0.0
2105,0.0,2.0
3138,0.0,3.0
3765,0.0,1.0
3789,0.0,1.0
2776,0.0,2.0
2424,2.0,0.0
2887,0.0,1.0
2681,1.0,1.0
3146,0.0,2.0
3352,0.0,2.0
3014,1.0,1.0
2687,1.0,1.0
2514,0.0,2.0
2646,0.0,3.0
3323,0.0,3.0
2947,0.0,1.0
3295,1.0,1.0
3931,0.0,3.0
3979,0.0,2.0
3586,0.0,2.0
3582,0.0,1.0
3201,1.0,0.0
3604,1.0,1.0
3130,1.0,1.0
2455,0.0,3.0
2049,0.0,2.0
3942,0.0,3.0
2477,0.0,3.0
3680,2.0,1.0
3851,0.0,2.0
2798,0.0,2.0
3002,2.0,0.0
2003,1.0,1.0
3287,0.0,3.0
3897,0.0,1.0
2222,2.0,1.0
2262,1.0,1.0
2945,0.0,2.0
2292,1.0,1.0
3439,1.0,1.0
2599,0.0,3.0
2539,0.0,2.0
2189,0.0,2.0
3143,0.0,3.0
3564,1.0,3.0
3654,0.0,1.0
2094,0.0,1.0
3610,0.0,3.0
2701,0.0,2.0
3427,1.0,1.0
2653,2.0,0.0
2981,1.0,1.0
2857,0.0,1.0
2052,1.0,3.0
2371,0.0,2.0
3274,0.0,3.0
3809,1.0,1.0
3335,1.0,3.0
2641,0.0,2.0
2941,0.0,3.0
2985,1.0,3.0
3079,1.0,1.0
3613,0.0,2.0
3246,0.0,3.0
3550,0.0,1.0
2103,1.0,1.0
2576,0.0,1.0
3010,2.0,1.0
3276,1.0,2.0
2901,1.0,2.0
3179,1.0,3.0
3690,0.0,2.0
3161,0.0,1.0
2102,1.0,1.0
2547,0.0,2.0
3657,1.0,2.0
3202,1.0,1.0
2484,2.0,1.0
2778,0.0,2.0
3173,0.0,1.0
3032,3.0,0.0
3952,2.0,0.0
2178,0.0,2.0
2786,1.0,3.0
2416,0.0,2.0
2047,2.0,0.0
3475,1.0,3.0
2487,1.0,1.0
2588,0.0,2.0
3175,0.0,2.0
3444,0.0,2.0
3418,0.0,1.0
2754,0.0,3.0
2348,0.0,1.0
3491,2.0,0.0
2881,1.0,3.0
3803,0.0,2.0
3149,2.0,2.0
2886,0.0,2.0
3031,0.0,2.0
3361,0.0,3.0
2524,2.0,1.0
3793,2.0,0.0
3132,2.0,0.0
3059,0.0,3.0
3566,0.0,3.0
3723,2.0,0.0
2705,1.0,1.0
3513,0.0,3.0
2636,0.0,2.0
2173,1.0,1.0
3961,0.0,2.0
2827,1.0,1.0
2486,2.0,0.0
2673,0.0,2.0
2943,0.0,1.0
2584,0.0,1.0
3257,0.0,2.0
2613,0.0,3.0
3373,0.0,2.0
3946,2.0,1.0
2453,1.0,2.0
3786,0.0,2.0
2531,0.0,1.0
3362,1.0,1.0
3762,0.0,1.0
2168,1.0,2.0
2148,0.0,3.0
3555,0.0,2.0
2529,2.0,0.0
2977,0.0,1.0
3902,0.0,2.0
2927,1.0,1.0
2434,0.0,2.0
2392,2.0,0.0
3099,0.0,3.0
2232,1.0,2.0
3921,2.0,1.0
2264,1.0,1.0
2131,0.0,1.0
2055,0.0,2.0
2020,1.0,1.0
2771,0.0,2.0
2010,3.0,0.0
3013,2.0,0.0
2949,1.0,3.0
2998,3.0,1.0
3665,0.0,1.0
2683,0.0,2.0
3019,1.0,1.0
2091,0.0,3.0
2536,1.0,1.0
2696,0.0,2.0
3113,0.0,1.0
2500,2.0,0.0
3187,0.0,2.0
3285,1.0,1.0
2896,0.0,1.0
3243,1.0,1.0
3788,0.0,1.0
3598,1.0,2.0
2912,2.0,0.0
