,y_hat
3010,False
3477,False
3562,False
3291,False
2375,False
3494,False
2169,False
2011,False
2451,False
3388,False
2462,False
2025,False
2581,False
3154,False
2428,False
2193,False
3805,False
3934,False
3357,False
3800,False
2422,False
2945,False
2217,False
3880,False
2647,False
3792,False
3208,False
2676,False
2601,False
2057,False
2516,False
3502,False
2166,False
3645,False
2962,False
2332,False
3259,False
3225,False
3915,False
3469,False
3155,False
3996,False
2184,False
2599,False
2027,False
3618,False
2704,False
3331,False
3751,False
2849,False
2924,False
3150,False
3811,False
3205,False
2218,False
2431,False
2384,False
2189,False
2661,False
3157,False
2402,False
3945,False
2877,False
3629,False
3765,False
2545,False
3577,False
3475,False
3703,False
3672,False
2316,False
3955,False
2045,False
3910,False
2406,False
3939,False
2591,False
2886,False
3064,False
3505,False
2872,False
3403,False
3481,False
2777,False
2496,False
3727,False
2459,False
2678,False
3058,False
3779,False
2659,False
2173,False
3740,False
3781,False
3188,False
3279,False
3314,False
3744,False
2443,False
2733,False
3741,False
2982,False
3303,False
2286,False
3895,False
2458,False
2791,False
3325,False
2768,False
3326,False
2815,False
3979,False
3677,False
2652,False
3395,False
3202,False
3305,False
2888,False
2835,False
3306,False
3002,False
3470,False
2979,False
3973,False
2957,False
2814,False
2851,False
3734,False
2967,False
2325,False
2357,False
3038,False
2750,False
3554,False
3768,False
3081,False
2745,False
2390,False
2001,False
2890,False
3662,False
2879,False
3059,False
3914,False
2621,False
2878,False
2425,False
3161,False
3839,False
2084,False
3722,False
3538,False
3134,False
3610,False
2088,False
2156,False
3121,False
2438,False
3318,False
3977,False
3908,False
3266,False
3275,False
3210,False
2752,False
3097,False
2521,False
3640,False
3375,False
3484,False
3609,False
3165,False
2758,False
2262,False
2900,False
3460,False
2101,False
3491,False
2099,False
2170,False
2423,False
2467,False
2609,False
2547,False
2201,False
3393,False
2780,False
3465,False
3739,False
3922,False
2689,False
2731,False
3550,False
2042,False
2626,False
2370,False
3509,False
3355,False
3747,False
3128,False
