,years_experience,degree,nr_commits,nr_languages,nr_stars
0,4.0,3.0,4046.0,3.0,19.0
1,4.0,1.0,4043.0,6.0,12.0
2,1.0,2.0,1015.0,15.0,14.0
3,4.0,0.0,4042.0,4.0,13.0
4,2.0,3.0,2023.0,4.0,16.0
5,5.0,2.0,5057.0,5.0,13.0
6,0.0,2.0,4.0,8.0,15.0
7,2.0,0.0,21.0,1.0,5.0
8,0.0,0.0,0.0,3.0,1.0
9,3.0,0.0,32.0,7.0,1.0
10,4.0,0.0,4042.0,4.0,15.0
11,7.0,0.0,7075.0,4.0,15.0
12,2.0,2.0,2024.0,5.0,14.0
13,4.0,0.0,45.0,12.0,8.0
14,0.0,0.0,2.0,0.0,3.0
15,1.0,3.0,1015.0,6.0,12.0
16,1.0,0.0,13.0,3.0,5.0
17,2.0,0.0,22.0,3.0,1.0
18,7.0,0.0,7072.0,3.0,15.0
19,9.0,2.0,9094.0,12.0,13.0
20,0.0,0.0,4.0,5.0,4.0
21,2.0,1.0,2024.0,1.0,13.0
22,2.0,0.0,22.0,3.0,4.0
23,4.0,0.0,4044.0,8.0,23.0
24,1.0,0.0,15.0,3.0,2.0
25,0.0,2.0,2.0,8.0,1.0
26,3.0,2.0,3036.0,1.0,13.0
27,3.0,1.0,3035.0,8.0,17.0
28,2.0,0.0,25.0,6.0,2.0
29,4.0,2.0,4044.0,1.0,12.0
30,2.0,0.0,21.0,9.0,1.0
31,1.0,0.0,15.0,7.0,2.0
32,3.0,0.0,36.0,8.0,4.0
33,1.0,0.0,15.0,4.0,6.0
34,1.0,1.0,19.0,0.0,5.0
35,2.0,0.0,21.0,2.0,5.0
36,3.0,2.0,3033.0,9.0,11.0
37,2.0,2.0,2023.0,11.0,13.0
38,1.0,0.0,14.0,4.0,1.0
39,3.0,0.0,3033.0,4.0,12.0
40,4.0,1.0,4044.0,7.0,13.0
41,4.0,0.0,4045.0,7.0,12.0
42,2.0,1.0,2023.0,11.0,16.0
43,1.0,0.0,13.0,8.0,4.0
44,5.0,0.0,5052.0,2.0,13.0
45,2.0,0.0,21.0,2.0,1.0
46,3.0,0.0,34.0,2.0,5.0
47,5.0,2.0,5054.0,1.0,12.0
48,2.0,2.0,2021.0,3.0,13.0
49,1.0,0.0,14.0,6.0,12.0
50,0.0,0.0,7.0,6.0,6.0
51,3.0,2.0,3033.0,6.0,12.0
52,0.0,3.0,1.0,4.0,13.0
53,4.0,0.0,4043.0,8.0,14.0
54,3.0,2.0,3034.0,6.0,11.0
55,2.0,0.0,26.0,3.0,8.0
56,2.0,0.0,25.0,5.0,5.0
57,3.0,2.0,3036.0,7.0,12.0
58,4.0,0.0,4043.0,4.0,12.0
59,2.0,0.0,24.0,4.0,1.0
60,6.0,0.0,6063.0,4.0,19.0
61,0.0,0.0,3.0,10.0,5.0
62,1.0,1.0,15.0,4.0,4.0
63,3.0,1.0,3034.0,8.0,16.0
64,3.0,0.0,32.0,2.0,3.0
65,5.0,0.0,5054.0,6.0,12.0
66,3.0,2.0,3037.0,12.0,11.0
67,3.0,0.0,3035.0,2.0,15.0
68,3.0,1.0,3036.0,10.0,13.0
69,6.0,3.0,6061.0,1.0,15.0
70,1.0,2.0,1015.0,5.0,16.0
71,3.0,2.0,3037.0,1.0,10.0
72,1.0,1.0,16.0,1.0,4.0
73,1.0,0.0,16.0,4.0,3.0
74,1.0,2.0,1014.0,18.0,14.0
75,3.0,0.0,38.0,12.0,4.0
76,4.0,1.0,4045.0,4.0,15.0
77,2.0,1.0,26.0,11.0,1.0
78,5.0,1.0,5056.0,4.0,13.0
79,1.0,1.0,12.0,4.0,2.0
80,0.0,1.0,5.0,6.0,4.0
81,3.0,2.0,3033.0,7.0,13.0
82,4.0,3.0,4043.0,1.0,13.0
83,1.0,2.0,1014.0,8.0,13.0
84,5.0,0.0,5057.0,4.0,11.0
85,2.0,0.0,24.0,1.0,1.0
86,7.0,1.0,7075.0,5.0,11.0
87,4.0,0.0,45.0,6.0,3.0
88,3.0,1.0,3036.0,6.0,12.0
89,2.0,1.0,2025.0,18.0,13.0
90,2.0,0.0,24.0,3.0,9.0
91,2.0,0.0,25.0,4.0,5.0
92,0.0,0.0,5.0,1.0,1.0
93,2.0,1.0,28.0,4.0,2.0
94,5.0,0.0,5054.0,1.0,17.0
95,4.0,1.0,4045.0,6.0,13.0
96,6.0,3.0,6061.0,4.0,12.0
97,3.0,0.0,3034.0,3.0,14.0
98,4.0,0.0,4040.0,2.0,10.0
99,1.0,1.0,14.0,12.0,1.0
100,3.0,0.0,32.0,1.0,3.0
101,4.0,2.0,4046.0,6.0,12.0
102,4.0,0.0,4044.0,7.0,21.0
103,5.0,0.0,5054.0,4.0,14.0
104,5.0,3.0,5051.0,3.0,13.0
105,3.0,0.0,36.0,0.0,9.0
106,3.0,1.0,3032.0,5.0,11.0
107,4.0,1.0,4045.0,4.0,11.0
