,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,7.0,1.0,0.25639176,2.0,2.0,6.0
2001,2.0,2.0,0.46381712,2.0,2.0,6.0
2002,2.0,2.0,0.7673335,5.0,2.0,6.0
2003,3.0,2.0,0.71444726,3.0,6.0,11.0
2004,2.0,1.0,0.6025754,2.0,0.0,3.0
2005,2.0,2.0,0.51982677,5.0,14.0,4.0
2006,1.0,2.0,0.19991267,0.0,3.0,2.0
2007,1.0,2.0,0.9751446,1.0,2.0,3.0
2008,2.0,2.0,0.9330348,6.0,1.0,2.0
2009,6.0,0.0,0.1239295,1.0,1.0,1.0
2010,0.0,1.0,0.92422366,5.0,4.0,2.0
2011,5.0,1.0,0.5430808,8.0,2.0,4.0
2012,5.0,2.0,0.48039758,0.0,1.0,7.0
2013,3.0,0.0,0.7506776,5.0,3.0,0.0
2014,0.0,1.0,0.5225557,1.0,1.0,7.0
2015,6.0,0.0,0.48069477,10.0,8.0,0.0
2016,4.0,0.0,0.21405482,3.0,1.0,2.0
2017,1.0,2.0,0.7159717,2.0,1.0,1.0
2018,5.0,3.0,0.8217443,7.0,0.0,2.0
2019,2.0,1.0,0.27686858,5.0,6.0,1.0
2020,1.0,1.0,0.14542878,3.0,5.0,6.0
2021,3.0,1.0,0.534529,3.0,6.0,6.0
2022,10.0,0.0,0.83200073,1.0,1.0,6.0
2023,5.0,2.0,0.19009912,2.0,0.0,1.0
2024,3.0,1.0,0.016104579,2.0,0.0,3.0
2025,4.0,0.0,0.65876305,3.0,2.0,2.0
2026,1.0,0.0,0.5684135,2.0,12.0,0.0
2027,4.0,3.0,0.80633676,6.0,0.0,2.0
2028,2.0,0.0,0.08124673,1.0,1.0,2.0
2029,4.0,3.0,0.82214165,3.0,1.0,2.0
2030,2.0,1.0,0.93665016,1.0,2.0,3.0
2031,8.0,0.0,0.4236747,1.0,2.0,6.0
2032,3.0,0.0,0.5052458,6.0,7.0,4.0
2033,2.0,0.0,0.426669,3.0,0.0,7.0
2034,3.0,3.0,0.080152035,5.0,7.0,7.0
2035,8.0,0.0,0.31281054,1.0,1.0,4.0
2036,5.0,0.0,0.11570799,2.0,2.0,7.0
2037,0.0,1.0,0.2956314,3.0,7.0,3.0
2038,1.0,2.0,0.49242282,4.0,7.0,1.0
2039,1.0,2.0,0.92833066,6.0,0.0,3.0
2040,4.0,2.0,0.83534944,3.0,5.0,1.0
2041,3.0,1.0,0.9754082,8.0,2.0,8.0
2042,3.0,2.0,0.88992655,2.0,2.0,1.0
2043,1.0,0.0,0.7402024,4.0,5.0,5.0
2044,1.0,1.0,0.4193884,3.0,2.0,4.0
2045,9.0,2.0,0.5815973,6.0,7.0,4.0
2046,5.0,0.0,0.87835264,5.0,2.0,6.0
2047,6.0,2.0,0.8033663,4.0,2.0,6.0
2048,1.0,0.0,0.31618094,3.0,1.0,7.0
2049,2.0,0.0,0.28930974,3.0,1.0,4.0
2050,1.0,0.0,0.53260934,5.0,1.0,3.0
2051,8.0,1.0,0.56350124,9.0,6.0,7.0
2052,2.0,2.0,0.83370066,4.0,10.0,2.0
2053,3.0,2.0,0.03218496,2.0,0.0,2.0
2054,4.0,0.0,0.668579,3.0,1.0,4.0
2055,5.0,2.0,0.028695941,0.0,13.0,1.0
2056,1.0,0.0,0.23036778,0.0,1.0,2.0
2057,3.0,2.0,0.8378124,3.0,6.0,2.0
2058,2.0,2.0,0.4009639,2.0,5.0,6.0
2059,1.0,2.0,0.8383918,5.0,0.0,2.0
2060,3.0,3.0,0.3977604,6.0,1.0,12.0
2061,5.0,1.0,0.31521916,4.0,0.0,2.0
2062,2.0,2.0,0.16897511,4.0,1.0,0.0
2063,3.0,3.0,0.51236033,2.0,5.0,5.0
2064,1.0,3.0,0.5223018,3.0,7.0,6.0
2065,7.0,1.0,0.34378874,5.0,3.0,5.0
2066,0.0,2.0,0.69873405,2.0,9.0,1.0
2067,0.0,0.0,0.27110565,3.0,9.0,2.0
2068,3.0,2.0,0.11231995,4.0,2.0,7.0
2069,3.0,3.0,0.016404152,3.0,0.0,1.0
2070,2.0,0.0,0.9358852,3.0,1.0,2.0
2071,5.0,2.0,0.3111949,3.0,2.0,3.0
2072,4.0,3.0,0.327039,4.0,4.0,4.0
2073,3.0,1.0,0.47774923,1.0,12.0,4.0
2074,4.0,1.0,0.5234473,8.0,3.0,0.0
2075,3.0,0.0,0.2153616,5.0,9.0,1.0
2076,2.0,3.0,0.6498238,4.0,4.0,4.0
2077,3.0,3.0,0.039176583,4.0,9.0,3.0
2078,2.0,1.0,0.87565184,1.0,3.0,6.0
2079,2.0,0.0,0.5138477,5.0,4.0,0.0
2080,3.0,3.0,0.572513,4.0,3.0,3.0
2081,3.0,2.0,0.986181,8.0,0.0,7.0
2082,3.0,2.0,0.36122358,1.0,2.0,1.0
2083,0.0,1.0,0.5852847,2.0,1.0,2.0
2084,6.0,0.0,0.2367686,0.0,2.0,6.0
2085,2.0,0.0,0.8027618,6.0,1.0,3.0
2086,2.0,1.0,0.8208971,5.0,0.0,4.0
2087,4.0,0.0,0.58818364,7.0,7.0,3.0
2088,1.0,3.0,0.47136188,2.0,9.0,2.0
2089,1.0,0.0,0.41321313,5.0,4.0,4.0
2090,7.0,0.0,0.43864107,3.0,3.0,4.0
2091,5.0,1.0,0.7803129,3.0,4.0,3.0
2092,5.0,1.0,0.122645974,10.0,2.0,7.0
2093,2.0,2.0,0.41720462,2.0,9.0,5.0
2094,3.0,2.0,0.4091971,6.0,2.0,2.0
2095,4.0,2.0,0.14535773,2.0,0.0,3.0
2096,2.0,1.0,0.18452454,1.0,0.0,6.0
2097,3.0,0.0,0.14489698,2.0,2.0,3.0
2098,1.0,1.0,0.22562659,3.0,8.0,3.0
2099,3.0,0.0,0.7670498,3.0,8.0,9.0
2100,2.0,2.0,0.60386276,4.0,0.0,5.0
2101,7.0,2.0,0.29441738,3.0,3.0,7.0
2102,3.0,0.0,0.7490797,4.0,2.0,6.0
2103,3.0,1.0,0.8041469,1.0,8.0,4.0
2104,0.0,2.0,0.9637033,5.0,2.0,6.0
2105,4.0,2.0,0.7693311,5.0,2.0,0.0
2106,4.0,1.0,0.24551857,3.0,1.0,3.0
2107,3.0,0.0,0.38250172,2.0,7.0,6.0
2108,5.0,3.0,0.59709287,8.0,6.0,3.0
2109,1.0,1.0,0.69949853,6.0,1.0,3.0
2110,4.0,3.0,0.7999408,3.0,2.0,1.0
2111,2.0,1.0,0.26639128,7.0,0.0,7.0
2112,2.0,3.0,0.3879496,0.0,3.0,4.0
2113,3.0,2.0,0.76331854,3.0,1.0,5.0
2114,3.0,2.0,0.1474185,1.0,2.0,2.0
2115,2.0,0.0,0.1882875,3.0,9.0,3.0
2116,0.0,2.0,0.930442,8.0,3.0,0.0
2117,6.0,1.0,0.20973694,2.0,2.0,4.0
2118,4.0,1.0,0.19726753,2.0,9.0,2.0
2119,7.0,2.0,0.47286677,7.0,6.0,0.0
2120,6.0,0.0,0.5528858,6.0,1.0,7.0
2121,1.0,2.0,0.45105636,3.0,1.0,5.0
2122,1.0,0.0,0.23205459,2.0,2.0,3.0
2123,1.0,1.0,0.21323156,3.0,4.0,1.0
2124,1.0,1.0,0.1697402,6.0,6.0,0.0
2125,1.0,0.0,0.118929505,4.0,0.0,0.0
2126,4.0,1.0,0.12785923,4.0,3.0,7.0
