,senior-level_skill
2657,0.0
3658,0.0
2477,0.0
3677,0.0
3326,0.0
3017,0.0
3828,0.0
3821,0.0
2872,0.0
3836,0.0
2668,0.0
3051,0.0
2590,0.0
3358,0.0
3210,0.0
3634,0.0
3081,0.0
2891,0.0
2378,0.0
2246,0.0
2571,0.0
2287,0.0
3344,0.0
3770,0.0
3911,0.0
3711,0.0
2408,0.0
3740,0.0
3104,0.0
2681,0.0
2537,0.0
2331,0.0
2738,0.0
2621,0.0
3588,0.0
2994,0.0
3854,0.0
2777,0.0
3895,0.0
3707,0.0
3875,0.0
3873,0.0
2387,0.0
3248,0.0
3486,0.0
3569,0.0
3170,0.0
3392,0.0
2967,0.0
3415,0.0
2066,0.0
2882,0.0
2174,0.0
3275,0.0
2863,0.0
3793,0.0
2987,0.0
3423,0.0
2714,0.0
3364,0.0
2223,0.0
3440,0.0
3624,0.0
3616,0.0
3164,0.0
3143,0.0
3561,0.0
2429,0.0
3938,0.0
2338,0.0
3957,0.0
2800,0.0
3622,0.0
3112,0.0
2684,0.0
2316,0.0
3417,0.0
3975,0.0
3459,0.0
2507,0.0
2082,0.0
3347,0.0
3473,0.0
3016,0.0
3207,0.0
3551,0.0
2921,0.0
3728,0.0
2547,0.0
3121,0.0
2040,0.0
3144,0.0
2536,0.0
3789,0.0
2683,0.0
2912,0.0
2208,0.0
3679,0.0
3935,0.0
3217,0.0
3727,0.0
2053,0.0
2305,0.0
3879,0.0
3541,0.0
3655,0.0
3722,0.0
3308,0.0
3544,0.0
3276,0.0
3215,0.0
2155,0.0
2075,0.0
3034,0.0
3783,1.0
2956,1.0
2876,0.0
2404,0.0
3082,0.0
3329,0.0
2029,0.0
2142,0.0
3067,0.0
2458,0.0
3856,0.0
2092,0.0
3670,0.0
3591,0.0
3454,0.0
3883,0.0
2519,0.0
2753,0.0
3379,0.0
2672,0.0
3091,0.0
2682,0.0
3222,0.0
3966,0.0
2624,0.0
2371,0.0
2339,0.0
3292,0.0
2821,0.0
3986,0.0
3482,0.0
2632,0.0
2722,0.0
2285,0.0
3099,0.0
3971,0.0
2942,0.0
3509,0.0
2259,0.0
3810,0.0
3165,0.0
2557,0.0
2702,0.0
2078,0.0
3756,0.0
2099,0.0
3833,0.0
2268,0.0
3011,0.0
3090,0.0
2746,0.0
2944,0.0
2783,0.0
2354,0.0
2010,0.0
3391,0.0
3430,0.0
2230,0.0
2972,0.0
2771,0.0
2319,0.0
2389,0.0
3006,0.0
2302,0.0
2634,0.0
3050,0.0
2405,0.0
3579,0.0
2310,0.0
2376,0.0
3754,0.0
2377,0.0
2880,0.0
3317,0.0
2311,0.0
2919,0.0
2735,0.0
2153,0.0
3555,0.0
2728,0.0
2596,0.0
3865,0.0
3931,0.0
3647,0.0
3863,0.0
2324,0.0
