,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,0.965,0.85,0.85,0.8652849793434143,0.005181347019970417,0.8601036269430051,0.8652849740932642,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,9,,0.8580310940742493,1.5264248704663215
1,1.0,0.85,0.85,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,9,,0.7120000123977661,0.554
2,1.0,0.85,0.85,0.004999999888241291,0.004999999888241291,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,9,,0.722000002861023,0.5995
3,0.995,0.85,0.85,0.7386934757232666,0.005025125574320555,0.7336683417085427,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,9,,0.7306532263755798,1.2939698492462313
4,1.0,0.85,0.85,0.004999999888241291,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,9,,0.7089999914169312,0.6214999999999999
5,0.96,0.85,0.85,0.875,0.0,0.875,0.875,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,0,,0.872916579246521,1.4072916666666666
6,1.0,0.85,0.85,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,0,,0.7570000290870667,0.5539999999999999
7,1.0,0.85,0.85,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,0,,0.7490000128746033,0.5915
8,0.965,0.85,0.85,0.7668393850326538,0.0,0.7668393782383419,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,0,,0.7647668123245239,1.3378238341968913
9,1.0,0.85,0.85,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,0,,0.7480000257492065,0.5585
10,0.945,0.85,0.85,0.8783068656921387,0.0,0.8783068783068783,0.8783068783068783,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,7,,0.8783068656921387,1.5534391534391536
11,1.0,0.85,0.85,0.004999999888241291,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,7,,0.8629999160766602,0.544
12,1.0,0.85,0.85,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,7,,0.8629999160766602,0.5690000000000001
13,0.975,0.85,0.85,0.7589743733406067,0.0,0.7589743589743589,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,7,,0.7589743733406067,1.2871794871794873
14,1.0,0.85,0.85,0.009999999776482582,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,7,,0.8619999885559082,0.536
15,0.895,0.85,0.85,0.8603351712226868,0.05027933046221733,0.770949720670391,0.8603351955307262,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,6,,0.8368715047836304,1.448603351955307
16,1.0,0.85,0.85,0.10999999940395355,0.10000000149011612,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,6,,0.7540000081062317,0.9415
