,years_experience,degree,nr_commits,nr_languages,nr_stars
3354,1.0,3.0,1012.0,10.0,12.0
2403,2.0,2.0,2025.0,6.0,15.0
2975,1.0,3.0,1015.0,10.0,12.0
3612,1.0,3.0,1013.0,6.0,12.0
2415,2.0,2.0,2023.0,3.0,13.0
2944,2.0,2.0,2024.0,4.0,15.0
2036,5.0,0.0,5053.0,5.0,15.0
2160,2.0,2.0,2028.0,3.0,16.0
3218,1.0,3.0,1013.0,5.0,14.0
2980,2.0,2.0,2027.0,6.0,15.0
2051,1.0,3.0,1015.0,4.0,16.0
3020,2.0,2.0,2023.0,11.0,14.0
2867,3.0,1.0,3036.0,5.0,14.0
2889,1.0,3.0,1016.0,7.0,17.0
2418,2.0,2.0,2021.0,10.0,15.0
2071,1.0,3.0,1015.0,8.0,16.0
2329,1.0,3.0,1014.0,2.0,17.0
2770,1.0,3.0,1015.0,3.0,13.0
2709,1.0,3.0,1015.0,4.0,12.0
2413,1.0,3.0,1015.0,2.0,14.0
2568,2.0,2.0,2024.0,4.0,15.0
2969,1.0,3.0,1011.0,9.0,14.0
2736,1.0,3.0,1016.0,8.0,13.0
2333,5.0,0.0,5057.0,3.0,16.0
3390,2.0,2.0,2023.0,7.0,12.0
3755,2.0,2.0,2023.0,1.0,10.0
2157,1.0,3.0,1013.0,1.0,14.0
3947,1.0,3.0,1012.0,6.0,10.0
2585,4.0,1.0,4046.0,12.0,18.0
3696,3.0,1.0,33.0,6.0,8.0
2267,3.0,2.0,3032.0,11.0,10.0
3509,2.0,2.0,2025.0,3.0,10.0
3821,4.0,1.0,4042.0,2.0,14.0
3554,1.0,3.0,1015.0,3.0,14.0
2566,1.0,3.0,1016.0,8.0,13.0
3324,1.0,3.0,1014.0,5.0,13.0
3380,2.0,2.0,2024.0,2.0,12.0
2109,5.0,0.0,5051.0,6.0,10.0
2105,3.0,2.0,3038.0,9.0,13.0
3138,1.0,3.0,1017.0,14.0,13.0
3765,2.0,2.0,2022.0,11.0,13.0
3789,4.0,1.0,4042.0,2.0,16.0
2776,2.0,2.0,2022.0,4.0,14.0
2424,5.0,0.0,5056.0,1.0,14.0
2887,2.0,2.0,2024.0,5.0,13.0
2681,4.0,1.0,4041.0,6.0,15.0
3146,3.0,2.0,3031.0,3.0,14.0
3352,2.0,2.0,2024.0,2.0,15.0
3014,3.0,1.0,3034.0,11.0,12.0
2687,1.0,3.0,1019.0,6.0,15.0
2514,2.0,2.0,2026.0,4.0,13.0
2646,1.0,3.0,1018.0,1.0,11.0
3323,1.0,3.0,1013.0,1.0,16.0
2947,2.0,2.0,2026.0,5.0,15.0
3295,3.0,1.0,3032.0,5.0,15.0
3931,1.0,3.0,1012.0,9.0,19.0
3979,2.0,2.0,2024.0,2.0,16.0
3586,1.0,3.0,1015.0,7.0,12.0
3582,2.0,2.0,2024.0,2.0,18.0
3201,5.0,0.0,5052.0,3.0,15.0
