,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,2.0,3.0,0.22076118,1.0,3.0,5.0
2001,4.0,0.0,0.7728745,5.0,4.0,6.0
2002,5.0,0.0,0.27931297,2.0,7.0,4.0
2003,3.0,0.0,0.5746758,3.0,1.0,9.0
2004,1.0,2.0,0.21385539,3.0,5.0,2.0
2005,2.0,0.0,0.9551984,5.0,5.0,2.0
2006,4.0,2.0,0.759418,4.0,1.0,0.0
2007,3.0,0.0,0.988562,3.0,0.0,5.0
2008,3.0,2.0,0.12328029,6.0,0.0,7.0
2009,1.0,3.0,0.6717092,9.0,2.0,5.0
2010,0.0,1.0,0.7984936,4.0,3.0,4.0
2011,4.0,0.0,0.41428173,1.0,3.0,3.0
2012,0.0,2.0,0.30428433,2.0,2.0,3.0
2013,4.0,0.0,0.66839576,2.0,12.0,5.0
2014,2.0,0.0,0.30187,1.0,0.0,3.0
2015,5.0,2.0,0.4329939,5.0,0.0,5.0
2016,4.0,2.0,0.49495578,6.0,1.0,2.0
2017,4.0,1.0,0.3505026,5.0,1.0,15.0
2018,7.0,2.0,0.8257077,2.0,2.0,3.0
2019,2.0,1.0,0.43147588,3.0,4.0,4.0
2020,2.0,0.0,0.6327194,5.0,4.0,12.0
2021,1.0,1.0,0.44323897,1.0,5.0,4.0
2022,6.0,2.0,0.30520976,1.0,2.0,7.0
2023,3.0,2.0,0.23856533,7.0,0.0,2.0
2024,6.0,2.0,0.92741156,3.0,6.0,3.0
2025,3.0,3.0,0.0897876,2.0,2.0,7.0
2026,3.0,2.0,0.40724277,5.0,3.0,7.0
2027,1.0,3.0,0.9533204,1.0,4.0,3.0
2028,1.0,1.0,0.30206347,6.0,7.0,5.0
2029,4.0,3.0,0.060560822,9.0,5.0,4.0
2030,2.0,3.0,0.35873866,4.0,0.0,4.0
2031,3.0,0.0,0.7079767,1.0,6.0,4.0
2032,4.0,0.0,0.14925599,3.0,5.0,1.0
2033,3.0,1.0,0.41864276,4.0,10.0,2.0
2034,2.0,3.0,0.6603795,4.0,10.0,8.0
2035,1.0,2.0,0.48974395,5.0,4.0,6.0
2036,3.0,0.0,0.4547553,3.0,4.0,5.0
2037,3.0,2.0,0.8152286,6.0,1.0,9.0
2038,4.0,1.0,0.8293593,1.0,6.0,9.0
2039,1.0,2.0,0.09429467,2.0,4.0,5.0
2040,0.0,0.0,0.29443765,5.0,8.0,2.0
2041,7.0,2.0,0.06751001,4.0,9.0,2.0
2042,1.0,3.0,0.18556082,3.0,0.0,2.0
2043,3.0,1.0,0.56549156,9.0,2.0,1.0
2044,3.0,1.0,0.0637691,3.0,4.0,5.0
2045,5.0,2.0,0.010779738,1.0,10.0,8.0
2046,4.0,1.0,0.08564174,4.0,1.0,5.0
2047,3.0,0.0,0.98593354,4.0,7.0,0.0
2048,2.0,2.0,0.96519804,6.0,7.0,6.0
2049,3.0,0.0,0.6560277,1.0,1.0,2.0
2050,3.0,1.0,0.083497286,9.0,1.0,7.0
2051,0.0,2.0,0.58150005,5.0,3.0,6.0
2052,0.0,0.0,0.39655507,6.0,1.0,2.0
2053,2.0,2.0,0.13298559,2.0,8.0,4.0
2054,5.0,0.0,0.65510976,3.0,3.0,7.0
2055,2.0,0.0,0.049494028,4.0,10.0,11.0
2056,5.0,0.0,0.089941144,3.0,4.0,3.0
2057,2.0,2.0,0.33673322,3.0,1.0,1.0
2058,1.0,2.0,0.37680995,6.0,2.0,4.0
2059,0.0,1.0,0.50418365,3.0,6.0,1.0
2060,1.0,2.0,0.14682758,4.0,5.0,7.0
2061,3.0,0.0,0.83248127,5.0,11.0,0.0
2062,4.0,0.0,0.25305986,4.0,0.0,11.0
2063,3.0,2.0,0.6726861,2.0,2.0,4.0
2064,1.0,1.0,0.003447771,3.0,4.0,10.0
