,y_hat
2428,False
2520,False
2361,False
3299,False
2387,False
3648,False
3466,False
2321,False
3376,False
3073,False
2585,False
2921,False
2117,False
2669,False
2060,False
2340,False
2351,False
2437,False
3029,False
3808,False
3187,False
2799,False
2063,False
2171,False
3082,False
2426,False
3719,False
3980,False
3062,False
2510,False
2429,False
3270,False
2371,False
2076,False
2500,False
3597,False
2783,False
3031,False
3168,False
3203,False
2875,False
2204,False
2126,False
3889,False
3856,False
3835,False
3850,False
2599,False
3183,False
2560,False
2274,False
2964,False
3748,False
2635,False
3718,False
2379,False
2527,False
2932,False
2866,False
2791,False
3935,False
3580,False
2549,False
2089,False
3324,False
2575,False
2821,False
2502,False
2316,False
3086,False
3544,False
3043,False
3840,False
3802,False
3592,False
3059,False
3135,False
2220,False
3272,False
3926,False
2258,False
3220,False
2002,False
2415,False
3858,False
2874,False
3619,False
3747,False
2751,False
2116,False
2904,False
2375,False
2004,False
3225,False
3254,False
3440,False
2167,False
3725,False
2833,False
2427,False
3401,False
3131,False
3191,False
3488,False
2649,False
3246,False
2396,False
3222,False
2759,False
3223,False
3476,False
2188,False
2959,False
3079,False
3661,False
2186,False
3848,False
2570,False
3208,False
3064,False
2260,False
3790,False
3578,False
3340,False
2074,False
3898,False
2105,False
2048,False
3565,False
3230,False
2961,False
3678,False
2698,False
3430,False
3636,False
2205,False
2589,False
2222,False
3006,False
3860,False
3892,False
3529,False
3556,False
2133,False
2028,False
2564,False
2448,False
2721,False
3305,False
2163,False
2195,False
3084,False
3641,False
3614,False
2463,False
3895,False
2562,False
2191,False
3054,False
2738,False
3830,False
2710,False
2283,False
3170,False
2504,False
3657,False
3787,False
2994,False
2546,False
2043,False
3581,False
3819,False
2540,False
3152,False
3607,False
3367,False
3977,False
2279,False
3069,False
2726,False
2579,False
3489,False
3843,False
3070,False
3768,False
3881,False
2664,False
3373,False
3335,False
2935,False
2113,False
2383,False
2030,False
2907,False
3902,False
3240,False
2851,False
3724,False
3492,False
2247,False
