,x1,x2
2408,0.9,1.3
3304,1.2,-0.0
3391,2.5,-0.0
2090,0.6,0.0
2106,0.3,1.8
2277,1.7,2.5
3012,1.3,0.0
3835,0.7,-0.0
2934,1.3,2.6
2798,0.9,0.0
3426,1.3,2.5
2927,0.8,0.0
3922,1.5,0.0
3797,0.6,-0.0
2455,0.7,-0.0
3675,1.0,0.0
3103,2.2,0.0
2720,2.3,3.1
2887,1.7,-0.0
2843,0.5,4.2
2769,0.6,0.0
3215,1.3,0.0
2754,1.3,1.8
2207,2.0,0.0
2299,0.4,0.0
3159,1.8,0.0
3688,0.3,1.4
2995,1.3,-0.0
3641,1.4,-0.0
2577,1.4,-0.0
3714,3.1,0.0
3961,1.3,0.0
2522,0.8,0.0
3343,0.1,2.0
2974,1.3,0.0
2824,0.7,0.0
2944,0.7,2.3
2139,1.0,3.1
3378,2.8,-0.0
2183,1.5,2.6
3579,0.3,2.1
3868,1.1,-0.0
3320,1.6,0.0
2685,0.3,2.1
3931,2.6,0.0
2506,1.2,0.0
2125,1.2,-0.0
2075,-0.0,2.1
3198,2.3,0.0
3869,0.2,4.2
2060,0.9,-0.0
2401,1.1,0.0
2763,0.6,3.6
3821,1.3,0.0
3582,2.1,3.1
3883,1.6,-0.0
3146,1.6,-0.0
2188,0.7,0.0
3263,1.2,-0.0
3782,1.7,0.0
2354,1.4,0.0
3991,1.9,-0.0
3498,1.0,-0.0
3166,1.8,0.0
3454,0.8,1.4
3896,0.9,-0.0
2141,0.9,-0.0
2624,1.0,-0.0
3179,0.9,0.0
3976,1.4,-0.0
2955,0.7,3.1
2213,0.9,0.0
3041,0.7,1.8
3873,0.3,1.3
3972,2.1,3.0
3672,2.1,0.7
3911,0.6,3.1
3281,-0.0,2.6
3831,1.4,-0.0
3600,0.4,4.2
3156,0.1,1.8
2181,0.8,0.0
2030,1.2,-0.0
3739,2.2,2.3
3852,0.9,-0.0
2228,1.5,-0.0
3658,2.6,4.0
3525,1.8,2.5
3496,1.7,0.0
3057,1.1,-0.0
2435,1.1,0.0
3206,1.6,0.0
3369,1.2,-0.0
3638,0.2,1.4
2105,1.3,3.1
2803,0.6,0.0
3366,1.2,3.1
2510,1.9,-0.0
2313,1.6,0.0
2677,0.7,-0.0
2817,1.2,-0.0
2472,0.9,3.2
2103,0.2,0.7
2918,0.5,0.0
3235,1.5,-0.0
2447,2.1,3.1
3087,1.4,2.3
3295,2.6,3.5
2145,1.3,0.0
3423,1.0,0.0
2544,1.5,-0.0
3576,0.9,0.0
3790,1.2,-0.0
2431,2.2,0.0
3840,1.3,0.0
2864,1.1,0.0
3420,0.6,0.0
2385,0.8,0.0
2898,1.2,-0.0
3073,0.7,0.0
2724,1.5,2.6
2493,0.6,-0.0
2911,2.4,2.6
3047,1.5,0.0
2812,0.5,2.1
3251,0.3,2.3
2014,1.0,-0.0
2786,0.3,2.6
2397,0.3,1.8
2801,1.4,-0.0
2150,1.4,0.0
2162,0.7,2.6
2503,1.3,2.5
2523,1.4,-0.0
2611,1.2,2.6
3443,1.2,-0.0
3116,0.7,0.0
3170,0.2,1.5
3038,1.4,-0.0
3336,1.4,0.0
3929,1.2,0.0
3185,1.7,-0.0
3697,0.5,0.0
2042,0.9,-0.0
2249,1.0,0.0
2604,1.1,0.0
2200,1.3,0.0
2039,1.8,4.7
3987,0.9,-0.0
3994,1.4,-0.0
2344,1.8,0.0
3467,0.9,0.0
2343,0.7,-0.0
3014,1.8,1.3
2195,1.6,0.0
2342,1.6,4.1
3499,1.1,-0.0
2881,2.3,3.1
3410,1.6,-0.0
2521,0.8,0.0
3224,1.2,-0.0
3763,1.3,0.0
2509,0.7,0.0
3497,2.8,0.9
3628,0.0,2.1
3193,0.7,2.1
3936,1.5,3.1
2093,0.6,3.6
2443,0.8,3.1
3814,1.5,0.0
3506,1.8,4.0
3781,1.0,-0.0
2004,1.1,3.1
3055,0.9,-0.0
3492,1.0,0.0
2396,1.7,-0.0
2665,0.8,-0.0
3982,0.7,1.3
2117,2.0,-0.0
3186,2.1,2.8
2368,2.2,-0.0
3268,1.4,2.1
2946,0.4,1.3
3191,0.7,-0.0
2457,2.4,0.0
3122,1.8,4.6
3916,0.9,3.1
3145,0.5,0.0
2563,0.3,0.9
3636,1.0,0.0
3293,0.1,1.8
2847,1.0,-0.0
3983,0.9,-0.0
3863,0.9,3.1
3059,1.9,2.6
3205,1.1,0.0
2804,0.4,0.0
2907,2.3,3.0
3173,0.3,0.9
3594,1.8,2.8
