,senior-level_skill
3614,1.0
3785,1.0
3625,1.0
3208,1.0
2943,1.0
2499,1.0
3741,1.0
3822,1.0
3166,1.0
2388,1.0
2134,1.0
2226,1.0
3321,1.0
3195,1.0
2004,1.0
2787,1.0
3060,1.0
3378,1.0
2913,1.0
3581,1.0
3802,1.0
3895,1.0
3348,1.0
3589,1.0
2711,1.0
3673,1.0
2944,1.0
2627,1.0
2751,1.0
2516,1.0
2324,1.0
2607,1.0
2245,1.0
3480,1.0
3875,1.0
2145,1.0
2131,1.0
3788,1.0
3006,1.0
2042,1.0
3021,1.0
2512,1.0
2510,1.0
3710,1.0
2878,1.0
2573,1.0
2815,1.0
3421,1.0
2327,1.0
3211,1.0
3975,1.0
2357,1.0
3862,1.0
2079,1.0
2115,1.0
2742,1.0
3311,1.0
2030,1.0
2494,1.0
2906,1.0
2559,1.0
2938,1.0
3403,1.0
3415,1.0
3196,1.0
2586,1.0
2394,1.0
3714,1.0
3082,1.0
3511,1.0
3268,1.0
2729,1.0
3182,1.0
2440,1.0
2552,1.0
3882,1.0
2915,1.0
3749,1.0
3658,1.0
3231,1.0
2077,1.0
3761,1.0
2816,1.0
3693,1.0
3230,1.0
3890,1.0
3943,1.0
2100,1.0
3718,1.0
2822,1.0
3645,1.0
3497,1.0
3521,1.0
3767,1.0
2833,1.0
3018,1.0
3698,1.0
3124,1.0
2010,1.0
3936,1.0
2200,1.0
3467,1.0
3137,1.0
3447,1.0
2611,1.0
2587,1.0
3382,1.0
2964,1.0
2282,1.0
3537,0.0
3955,1.0
3005,1.0
3881,1.0
3575,1.0
2206,1.0
2348,1.0
2286,1.0
3048,1.0
2520,1.0
3027,1.0
2509,1.0
3647,1.0
2197,1.0
3440,1.0
2060,1.0
3071,1.0
3774,1.0
3279,1.0
3099,1.0
2210,1.0
3204,1.0
2996,1.0
3192,1.0
2277,1.0
2485,1.0
2555,1.0
2221,1.0
2563,1.0
3291,1.0
3022,1.0
2993,1.0
3836,1.0
3219,1.0
2567,1.0
2136,1.0
3262,1.0
3667,1.0
3205,1.0
2590,0.0
2112,1.0
2366,1.0
2122,1.0
2069,1.0
2596,1.0
3919,1.0
3113,1.0
2229,1.0
2423,1.0
3604,1.0
2876,1.0
3507,1.0
3652,1.0
2186,1.0
3637,1.0
2372,1.0
3789,1.0
2306,1.0
3155,1.0
2533,1.0
2592,1.0
3569,1.0
2569,1.0
3433,1.0
2274,1.0
3550,1.0
3557,1.0
3284,1.0
3028,1.0
2864,1.0
3829,1.0
2433,0.0
2840,1.0
2861,1.0
3334,1.0
2384,1.0
2462,1.0
2748,1.0
2293,1.0
2959,1.0
3548,1.0
2951,1.0
2342,1.0
2046,1.0
2526,1.0
2471,1.0
3369,1.0
2979,1.0
2070,1.0
2679,1.0
2904,1.0
