,years_experience,degree
3801,1.0,1.0
2160,0.0,1.0
3421,0.0,1.0
3704,1.0,1.0
3128,0.0,3.0
3583,0.0,3.0
3446,0.0,2.0
2016,0.0,1.0
3610,1.0,1.0
3694,2.0,0.0
2855,1.0,1.0
3287,0.0,1.0
2873,0.0,3.0
2555,0.0,1.0
2434,0.0,1.0
2318,0.0,3.0
3734,2.0,0.0
3419,1.0,1.0
3487,0.0,2.0
2119,0.0,1.0
2415,0.0,1.0
3568,0.0,1.0
3561,1.0,1.0
3623,0.0,2.0
2808,0.0,1.0
2712,0.0,2.0
2194,0.0,1.0
3501,0.0,1.0
3360,1.0,0.0
3321,1.0,0.0
2207,0.0,2.0
3096,0.0,2.0
3291,1.0,2.0
3424,0.0,2.0
3114,0.0,2.0
3437,2.0,0.0
3983,0.0,1.0
2881,2.0,0.0
3357,0.0,3.0
2161,3.0,0.0
2488,2.0,1.0
2156,0.0,1.0
2172,1.0,0.0
2524,0.0,1.0
3794,0.0,1.0
2746,0.0,3.0
3075,0.0,3.0
3224,0.0,1.0
2183,1.0,1.0
3986,1.0,1.0
2142,0.0,2.0
2959,0.0,3.0
2322,2.0,1.0
2455,2.0,0.0
2771,0.0,1.0
3800,0.0,2.0
2913,0.0,3.0
3435,0.0,2.0
3640,1.0,1.0
3081,0.0,1.0
3600,0.0,1.0
3369,0.0,1.0
3213,0.0,3.0
3903,0.0,2.0
2115,3.0,0.0
3900,2.0,0.0
2477,0.0,2.0
3451,0.0,2.0
2074,1.0,0.0
2972,0.0,3.0
2626,0.0,1.0
2471,0.0,1.0
2226,0.0,3.0
3210,0.0,1.0
2810,0.0,3.0
2588,0.0,1.0
3552,1.0,0.0
3274,0.0,1.0
3290,0.0,1.0
3781,0.0,3.0
2452,2.0,0.0
2906,0.0,3.0
2615,0.0,2.0
2574,0.0,3.0
2594,0.0,3.0
2767,0.0,3.0
2893,0.0,2.0
3782,0.0,1.0
3540,0.0,1.0
2048,0.0,2.0
3012,1.0,0.0
2942,0.0,1.0
2652,2.0,0.0
2865,1.0,1.0
2828,0.0,3.0
3250,1.0,0.0
2789,1.0,0.0
2408,0.0,1.0
2305,1.0,0.0
2984,0.0,3.0
3187,2.0,0.0
2624,0.0,3.0
2155,0.0,3.0
2618,0.0,2.0
2272,3.0,0.0
2286,1.0,0.0
2034,0.0,1.0
2411,0.0,1.0
3052,0.0,3.0
2790,2.0,0.0
2096,0.0,2.0
3739,0.0,1.0
3649,2.0,0.0
3025,1.0,1.0
3614,0.0,2.0
2270,0.0,2.0
2437,2.0,0.0
2443,0.0,2.0
3977,0.0,1.0
2604,0.0,3.0
3316,0.0,1.0
2067,2.0,0.0
3534,0.0,1.0
2547,0.0,2.0
2255,0.0,3.0
3492,1.0,1.0
3536,0.0,1.0
3262,0.0,1.0
3083,0.0,1.0
2703,1.0,0.0
2422,2.0,0.0
2807,0.0,1.0
2886,1.0,0.0
3372,0.0,3.0
2052,0.0,1.0
3650,2.0,0.0
2812,0.0,1.0
2214,0.0,1.0
2338,0.0,2.0
2668,0.0,1.0
3530,2.0,0.0
3441,1.0,1.0
2240,1.0,0.0
2030,1.0,0.0
2621,0.0,2.0
2300,1.0,0.0
3175,1.0,1.0
2200,1.0,1.0
3725,1.0,1.0
3686,1.0,1.0
2186,0.0,3.0
2766,1.0,0.0
3439,0.0,1.0
3775,1.0,1.0
3826,0.0,2.0
3922,0.0,1.0
2754,1.0,0.0
3168,1.0,1.0
2760,1.0,0.0
3993,1.0,0.0
2060,0.0,3.0
3038,1.0,0.0
2734,0.0,3.0
2364,1.0,0.0
2916,0.0,3.0
3307,0.0,1.0
2046,0.0,3.0
3095,1.0,0.0
2472,1.0,2.0
2542,1.0,2.0
3136,1.0,0.0
2814,2.0,0.0
3214,0.0,1.0
2756,1.0,1.0
3317,0.0,1.0
3582,0.0,3.0
3365,1.0,0.0
2541,1.0,0.0
2423,2.0,0.0
3518,1.0,2.0
2921,0.0,3.0
3124,1.0,0.0
3396,0.0,3.0
2164,1.0,0.0
3985,1.0,1.0
3564,1.0,2.0
2775,0.0,3.0
2403,2.0,1.0
3264,0.0,3.0
3690,1.0,1.0
2413,1.0,1.0
3101,0.0,3.0
3456,0.0,1.0
2256,1.0,1.0
3479,0.0,1.0
2590,0.0,2.0
3630,0.0,1.0
3752,2.0,0.0
2345,0.0,3.0
2537,1.0,0.0
