,x1,x2
3095,2.4,-0.0
2303,1.6,0.0
3352,2.3,-0.0
3043,0.9,1.3
3749,1.9,0.0
3480,1.5,4.2
2446,0.2,3.6
3722,1.5,0.0
3456,3.0,0.0
3927,1.9,0.0
3158,2.6,3.3
3195,3.3,0.0
2297,1.6,0.0
2796,2.3,-0.0
3608,3.0,-0.0
2339,0.0,2.6
2953,1.2,4.2
2473,2.1,3.8
2810,1.4,0.0
2875,1.1,-0.0
2607,1.7,-0.0
2756,2.2,0.0
2085,1.5,-0.0
3435,1.3,0.0
2383,1.6,0.0
3141,2.1,2.6
2933,2.3,4.7
3817,0.9,3.8
2169,1.1,0.0
2451,3.1,0.0
2107,1.4,-0.0
2909,2.1,2.8
2991,1.0,-0.0
3455,2.7,0.0
2206,3.1,-0.0
3564,3.0,-0.0
2661,1.8,0.0
3110,1.7,0.0
3156,2.1,0.0
3196,0.6,2.3
3694,1.2,0.0
3766,2.5,0.0
2354,2.3,0.0
3711,1.9,4.2
3476,0.9,-0.0
2080,1.3,-0.0
2790,2.6,-0.0
2268,2.6,3.8
3842,0.2,4.1
2900,0.1,3.1
2365,1.5,5.7
2427,2.3,-0.0
3703,1.0,0.0
2355,1.6,0.0
2524,2.0,0.0
3767,1.2,0.0
3553,1.7,-0.0
2974,1.6,-0.0
2967,2.6,4.1
3956,1.3,2.3
3198,1.1,1.4
3374,1.7,-0.0
3013,1.9,-0.0
2779,1.8,0.0
2328,2.1,1.1
3670,2.4,0.0
3083,0.1,2.8
3007,2.1,-0.0
2357,2.0,3.1
3045,1.6,0.0
2945,1.7,0.0
3421,2.6,2.1
2160,3.2,0.0
2736,1.6,2.3
2386,2.8,-0.0
2588,1.5,0.0
3164,1.4,0.0
3259,3.3,5.2
3052,1.3,2.8
3683,1.1,0.0
2278,2.5,0.0
3429,2.1,-0.0
2535,0.4,2.1
3337,1.6,0.0
2318,2.5,-0.0
3215,1.2,2.8
2186,0.9,2.6
2381,1.9,0.0
2387,2.6,-0.0
3687,2.8,3.8
2244,2.6,5.2
2313,1.6,-0.0
2412,1.4,5.2
3678,1.3,0.0
3425,1.5,0.0
2976,2.2,-0.0
2190,1.3,0.0
3339,2.1,0.0
3534,0.7,3.8
2709,1.3,0.0
3910,2.6,-0.0
3614,3.4,4.2
3692,0.4,3.1
2797,1.7,-0.0
2323,3.1,-0.0
3831,1.0,4.1
2060,2.1,0.0
2293,1.9,0.0
2901,2.4,0.0
3193,1.4,0.0
2632,0.2,4.2
3022,1.6,-0.0
3969,2.5,0.0
2413,2.1,-0.0
2194,2.0,3.6
2274,2.2,-0.0
2260,1.9,2.1
3701,1.3,-0.0
3298,0.6,2.6
2578,1.6,-0.0
3365,2.5,2.6
2629,2.3,1.2
2056,1.3,-0.0
3117,2.5,-0.0
3433,3.3,0.0
2916,1.6,0.0
3405,1.6,-0.0
3905,0.2,2.6
3496,1.8,1.9
3202,1.9,-0.0
2592,2.5,0.0
2352,0.7,3.6
2672,2.6,0.0
2150,2.5,0.0
2508,1.8,-0.0
2067,1.9,-0.0
3340,1.0,2.3
2523,1.1,4.2
3830,0.8,4.7
2547,1.3,2.6
2516,2.0,-0.0
3378,1.9,-0.0
2613,2.9,-0.0
3752,2.0,0.0
3851,1.5,-0.0
3693,3.1,2.6
2818,1.0,-0.0
2925,2.6,-0.0
2930,1.4,-0.0
2179,2.1,0.0
2212,1.8,2.6
2941,1.8,-0.0
3636,2.1,0.0
2329,2.8,0.0
3573,1.4,-0.0
2514,2.5,3.6
2364,1.6,-0.0
3446,0.2,1.7
2689,0.4,2.6
3135,1.7,-0.0
2589,1.9,4.2
2827,1.9,-0.0
2608,1.5,-0.0
2130,2.6,3.1
2615,1.4,3.1
2290,3.1,4.2
2718,1.2,2.6
3109,1.1,2.6
3963,2.9,0.0
3581,1.6,0.0
3790,1.8,2.1
2485,1.2,-0.0
3318,1.9,-0.0
3396,2.7,3.6
3840,1.3,3.5
2001,1.7,-0.0
3761,1.7,0.0
2122,1.1,0.0
3570,1.5,5.2
2467,2.2,4.7
2415,1.4,0.0
3207,1.0,2.1
3642,1.6,-0.0
2798,2.1,3.5
2288,2.0,-0.0
2801,1.1,0.0
3674,1.2,-0.0
3036,3.1,0.0
3716,1.5,-0.0
2231,2.4,0.0
2811,1.8,-0.0
3525,0.6,2.6
3768,1.3,0.0
3943,1.7,0.0
2973,1.0,0.0
2104,2.5,0.0
3047,2.2,0.0
2425,1.7,-0.0
2360,2.4,0.0
3145,1.3,-0.0
