,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.95,0.95,0.9649999737739563,0.15000000596046448,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[0.6699767500089182, 0.6623591559521949, 1.115514883514894], [-0.06644902217696846]]",0.9950000047683716,4.113499999999999
1,1.0,0.95,0.95,0.4699999988079071,0.0949999988079071,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[0.6699767500089182, 0.6623591559521949, 1.115514883514894], [-0.06644902217696846]]",0.6660000085830688,2.5245
2,1.0,0.95,0.95,0.9300000071525574,0.1599999964237213,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[0.6699767500089182, 0.6623591559521949, 1.115514883514894], [-0.06644902217696846]]",0.9860000610351562,3.718
3,1.0,0.95,0.95,0.49000000953674316,0.13500000536441803,0.985,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[0.6699767500089182, 0.6623591559521949, 1.115514883514894], [-0.06644902217696846]]",0.7020000219345093,2.7065
4,1.0,0.95,0.95,0.9700000286102295,0.15000000596046448,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,1,"[[1.0594062153168633, 1.0397157028961972, 1.1082351524214173], [-0.16258752739310064]]",0.9859999418258667,3.9025
5,1.0,0.95,0.95,0.5600000023841858,0.10000000149011612,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,"[[1.0594062153168633, 1.0397157028961972, 1.1082351524214173], [-0.16258752739310064]]",0.6539999842643738,2.3834999999999997
6,1.0,0.95,0.95,0.9549999833106995,0.11500000208616257,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,"[[1.0594062153168633, 1.0397157028961972, 1.1082351524214173], [-0.16258752739310064]]",0.9919999837875366,4.047
7,1.0,0.95,0.95,0.574999988079071,0.14000000059604645,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,"[[1.0594062153168633, 1.0397157028961972, 1.1082351524214173], [-0.16258752739310064]]",0.5460000038146973,3.0694999999999997
8,1.0,0.95,0.95,0.949999988079071,0.12999999523162842,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,2,"[[0.5775500058797634, 0.4237368571479041, 1.5094001939258832], [-0.025264693328615286]]",0.9819999933242798,4.6465
9,1.0,0.95,0.95,0.38999998569488525,0.07000000029802322,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,"[[0.5775500058797634, 0.4237368571479041, 1.5094001939258832], [-0.025264693328615286]]",0.7559999227523804,2.313
10,1.0,0.95,0.95,0.9200000166893005,0.13500000536441803,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,"[[0.5775500058797634, 0.4237368571479041, 1.5094001939258832], [-0.025264693328615286]]",0.98499995470047,4.175
11,1.0,0.95,0.95,0.2800000011920929,0.07999999821186066,0.96,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,"[[0.5775500058797634, 0.4237368571479041, 1.5094001939258832], [-0.025264693328615286]]",0.781000018119812,2.4764999999999997
