,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.75,0.75,0.95,0.0,0.95,0.95,"[5.0, 5.0]",300.0,0.5,individualized,improvement,0,,0.95,9.35
1,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,0,,0.969,0.7296940000000001
2,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,0,,0.959,0.697542
3,1.0,0.75,0.75,0.915,0.0,0.915,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,0,,0.915,9.225
4,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,0,,0.9540000000000001,0.7008375
5,1.0,0.75,0.75,0.925,0.005,0.925,0.925,"[5.0, 5.0]",300.0,0.5,individualized,improvement,1,,0.9199999999999999,10.2
6,1.0,0.75,0.75,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,1,,0.9100000000000001,0.096677
7,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,1,,0.909,0.10271999999999998
8,1.0,0.75,0.75,0.935,0.0,0.93,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,1,,0.93,9.875
9,1.0,0.75,0.75,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,1,,0.9119999999999999,0.095772
10,1.0,0.75,0.75,0.96,0.0,0.96,0.96,"[5.0, 5.0]",300.0,0.5,individualized,improvement,2,,0.96,9.85
11,1.0,0.75,0.75,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,2,,0.9709999999999999,0.5196609999999999
12,1.0,0.75,0.75,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,2,,0.976,0.5038285
13,1.0,0.75,0.75,0.945,0.005,0.945,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,2,,0.945,8.95
14,1.0,0.75,0.75,0.01,0.01,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,2,,0.9709999999999999,0.4958245000000001
