,x1,x2
3178,1.2,2.1
2214,0.6,4.7
2203,3.1,2.4
2029,3.0,4.0
2198,1.5,3.3
2700,1.5,2.5
3549,0.9,4.2
3889,1.3,1.7
3930,1.7,2.7
2470,2.6,1.5
3393,1.0,2.0
2083,1.5,1.4
3600,2.0,3.6
3170,2.9,4.0
3494,1.4,2.3
2064,0.0,3.5
3513,1.8,3.7
3158,0.2,4.5
3574,1.5,2.0
3921,1.3,2.7
2142,0.2,2.8
3225,1.7,2.1
2251,0.5,1.0
2986,2.6,2.5
3760,1.7,2.9
2766,1.1,2.9
3126,2.7,0.0
2435,0.4,3.0
3704,2.2,2.0
3286,0.2,3.9
3749,-0.0,4.0
3322,2.0,4.8
2447,2.0,2.8
3096,0.2,3.8
2672,2.1,3.5
2663,2.2,1.2
2438,1.1,3.1
3145,2.7,3.9
3995,1.1,2.3
2445,1.3,3.3
2899,2.5,5.0
3222,3.1,5.0
2717,1.5,3.4
2518,0.8,3.3
2780,2.3,3.0
3076,2.8,2.5
2724,1.9,1.4
2763,0.5,4.1
2911,2.7,6.2
2547,1.5,1.9
3795,1.6,3.8
3031,1.4,1.2
3769,1.6,4.9
2362,1.5,2.1
2817,2.5,2.6
3148,1.1,1.3
2356,2.3,2.6
2561,3.6,3.9
2484,1.2,2.3
2106,2.4,0.5
3368,1.7,3.3
3256,2.7,3.1
2290,1.3,2.6
3238,2.5,2.0
3176,1.3,3.6
3955,1.5,3.4
2586,0.7,3.7
3140,1.9,2.8
2968,2.8,1.9
2811,0.2,5.1
2313,2.3,2.6
3165,1.9,1.0
3578,1.8,3.7
3385,1.6,2.7
2699,2.7,3.2
3416,0.8,1.8
2148,0.5,3.6
3657,1.1,2.3
2641,0.2,3.1
3585,2.5,2.1
2777,2.7,2.3
2878,2.8,3.2
2116,2.0,3.0
2888,0.5,2.6
3564,1.6,2.2
3953,1.5,2.1
2001,2.3,2.8
2630,1.5,2.6
2584,1.2,2.6
3616,1.1,2.3
2954,1.3,1.1
2768,2.0,4.1
2215,1.2,2.8
3609,2.1,1.1
2256,2.2,3.9
3019,1.3,2.0
3506,0.7,2.6
2877,2.4,0.8
2921,1.7,3.3
3742,1.3,2.3
3068,2.0,3.5
3850,1.8,2.8
3681,2.4,3.4
2169,1.8,2.0
2542,1.4,4.7
2998,0.3,1.8
3307,0.9,1.4
2690,0.4,3.2
3290,1.1,2.4
3612,1.6,2.7
3183,1.6,2.2
3635,0.7,2.0
3947,0.0,1.6
2531,1.2,0.6
2172,0.5,1.8
2863,2.9,3.4
2068,1.7,2.9
2036,-0.0,2.5
2571,3.2,2.1
3231,0.5,5.1
2802,0.6,5.6
3105,1.5,2.5
2124,3.8,0.9
2760,0.8,3.4
3346,3.0,4.3
3269,0.9,2.0
3048,1.9,4.5
3376,1.5,1.3
2660,2.1,3.5
2245,1.6,2.2
2812,1.9,0.6
3994,3.4,0.6
3897,0.7,3.3
3172,1.5,3.0
3865,1.1,2.6
2329,1.7,2.0
2528,1.3,1.8
2993,2.4,4.0
3882,0.5,3.5
2951,2.3,2.1
3142,1.5,1.8
3608,0.6,3.4
2608,1.5,2.5
3539,3.0,4.5
2713,1.4,1.5
2287,1.9,1.5
3249,0.8,2.6
3724,2.8,1.6
3630,1.8,3.7
3611,2.3,2.3
3379,3.1,2.4
2394,2.5,1.5
3015,2.0,2.5
2573,1.9,0.5
3364,0.6,2.4
2345,2.9,0.3
3810,1.4,0.4
2930,1.2,1.2
3336,2.0,2.4
2511,2.6,3.8
3900,2.8,2.1
2981,2.3,3.3
2736,1.9,2.1
3528,1.8,0.8
2941,2.3,2.7
3318,1.9,0.7
2928,3.5,2.0
3018,2.5,4.4
3277,2.1,2.8
3260,2.1,1.7
2179,2.1,1.8
2798,1.0,1.6
2415,1.4,2.0
3893,1.2,3.8
2846,2.7,2.1
3180,1.8,3.0
3009,1.9,2.2
2422,1.8,0.4
2734,2.2,1.6
3846,1.7,3.3
3943,1.5,4.6
3485,2.3,4.2
2709,2.1,0.5
2178,1.0,2.8
2074,1.5,1.5
2494,2.1,4.7
3266,2.4,2.6
3946,0.1,1.4
2397,0.1,1.7
2704,0.8,2.4
2613,1.1,2.6
3224,2.7,3.7
3386,2.3,2.7
2893,5.6,3.4
2316,1.6,2.4
2824,2.8,4.5
3191,3.4,2.6
3389,3.1,2.9
3343,-0.0,5.4
2729,2.1,2.0
