r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,1.0,,0.9499999999999998,0.0016666666666666668,0.4486773333333334,0.0,0.0,0.0,0.0,,0.03465544690232678,0.002886751345948129,0.3224230780703102
individualized,acceptance,0.85,0.85,1.0,1.0,,0.8876666666666667,0.0,0.3223188333333334,0.0,0.0,0.0,0.0,,0.17118508502008375,0.0,0.2692689276078533
individualized,acceptance,0.9,0.9,1.0,1.0,,0.6056666666666667,0.0016666666666666668,0.10411633333333332,0.0,0.0,0.0,0.0,,0.05396603870336732,0.002886751345948129,0.006791681609390509
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.6816666666666666,0.0016666666666666668,0.10281233333333334,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.18002592405910137,0.002886751345948129,0.00965532683720926
subpopulation,acceptance,0.75,0.75,1.0,1.0,,0.9456666666666665,0.005,0.4308113333333334,0.0,0.0,0.0,0.0,,0.030369941279714933,0.005,0.3077273122467087
subpopulation,acceptance,0.85,0.85,1.0,1.0,,0.8856666666666667,0.0,0.3193706666666667,0.0,0.0,0.0,0.0,,0.17814694309286744,0.0,0.24462198611650451
subpopulation,acceptance,0.9,0.9,1.0,1.0,,0.5963333333333333,0.0016666666666666668,0.104807,0.0,0.0,0.0,0.0,,0.045390894828515285,0.002886751345948129,0.006054110339265375
subpopulation,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.6656666666666666,0.0,11.0375,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.1821546961605254,0.0,0.08838834764831845
individualized,counterfactual,0.75,0.75,1.0,1.0,,0.948,0.0016666666666666668,0.43469683333333337,0.0,0.0,0.0,0.0,,0.03482814953453597,0.002886751345948129,0.3033771471668282
individualized,counterfactual,0.85,0.85,1.0,1.0,,0.8836666666666666,0.0016666666666666668,0.32047183333333334,0.0,0.0,0.0,0.0,,0.16951204480311524,0.002886751345948129,0.2559729494938544
individualized,counterfactual,0.9,0.9,1.0,1.0,,0.5936666666666667,0.0016666666666666668,0.09992933333333333,0.0,0.0,0.0,0.0,,0.041052811515575105,0.002886751345948129,0.0041955727062384825
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.6713333333333334,0.0016666666666666668,10.950000000000001,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.17990089864515224,0.002886751345948129,0.1322875655532294
individualized,improvement,0.75,0.75,1.0,0.945,0.945,0.9433333333333334,0.945,9.799999999999999,0.0,0.0,0.0,0.0180277563773199,0.0180277563773199,0.020816659994661344,0.0180277563773199,0.4272001872658764
individualized,improvement,0.85,0.85,1.0,0.9349999999999999,0.9333333333333332,0.934,0.9333333333333332,9.625,0.0,0.0,0.0,0.013228756555322902,0.014433756729740593,0.012288205727444518,0.014433756729740593,0.1999999999999993
individualized,improvement,0.9,0.9,1.0,0.9566666666666666,0.9566666666666666,0.956,0.9566666666666666,10.258333333333335,0.0,0.0,0.0,0.020207259421636918,0.020207259421636918,0.020808652046684892,0.020207259421636918,0.20052015692526537
individualized,improvement,0.9499999999999998,0.9499999999999998,1.0,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.9866666666666667,0.10405166666666667,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.00763762615825974,0.00763762615825974,0.007637626158259631,0.00763762615825974,0.01174659431849646
subpopulation,improvement,0.75,0.75,1.0,0.93,,0.93,0.9316666666666666,9.35,0.0,0.0,0.0,0.014999999999999958,,0.014999999999999958,0.015275252316519434,0.47500000000000037
subpopulation,improvement,0.85,0.85,1.0,0.9400000000000001,,0.9393333333333335,0.9400000000000001,9.674999999999999,0.0,0.0,0.0,0.00866025403784433,,0.007505553499465077,0.00866025403784433,0.22220486043288917
subpopulation,improvement,0.9,0.9,1.0,0.96,,0.9593333333333334,0.96,10.65,0.0,0.0,0.0,0.015000000000000013,,0.015044378795195691,0.015000000000000013,0.6905613658466571
subpopulation,improvement,0.9499999999999998,0.9499999999999998,1.0,0.9783333333333332,,0.9783333333333332,0.9783333333333332,0.10006999999999999,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.010408329997330672,,0.010408329997330672,0.010408329997330672,0.009480235242334448
