,years_experience,degree
3609,0.0,3.0
3118,0.0,2.0
2386,3.0,0.0
2732,1.0,0.0
3400,0.0,1.0
3784,0.0,1.0
2434,0.0,3.0
3256,0.0,1.0
3259,0.0,1.0
3989,3.0,0.0
3739,1.0,0.0
3276,0.0,1.0
3771,0.0,3.0
2267,2.0,1.0
2473,2.0,0.0
3506,2.0,0.0
3893,0.0,1.0
3380,0.0,2.0
2483,0.0,3.0
2588,1.0,1.0
2579,0.0,2.0
2474,0.0,1.0
2463,0.0,2.0
2592,3.0,0.0
3451,2.0,0.0
3456,0.0,1.0
3921,2.0,0.0
2135,0.0,1.0
3079,1.0,0.0
3971,3.0,0.0
2881,0.0,1.0
2309,0.0,1.0
3279,1.0,0.0
2824,0.0,3.0
3488,0.0,2.0
3326,0.0,3.0
3526,2.0,1.0
3841,0.0,3.0
2544,0.0,1.0
2615,0.0,3.0
3254,0.0,1.0
2059,1.0,0.0
2586,0.0,1.0
3249,0.0,1.0
3213,0.0,1.0
2305,0.0,1.0
2482,0.0,3.0
3777,0.0,0.0
2519,0.0,2.0
2048,1.0,1.0
3345,0.0,3.0
2433,2.0,0.0
3895,0.0,3.0
3162,0.0,1.0
2661,1.0,1.0
2442,0.0,1.0
2387,1.0,1.0
2484,0.0,2.0
2821,1.0,0.0
3319,0.0,1.0
3750,1.0,0.0
3585,0.0,1.0
3028,1.0,1.0
2927,0.0,3.0
3107,0.0,1.0
2728,0.0,1.0
3748,0.0,1.0
2521,1.0,1.0
3780,2.0,0.0
3556,0.0,2.0
3037,0.0,2.0
2432,2.0,0.0
3305,0.0,0.0
2095,0.0,3.0
2747,0.0,3.0
3443,0.0,2.0
3075,0.0,1.0
2425,0.0,1.0
3664,0.0,3.0
2001,0.0,1.0
3657,1.0,1.0
2215,3.0,0.0
3720,1.0,0.0
2385,0.0,3.0
3241,0.0,3.0
2654,0.0,1.0
3591,0.0,3.0
3832,0.0,2.0
3232,2.0,0.0
2622,0.0,3.0
2086,0.0,3.0
2108,1.0,1.0
2529,0.0,2.0
2256,0.0,1.0
2763,0.0,3.0
3904,0.0,2.0
3622,0.0,1.0
2400,0.0,3.0
3858,2.0,0.0
3814,1.0,0.0
3237,0.0,2.0
3702,0.0,2.0
3677,0.0,1.0
2869,0.0,1.0
2018,1.0,1.0
2587,0.0,1.0
3466,0.0,1.0
2317,0.0,3.0
2975,0.0,1.0
3058,0.0,1.0
2984,0.0,1.0
2391,0.0,3.0
3252,1.0,0.0
3880,0.0,0.0
3649,0.0,1.0
3427,1.0,2.0
2222,0.0,2.0
3178,1.0,1.0
2126,0.0,1.0
3327,0.0,2.0
3001,1.0,1.0
3078,0.0,1.0
3927,0.0,1.0
3182,0.0,2.0
2965,0.0,3.0
2953,0.0,2.0
3265,0.0,2.0
3834,1.0,1.0
3457,0.0,3.0
2608,1.0,0.0
3413,0.0,1.0
2695,0.0,1.0
3500,1.0,1.0
2892,3.0,0.0
2625,0.0,1.0
3105,0.0,1.0
3846,1.0,2.0
3552,2.0,0.0
3396,0.0,3.0
2992,0.0,3.0
3531,0.0,1.0
2492,1.0,0.0
2342,0.0,3.0
2397,0.0,1.0
2771,1.0,0.0
2525,0.0,1.0
2194,0.0,3.0
2079,3.0,0.0
3108,0.0,2.0
2175,0.0,1.0
2177,0.0,1.0
3069,0.0,2.0
2880,0.0,3.0
2690,1.0,1.0
3425,1.0,1.0
2325,0.0,2.0
2419,2.0,0.0
2820,0.0,1.0
3052,0.0,2.0
2583,1.0,0.0
3577,2.0,1.0
2487,0.0,3.0
2368,1.0,1.0
3129,0.0,3.0
3047,0.0,3.0
3497,0.0,3.0
2724,1.0,1.0
2911,0.0,1.0
2558,0.0,1.0
3277,0.0,2.0
2603,1.0,1.0
3804,0.0,2.0
3914,0.0,1.0
3377,0.0,3.0
3704,0.0,3.0
2113,0.0,1.0
3848,0.0,1.0
3117,0.0,1.0
2642,2.0,0.0
2542,0.0,2.0
3258,0.0,1.0
3867,0.0,3.0
3064,0.0,1.0
3756,0.0,1.0
3433,1.0,2.0
3310,0.0,1.0
2413,0.0,1.0
2142,3.0,0.0
2731,0.0,3.0
2376,0.0,3.0
3694,0.0,2.0
3384,0.0,1.0
3559,0.0,3.0
3683,0.0,2.0
3282,0.0,2.0
3740,0.0,3.0
2191,0.0,3.0
2585,1.0,1.0
3439,0.0,3.0
3125,0.0,1.0
