,senior-level_skill
3290,1.0
3316,1.0
3421,1.0
3606,1.0
2962,1.0
3307,1.0
3637,1.0
2574,1.0
2536,1.0
3762,1.0
2830,1.0
2611,1.0
2000,1.0
3913,1.0
2842,1.0
3501,0.0
3441,1.0
3684,1.0
3571,1.0
3284,0.0
2236,1.0
2530,1.0
3399,1.0
3520,1.0
3091,1.0
3186,1.0
3775,1.0
2844,0.0
2137,1.0
3278,1.0
2485,1.0
3656,1.0
2633,1.0
3820,1.0
2610,1.0
3437,1.0
3299,1.0
2865,1.0
2555,1.0
3451,1.0
2175,1.0
3680,1.0
2771,1.0
3415,1.0
3405,1.0
3897,1.0
3361,1.0
3388,1.0
3301,1.0
3575,1.0
3769,1.0
3143,1.0
3623,1.0
2459,1.0
3870,1.0
3776,1.0
3037,1.0
3157,1.0
2523,1.0
3993,1.0
3272,1.0
2421,1.0
3083,1.0
2046,1.0
3122,1.0
2016,1.0
2180,1.0
3953,1.0
2757,1.0
2156,1.0
3144,1.0
3078,1.0
3934,1.0
2541,1.0
2185,1.0
3838,1.0
2652,1.0
3438,1.0
2931,1.0
2840,1.0
2465,1.0
3015,1.0
2994,1.0
2693,1.0
2509,1.0
2076,1.0
3221,0.0
3391,1.0
3360,1.0
3032,1.0
3942,1.0
2318,1.0
2322,1.0
3102,1.0
3444,1.0
2265,1.0
2767,1.0
2338,1.0
3922,1.0
3422,1.0
2803,1.0
3842,1.0
2623,1.0
2764,1.0
3532,1.0
2887,1.0
3692,0.0
3896,1.0
3139,1.0
3213,1.0
3294,1.0
3194,1.0
3801,1.0
3750,1.0
3642,1.0
2646,1.0
3197,1.0
3583,0.0
3455,1.0
2114,1.0
2107,1.0
3060,1.0
2342,1.0
3010,1.0
3987,1.0
2435,1.0
3212,1.0
2096,1.0
3796,1.0
3589,1.0
2328,1.0
2258,1.0
3282,1.0
3344,1.0
3613,1.0
3241,1.0
3824,0.0
3362,1.0
3651,1.0
2587,1.0
2422,1.0
3304,1.0
2085,1.0
3795,1.0
2491,1.0
2205,1.0
2010,1.0
2724,1.0
3321,1.0
3266,1.0
3555,1.0
2940,1.0
2470,1.0
2118,1.0
3077,1.0
2194,1.0
3566,1.0
3433,1.0
2294,1.0
2425,1.0
2196,1.0
2666,1.0
2734,1.0
3224,1.0
3685,1.0
3725,1.0
3027,1.0
2766,1.0
2432,1.0
2379,1.0
3806,1.0
3096,1.0
3952,0.0
3939,1.0
3862,1.0
2488,1.0
3158,1.0
3303,1.0
3492,1.0
3770,1.0
3823,1.0
2588,1.0
2030,1.0
2203,1.0
2408,1.0
2183,1.0
3163,1.0
3979,1.0
3408,0.0
3112,1.0
3779,1.0
3970,0.0
2197,0.0
2482,1.0
2052,1.0
2285,1.0
2021,1.0
2209,1.0
2857,1.0
3372,1.0
