,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,0.98,0.95,0.95,0.9489796161651611,0.030612245202064514,0.9489795918367347,0.9489795918367347,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,9,,0.9489795565605164,1.9923469387755102
1,1.0,0.95,0.95,0.05999999865889549,0.03500000014901161,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,9,,0.9160000681877136,0.9129999999999998
2,1.0,0.95,0.95,0.04500000178813934,0.009999999776482582,0.995,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,9,,0.909000039100647,0.8959999999999999
3,0.98,0.95,0.95,0.8979591727256775,0.020408162847161293,0.8979591836734694,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,9,,0.9102040529251099,1.731122448979592
4,1.0,0.95,0.95,0.05000000074505806,0.014999999664723873,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,9,,0.9059999585151672,0.9175
5,0.98,0.95,0.95,0.9642857313156128,0.10204081982374191,0.8775510204081632,0.9642857142857143,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,0,,0.9632652997970581,1.9566326530612246
6,1.0,0.95,0.95,0.10000000149011612,0.09000000357627869,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,0,,0.3570000231266022,1.1035
7,1.0,0.95,0.95,0.17499999701976776,0.16500000655651093,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,0,,0.4389999806880951,1.0910000000000002
8,0.975,0.95,0.95,0.9230769276618958,0.13333334028720856,0.7794871794871795,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,0,,0.9220512509346008,1.64974358974359
9,1.0,0.95,0.95,0.1599999964237213,0.1550000011920929,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,0,,0.39899998903274536,1.0804999999999998
10,1.0,0.95,0.95,0.9599999785423279,0.0,0.96,0.96,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,7,,0.9609999656677246,2.0605
11,1.0,0.95,0.95,0.004999999888241291,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,7,,0.925000011920929,0.5455
12,1.0,0.95,0.95,0.004999999888241291,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,7,,0.9220000505447388,0.5429999999999999
13,0.995,0.95,0.95,0.9195979833602905,0.0,0.9195979899497487,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,7,,0.9195979833602905,1.7969849246231158
14,1.0,0.95,0.95,0.004999999888241291,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,7,,0.9229999780654907,0.5345
15,0.965,0.95,0.95,0.9481865167617798,0.010362694039940834,0.9326424870466321,0.9481865284974094,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,6,,0.9450777173042297,1.93419689119171
