,senior-level_skill
2152,0.0
3904,0.0
2492,0.0
3273,0.0
3976,0.0
3056,0.0
2750,0.0
2060,0.0
2812,0.0
3579,0.0
3783,0.0
2986,0.0
3241,0.0
2597,0.0
2641,0.0
2978,0.0
3269,0.0
2913,0.0
2210,0.0
3747,0.0
2775,0.0
3404,0.0
2275,0.0
3944,0.0
2081,0.0
2632,0.0
2864,0.0
3693,0.0
3619,0.0
2374,0.0
3357,0.0
3019,0.0
3781,0.0
3726,0.0
2338,0.0
2098,0.0
2323,0.0
2608,0.0
3569,0.0
3511,0.0
3530,0.0
3532,0.0
3931,0.0
3213,0.0
3092,0.0
3040,0.0
3006,0.0
3407,0.0
3583,0.0
3291,0.0
3062,0.0
3727,0.0
2694,0.0
2212,0.0
3913,0.0
2660,0.0
2379,0.0
3016,0.0
3048,0.0
3839,0.0
3268,0.0
2455,0.0
2416,0.0
3152,0.0
2703,0.0
3834,0.0
3708,0.0
3669,0.0
3184,0.0
2540,0.0
3438,0.0
3516,0.0
2787,0.0
3037,0.0
2117,0.0
3494,0.0
2633,0.0
2749,0.0
3644,0.0
2624,0.0
3523,0.0
2971,0.0
2949,0.0
2340,0.0
3846,0.0
2984,0.0
2466,0.0
2077,0.0
3458,0.0
2790,0.0
3295,0.0
3538,0.0
2588,0.0
3520,0.0
3136,0.0
2313,0.0
2774,0.0
2292,0.0
3940,0.0
3446,0.0
2319,0.0
2516,0.0
3424,0.0
3748,0.0
2169,0.0
3238,0.0
3792,0.0
2515,0.0
2297,0.0
3170,0.0
2415,0.0
3521,0.0
2230,0.0
3128,0.0
2470,0.0
3855,0.0
2110,0.0
2471,0.0
2420,0.0
3337,0.0
2166,0.0
3221,0.0
3563,0.0
2398,0.0
3244,0.0
3958,0.0
2591,0.0
3775,0.0
2284,0.0
3929,0.0
2237,0.0
2159,0.0
2130,0.0
2838,0.0
3139,0.0
3497,0.0
2336,0.0
2135,0.0
2057,0.0
3216,0.0
2950,0.0
3522,0.0
2646,0.0
2862,0.0
2653,0.0
3713,0.0
2541,0.0
2921,0.0
3585,0.0
2317,0.0
2040,0.0
2937,0.0
3272,0.0
2339,0.0
3841,0.0
2044,0.0
2479,0.0
2783,0.0
3387,0.0
2562,0.0
2822,0.0
2819,0.0
2746,0.0
3790,0.0
2286,0.0
3161,0.0
2609,0.0
2105,0.0
2070,0.0
3285,0.0
2396,0.0
3052,0.0
2687,0.0
3797,0.0
2106,0.0
2551,0.0
3760,0.0
2543,0.0
2963,0.0
3177,0.0
2223,0.0
2658,0.0
3309,0.0
3527,0.0
2627,0.0
2759,0.0
3766,0.0
3104,0.0
3543,0.0
2491,0.0
2127,0.0
3005,0.0
3699,0.0
3045,0.0
3449,0.0
3301,0.0
2120,0.0
2720,0.0
3281,0.0
2689,0.0
