,x1,x2
3822,1.3,3.1
3073,1.6,0.0
3467,1.3,0.0
2670,0.9,0.0
2844,1.6,-0.0
3471,1.6,0.0
2072,0.5,2.1
2175,0.7,2.1
2450,0.1,3.0
3757,1.8,0.0
3948,1.6,0.0
3510,1.2,0.0
3877,2.0,0.0
3569,1.7,0.0
2799,2.1,4.1
2075,2.8,-0.0
3599,1.5,-0.0
3249,-0.0,3.1
3519,1.1,-0.0
3658,1.2,0.0
3407,0.0,2.1
3328,2.5,-0.0
2707,1.9,-0.0
3607,1.5,-0.0
2221,2.6,0.0
3841,1.6,-0.0
2240,1.4,-0.0
2565,2.0,0.0
3830,1.0,0.0
2761,1.6,-0.0
2538,2.4,0.0
3432,1.5,-0.0
3017,0.5,1.4
3167,0.8,0.0
3941,2.1,-0.0
3625,2.2,1.3
2152,0.7,2.8
2271,2.3,0.0
3831,2.6,-0.0
3037,1.4,0.0
2163,1.8,-0.0
2778,1.2,0.0
2822,2.3,2.6
3832,1.4,2.1
3601,1.7,0.0
3957,0.3,2.6
3290,0.0,4.7
2888,1.4,2.1
3053,0.9,1.9
3317,0.9,1.4
3882,1.1,-0.0
2245,1.9,0.0
3155,1.1,2.1
3160,0.9,-0.0
3558,1.5,-0.0
3337,1.2,0.0
3517,0.7,1.8
2257,1.3,2.6
3943,2.0,-0.0
2398,3.0,-0.0
3344,2.0,0.0
2516,0.9,3.1
2273,1.0,-0.0
2065,0.7,5.6
2131,1.8,-0.0
2843,1.2,-0.0
2290,0.3,2.1
3966,2.4,0.0
2297,0.0,2.1
2505,0.8,2.6
2218,0.9,3.6
3817,1.1,2.6
3620,1.3,1.8
2958,0.0,1.6
3309,1.9,-0.0
3091,3.1,-0.0
3979,1.2,-0.0
2631,2.6,3.7
2026,1.5,-0.0
3584,1.8,-0.0
3180,1.3,-0.0
2024,1.1,-0.0
3502,1.7,-0.0
2150,1.3,0.0
3546,1.5,0.0
2574,0.7,3.8
2503,1.3,-0.0
2039,1.5,-0.0
2165,1.9,-0.0
2532,0.7,1.3
2956,1.1,0.0
2462,1.5,3.1
3068,1.6,0.0
2333,2.2,0.0
3213,1.3,-0.0
2720,1.2,-0.0
2623,0.3,1.3
2212,2.1,-0.0
2159,0.7,4.1
2928,1.6,0.0
2154,1.0,0.0
3659,2.0,-0.0
3803,2.3,-0.0
2980,1.7,-0.0
3159,3.0,-0.0
2566,1.8,2.3
3019,2.2,0.0
3784,1.6,-0.0
2835,1.5,-0.0
3700,2.6,0.0
3995,2.8,3.6
2321,1.4,2.6
2942,1.0,4.2
2376,2.1,1.9
2897,1.8,0.0
2498,2.5,-0.0
3944,3.4,0.0
2873,1.8,4.2
2373,1.3,0.0
3311,1.4,2.6
2214,1.2,0.0
3846,1.3,3.1
3575,1.7,3.1
3907,2.1,-0.0
3064,2.3,0.0
3419,1.3,2.8
3333,2.8,-0.0
2687,2.1,5.7
3251,1.4,-0.0
2978,1.5,0.0
3743,1.7,-0.0
3772,2.1,1.5
2403,2.0,-0.0
2475,1.6,2.8
2423,1.5,-0.0
3000,1.6,0.0
2624,1.9,-0.0
3764,1.2,-0.0
3154,3.1,3.1
3636,2.1,2.6
2919,1.0,0.0
3927,1.6,0.0
2779,1.6,-0.0
2810,1.8,-0.0
2583,0.9,-0.0
2767,1.0,2.6
3635,1.7,-0.0
2841,2.8,0.0
3489,1.5,0.0
2523,3.8,-0.0
3968,1.2,-0.0
2970,2.5,0.0
3677,2.2,-0.0
2786,1.5,2.3
3055,1.6,2.3
3914,1.4,2.6
2996,1.3,-0.0
2788,1.0,0.0
3366,2.7,0.0
2253,1.9,-0.0
3818,0.9,0.0
3814,1.5,-0.0
2581,2.5,1.0
3474,0.9,-0.0
2028,2.8,-0.0
2586,1.0,-0.0
3388,2.2,-0.0
3722,0.2,1.3
3398,1.4,0.0
2519,0.2,2.6
2120,0.4,3.1
2511,1.6,-0.0
2537,2.5,0.0
3352,1.4,4.1
3931,1.5,0.0
2853,0.7,1.8
3593,1.9,-0.0
2138,1.6,0.0
2740,1.7,0.0
3267,1.5,4.2
2320,1.3,-0.0
3910,1.0,2.1
2560,1.3,0.0
3754,1.3,-0.0
2790,1.2,-0.0
2998,1.5,-0.0
3516,0.0,4.0
3921,1.7,0.0
2595,1.8,3.8
2153,1.7,-0.0
3940,1.7,0.0
3788,1.3,2.6
2324,3.1,3.1
2205,0.1,3.3
3580,1.8,0.0
2731,1.1,0.0
3816,2.0,-0.0
2923,2.0,0.0
3833,1.7,2.1
3263,1.9,0.0
