,y_hat
11750,False
10222,False
15420,False
11830,False
17091,False
16468,False
12681,False
18878,False
12878,False
15850,False
10699,False
18462,False
11005,False
17410,False
18305,False
19737,False
13434,False
12384,False
13763,False
19768,False
18236,False
12423,False
16045,False
10955,False
14211,False
16324,False
15018,False
17552,False
11153,False
17715,False
16978,False
14893,False
12333,False
12319,False
11569,False
16594,False
11991,False
16691,False
19473,False
18119,False
16282,False
16443,False
14387,False
17858,False
16362,False
13704,False
10238,False
13174,False
19596,False
16649,False
11574,False
15899,False
18810,False
15884,False
14374,False
17223,False
16300,False
10872,False
13710,False
14878,False
17924,False
11615,False
17818,False
16025,False
17115,False
15949,False
14060,False
18644,False
17524,False
10240,False
11117,False
15630,False
19881,False
14436,False
13885,False
12799,False
18845,False
12257,False
17941,False
10139,False
12280,False
10778,False
17979,False
14699,False
14274,False
14184,False
13820,False
15858,False
12372,False
17622,False
19073,False
11683,False
17679,False
10712,False
11369,False
18077,False
18168,False
10786,False
19378,False
14571,False
19705,False
15886,False
15372,False
19236,False
14451,False
12544,False
18182,False
15300,False
18558,False
18306,False
11298,False
13440,False
10306,False
17972,False
14997,False
15194,False
18471,False
13744,False
16089,False
11914,False
14632,False
15270,False
13893,False
16481,False
19403,False
13458,False
13251,False
13894,False
11399,False
18115,False
15954,False
15783,False
11919,False
15830,False
10851,False
16967,False
15120,False
16927,False
11947,False
19651,False
15170,False
16689,False
15337,False
18324,False
19676,False
19308,False
14698,False
19222,False
12564,False
12246,False
12853,False
13273,False
18968,False
13889,False
10419,False
17695,False
19640,False
10008,False
13068,False
10702,False
19552,False
19541,False
10386,False
14625,False
10947,False
11834,False
14288,False
16576,False
14148,False
11621,False
18488,False
16804,False
12282,False
14534,False
15059,False
17659,False
12732,False
13289,False
16098,False
16059,False
15175,False
16036,False
10172,False
15230,False
13699,False
19208,False
11042,False
16266,False
17722,False
18050,False
13223,False
13625,False
14004,False
18839,False
14942,False
17168,False
15355,False
19307,False
14596,False
17683,False
