,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,2.0,0.0,0.752092,6.0,5.0,6.0
2001,4.0,2.0,0.27537107,4.0,4.0,2.0
2002,6.0,0.0,0.7184609,3.0,4.0,2.0
2003,1.0,2.0,0.59386766,2.0,10.0,8.0
2004,5.0,1.0,0.32325137,3.0,1.0,1.0
2005,5.0,2.0,0.22045231,4.0,1.0,0.0
2006,5.0,2.0,0.5615698,7.0,0.0,4.0
2007,5.0,0.0,0.986936,3.0,5.0,1.0
2008,5.0,0.0,0.40163088,3.0,9.0,5.0
2009,0.0,0.0,0.5915133,2.0,5.0,3.0
2010,7.0,1.0,0.6437353,9.0,3.0,4.0
2011,6.0,0.0,0.43329728,4.0,3.0,4.0
2012,3.0,0.0,0.98911023,6.0,3.0,2.0
2013,1.0,1.0,0.31748414,3.0,5.0,8.0
2014,2.0,2.0,0.7868092,1.0,2.0,2.0
2015,4.0,1.0,0.42628467,4.0,6.0,1.0
2016,2.0,2.0,0.29201972,4.0,1.0,4.0
2017,3.0,0.0,0.26508045,5.0,24.0,6.0
2018,2.0,2.0,0.7821249,1.0,1.0,9.0
2019,3.0,0.0,0.76125383,5.0,2.0,7.0
2020,5.0,1.0,0.024162412,3.0,12.0,9.0
2021,0.0,2.0,0.090914726,2.0,4.0,4.0
2022,4.0,2.0,0.730652,4.0,13.0,4.0
2023,4.0,0.0,0.95526934,4.0,2.0,3.0
2024,4.0,0.0,0.7848096,4.0,3.0,5.0
2025,5.0,2.0,0.63378274,1.0,7.0,2.0
2026,4.0,0.0,0.61824393,6.0,7.0,1.0
2027,4.0,0.0,0.86424935,3.0,3.0,1.0
2028,5.0,2.0,0.12035859,7.0,5.0,4.0
2029,6.0,1.0,0.79621947,3.0,4.0,3.0
2030,5.0,1.0,0.4487338,2.0,4.0,5.0
2031,3.0,0.0,0.78663933,3.0,4.0,1.0
2032,6.0,0.0,0.34502935,2.0,1.0,4.0
2033,2.0,2.0,0.14465153,1.0,2.0,2.0
2034,2.0,0.0,0.558035,4.0,10.0,2.0
2035,3.0,2.0,0.69947314,4.0,9.0,3.0
2036,0.0,0.0,0.84588146,9.0,5.0,8.0
2037,3.0,0.0,0.93511415,3.0,11.0,1.0
2038,3.0,0.0,0.6396079,2.0,10.0,10.0
2039,4.0,2.0,0.2808199,2.0,8.0,4.0
2040,4.0,1.0,0.67122114,2.0,1.0,1.0
2041,3.0,3.0,0.8555486,5.0,1.0,3.0
2042,2.0,2.0,0.6011028,4.0,2.0,0.0
2043,0.0,1.0,0.8473147,6.0,1.0,8.0
2044,1.0,0.0,0.6406504,6.0,4.0,4.0
2045,2.0,2.0,0.9704865,3.0,7.0,3.0
2046,4.0,3.0,0.018503428,2.0,5.0,3.0
2047,0.0,2.0,0.9979236,9.0,0.0,6.0
2048,2.0,2.0,0.43974543,1.0,6.0,2.0
2049,4.0,0.0,0.5054451,3.0,2.0,2.0
2050,1.0,0.0,0.61471796,5.0,5.0,1.0
2051,3.0,3.0,0.19535398,5.0,8.0,6.0
2052,0.0,2.0,0.45392334,4.0,1.0,8.0
2053,3.0,3.0,0.73304045,3.0,4.0,1.0
2054,5.0,0.0,0.8147377,1.0,8.0,3.0
2055,4.0,2.0,0.6201248,6.0,12.0,5.0
2056,6.0,1.0,0.025542855,3.0,1.0,8.0
2057,4.0,0.0,0.32676685,1.0,0.0,0.0
2058,1.0,0.0,0.4821813,4.0,3.0,4.0
2059,3.0,0.0,0.40192735,6.0,0.0,1.0
2060,3.0,2.0,0.18563032,9.0,9.0,4.0
2061,1.0,2.0,0.24611068,5.0,0.0,3.0
2062,2.0,2.0,0.7770885,4.0,11.0,2.0
2063,1.0,3.0,0.95863664,3.0,4.0,3.0
2064,8.0,0.0,0.4072683,3.0,11.0,8.0
2065,1.0,2.0,0.6716238,1.0,3.0,0.0
2066,2.0,0.0,0.79842377,0.0,5.0,8.0
2067,3.0,0.0,0.98813665,3.0,4.0,3.0
2068,7.0,2.0,0.6402136,8.0,7.0,9.0
2069,1.0,0.0,0.2683649,4.0,4.0,5.0
2070,3.0,3.0,0.4908147,5.0,15.0,1.0
2071,1.0,3.0,0.698066,4.0,6.0,2.0
2072,2.0,2.0,0.06057942,6.0,4.0,7.0
2073,5.0,2.0,0.8158797,4.0,5.0,1.0
2074,0.0,2.0,0.41946065,5.0,0.0,2.0
2075,1.0,0.0,0.9401282,4.0,1.0,9.0
2076,0.0,3.0,0.78217864,3.0,0.0,1.0
2077,2.0,0.0,0.03423357,5.0,0.0,3.0
2078,0.0,1.0,0.9858463,5.0,5.0,5.0
2079,4.0,0.0,0.8514731,6.0,8.0,2.0
2080,5.0,1.0,0.75820804,3.0,1.0,6.0
2081,6.0,0.0,0.38790512,7.0,3.0,5.0
2082,1.0,0.0,0.22543979,4.0,0.0,5.0
2083,9.0,0.0,0.13995934,1.0,2.0,8.0
2084,1.0,1.0,0.13124299,7.0,0.0,3.0
2085,5.0,0.0,0.5107155,2.0,5.0,5.0
2086,4.0,0.0,0.11694634,5.0,3.0,8.0
2087,0.0,2.0,0.15655982,3.0,3.0,2.0
2088,1.0,2.0,0.83904874,7.0,3.0,2.0
2089,3.0,0.0,0.81057703,5.0,0.0,0.0
2090,3.0,1.0,0.7685907,4.0,0.0,1.0
2091,2.0,2.0,0.45572472,0.0,1.0,1.0
2092,1.0,0.0,0.19972599,3.0,20.0,3.0
2093,3.0,2.0,0.06937075,4.0,0.0,2.0
2094,3.0,2.0,0.3573649,0.0,5.0,6.0
2095,1.0,0.0,0.46622896,7.0,5.0,2.0
2096,5.0,2.0,0.6015222,2.0,3.0,2.0
2097,2.0,1.0,0.7692753,2.0,1.0,2.0
2098,3.0,1.0,0.24063122,3.0,4.0,1.0
2099,1.0,1.0,0.49327564,10.0,3.0,2.0
2100,2.0,3.0,0.5005168,3.0,3.0,9.0
2101,4.0,2.0,0.5166215,2.0,4.0,3.0
2102,7.0,1.0,0.21991467,5.0,5.0,6.0
2103,1.0,1.0,0.2218256,4.0,4.0,2.0
2104,2.0,3.0,0.015192628,6.0,8.0,7.0
2105,1.0,2.0,0.3684832,3.0,3.0,3.0
2106,4.0,0.0,0.81483984,4.0,6.0,7.0
2107,3.0,2.0,0.08317447,1.0,4.0,7.0
2108,2.0,3.0,0.33414066,3.0,2.0,13.0
2109,5.0,1.0,0.7090912,2.0,0.0,1.0
2110,1.0,1.0,0.6243664,4.0,4.0,1.0
2111,4.0,2.0,0.9247503,5.0,4.0,2.0
2112,3.0,0.0,0.14289749,6.0,5.0,5.0
2113,5.0,3.0,0.7369572,6.0,7.0,5.0
2114,4.0,3.0,0.8546114,3.0,2.0,4.0
2115,8.0,0.0,0.16577339,4.0,3.0,4.0
2116,2.0,0.0,0.6403936,9.0,0.0,3.0
2117,5.0,0.0,0.5443187,3.0,5.0,5.0
2118,4.0,1.0,0.8735708,8.0,10.0,4.0
2119,2.0,1.0,0.086128235,6.0,11.0,3.0
2120,9.0,2.0,0.21785843,2.0,1.0,0.0
2121,0.0,2.0,0.9923941,2.0,4.0,6.0
2122,1.0,0.0,0.76485264,6.0,1.0,2.0
2123,4.0,1.0,0.22568393,6.0,5.0,9.0
2124,1.0,0.0,0.7375815,4.0,11.0,2.0
2125,0.0,0.0,0.9924233,4.0,16.0,2.0
2126,0.0,0.0,0.3838086,4.0,4.0,1.0
2127,3.0,3.0,0.96316755,5.0,2.0,13.0
2128,2.0,1.0,0.22012305,5.0,1.0,5.0
2129,0.0,0.0,0.36183572,2.0,0.0,4.0
2130,4.0,1.0,0.9183017,4.0,3.0,6.0
2131,0.0,0.0,0.37470865,4.0,2.0,2.0
2132,1.0,0.0,0.13265014,6.0,2.0,4.0
2133,3.0,0.0,0.39946437,3.0,2.0,3.0
2134,4.0,0.0,0.294039,7.0,3.0,2.0
2135,8.0,2.0,0.87167823,3.0,5.0,6.0
2136,4.0,0.0,0.23046732,4.0,2.0,3.0
2137,1.0,2.0,0.23942637,3.0,12.0,3.0
2138,1.0,0.0,0.66407835,5.0,1.0,2.0
2139,3.0,0.0,0.99377453,6.0,3.0,6.0
2140,3.0,0.0,0.42592263,8.0,0.0,1.0
2141,8.0,2.0,0.87634695,7.0,3.0,1.0
2142,1.0,2.0,0.6340811,3.0,2.0,1.0
2143,4.0,0.0,0.73583305,2.0,1.0,5.0
2144,3.0,1.0,0.9338242,5.0,4.0,2.0
2145,3.0,0.0,0.34129345,2.0,4.0,1.0
2146,1.0,0.0,0.023393393,5.0,4.0,2.0
2147,1.0,0.0,0.03136289,2.0,7.0,5.0
2148,6.0,1.0,0.18999732,7.0,3.0,3.0
2149,0.0,3.0,0.48706603,4.0,4.0,5.0
2150,4.0,1.0,0.7524085,6.0,1.0,8.0
2151,0.0,1.0,0.097635746,2.0,4.0,1.0
2152,3.0,1.0,0.9740249,4.0,3.0,6.0
2153,6.0,2.0,0.11978924,4.0,1.0,7.0
2154,3.0,1.0,0.6444304,4.0,0.0,6.0
2155,1.0,0.0,0.059516072,3.0,8.0,3.0
2156,2.0,0.0,0.44432306,0.0,2.0,2.0
2157,4.0,0.0,0.7177663,6.0,3.0,5.0
2158,0.0,0.0,0.78338385,3.0,10.0,0.0
2159,4.0,0.0,0.042996883,4.0,10.0,9.0
2160,2.0,0.0,0.066765666,4.0,7.0,0.0
2161,3.0,2.0,0.5418054,7.0,1.0,6.0
2162,1.0,1.0,0.39043522,1.0,2.0,5.0
2163,3.0,2.0,0.6524142,2.0,2.0,3.0
2164,4.0,1.0,0.9305395,2.0,2.0,3.0
2165,3.0,1.0,0.07751715,3.0,8.0,2.0
2166,2.0,1.0,0.10849786,7.0,1.0,7.0
2167,5.0,2.0,0.95661926,3.0,10.0,0.0
2168,11.0,0.0,0.47467577,4.0,1.0,5.0
2169,3.0,0.0,0.14618397,9.0,5.0,3.0
2170,2.0,0.0,0.3578869,6.0,4.0,2.0
2171,0.0,0.0,0.56489205,3.0,5.0,1.0
2172,3.0,2.0,0.65095556,5.0,0.0,2.0
2173,0.0,0.0,0.30529177,8.0,5.0,1.0
2174,1.0,3.0,0.80618894,3.0,3.0,2.0
2175,1.0,2.0,0.39671743,3.0,4.0,11.0
2176,2.0,2.0,0.3051088,2.0,1.0,0.0
2177,3.0,0.0,0.96516275,5.0,0.0,2.0
2178,3.0,0.0,0.97838604,4.0,8.0,7.0
2179,6.0,0.0,0.12987375,4.0,4.0,6.0
2180,5.0,0.0,0.5055121,5.0,2.0,4.0
