,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,0.955,0.75,0.75,0.8167539238929749,0.0,0.8167539267015707,0.8324607329842932,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,0,,0.8167539834976196,0.5715
1,1.0,0.75,0.75,0.004999999888241291,0.0,0.995,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,0,,0.9899999499320984,1.0169312169312168
2,0.945,0.75,0.75,0.5925925970077515,0.0,0.5925925925925926,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,0,,0.5925925970077515,0.51
3,1.0,0.75,0.75,0.009999999776482582,0.0,0.855,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,0,,0.8550000190734863,1.2073684210526314
4,0.95,0.75,0.75,0.7842105031013489,0.0,0.7842105263157895,0.8,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,1,,0.7842105031013489,0.5585
5,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,1,,0.9979999661445618,0.9276595744680851
6,0.94,0.75,0.75,0.5797872543334961,0.0,0.5797872340425532,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,1,,0.5797872543334961,0.5015
7,1.0,0.75,0.75,0.004999999888241291,0.0,0.88,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,1,,0.8770000338554382,1.2926701570680628
8,0.955,0.75,0.75,0.8167539238929749,0.0,0.8167539267015707,0.837696335078534,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,2,,0.8167539834976196,0.547
9,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,2,,0.9919999837875366,1.0453608247422679
10,0.97,0.75,0.75,0.6082473993301392,0.0,0.6082474226804123,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,2,,0.6092783212661743,0.475
11,1.0,0.75,0.75,0.014999999664723873,0.0,0.86,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,2,,0.8550000190734863,
