,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,4.0,0.0,0.8706261,7.0,3.0,1.0
2001,1.0,0.0,0.23528135,2.0,1.0,0.0
2002,5.0,0.0,0.8900322,3.0,3.0,1.0
2003,4.0,0.0,0.65677106,9.0,2.0,2.0
2004,2.0,0.0,0.07167828,4.0,1.0,4.0
2005,8.0,0.0,0.530679,5.0,11.0,10.0
2006,2.0,0.0,0.40567374,3.0,1.0,3.0
2007,3.0,0.0,0.75229335,6.0,7.0,4.0
2008,4.0,2.0,0.9732679,4.0,4.0,5.0
2009,4.0,1.0,0.028155208,8.0,0.0,5.0
2010,1.0,2.0,0.6742641,6.0,3.0,10.0
2011,8.0,2.0,0.8103343,3.0,0.0,12.0
2012,5.0,2.0,0.08395493,5.0,1.0,3.0
2013,5.0,2.0,0.18908954,5.0,2.0,2.0
2014,2.0,0.0,0.11579037,2.0,1.0,5.0
2015,2.0,2.0,0.37744808,0.0,1.0,3.0
2016,2.0,1.0,0.78353345,2.0,9.0,5.0
2017,2.0,0.0,0.64864147,6.0,2.0,2.0
2018,0.0,3.0,0.7874297,4.0,4.0,3.0
2019,3.0,2.0,0.0646081,0.0,0.0,2.0
2020,4.0,2.0,0.8122051,4.0,2.0,1.0
2021,2.0,2.0,0.3314488,4.0,0.0,5.0
2022,4.0,3.0,0.057040095,3.0,4.0,2.0
2023,3.0,2.0,0.54311717,4.0,3.0,4.0
2024,1.0,2.0,0.855142,2.0,1.0,5.0
2025,3.0,0.0,0.6369139,4.0,3.0,2.0
2026,4.0,3.0,0.30847514,5.0,8.0,2.0
2027,2.0,2.0,0.3810643,6.0,0.0,6.0
2028,3.0,2.0,0.3988123,4.0,7.0,1.0
2029,6.0,0.0,0.37706566,3.0,2.0,0.0
2030,1.0,0.0,0.04967296,9.0,4.0,7.0
2031,3.0,0.0,0.2508707,4.0,1.0,4.0
2032,1.0,0.0,0.7477846,4.0,4.0,5.0
2033,2.0,2.0,0.22360504,2.0,6.0,5.0
2034,4.0,3.0,0.09328449,2.0,21.0,1.0
2035,4.0,0.0,0.14366996,3.0,0.0,11.0
2036,2.0,3.0,0.47858,1.0,1.0,2.0
2037,4.0,3.0,0.8548815,3.0,5.0,2.0
2038,2.0,0.0,0.25762284,5.0,3.0,4.0
2039,3.0,0.0,0.5467795,8.0,3.0,4.0
2040,1.0,0.0,0.3985709,5.0,1.0,6.0
2041,0.0,0.0,0.07750356,1.0,1.0,7.0
2042,1.0,3.0,0.47649026,5.0,1.0,1.0
2043,5.0,0.0,0.14569724,4.0,3.0,5.0
2044,2.0,1.0,0.6185938,4.0,1.0,1.0
2045,5.0,0.0,0.4810133,5.0,2.0,7.0
2046,3.0,1.0,0.0361892,3.0,1.0,3.0
2047,4.0,2.0,0.4226116,6.0,1.0,0.0
2048,0.0,1.0,0.08717084,1.0,7.0,4.0
2049,4.0,2.0,0.99659085,0.0,0.0,3.0
2050,1.0,0.0,0.110909104,9.0,3.0,1.0
2051,5.0,2.0,0.5790323,7.0,3.0,4.0
2052,4.0,3.0,0.85917413,3.0,0.0,1.0
2053,2.0,1.0,0.03189814,1.0,9.0,9.0
2054,2.0,2.0,0.11274958,2.0,2.0,8.0
2055,5.0,2.0,0.20108461,2.0,1.0,2.0
2056,6.0,1.0,0.20111752,5.0,1.0,4.0
2057,2.0,2.0,0.50808823,5.0,6.0,11.0
2058,1.0,2.0,0.24085104,8.0,0.0,2.0
2059,2.0,2.0,0.37086904,4.0,13.0,3.0
2060,2.0,0.0,0.04573071,4.0,3.0,3.0
2061,4.0,2.0,0.9179188,2.0,0.0,8.0
2062,5.0,3.0,0.28099823,3.0,3.0,8.0
2063,4.0,2.0,0.38424623,2.0,3.0,2.0
2064,1.0,2.0,0.6804123,0.0,3.0,4.0
2065,5.0,0.0,0.5517887,4.0,2.0,5.0
2066,1.0,2.0,0.67611814,7.0,2.0,2.0
2067,4.0,1.0,0.17037821,6.0,4.0,5.0
2068,3.0,0.0,0.005370617,4.0,1.0,4.0
2069,2.0,0.0,0.0074037313,3.0,8.0,5.0
2070,2.0,1.0,0.75633967,5.0,2.0,2.0
2071,6.0,3.0,0.8022865,7.0,6.0,2.0
2072,8.0,1.0,0.24729621,3.0,10.0,3.0
2073,2.0,0.0,0.28123367,4.0,2.0,7.0
2074,7.0,2.0,0.6165507,1.0,6.0,5.0
2075,3.0,2.0,0.8491821,3.0,0.0,10.0
2076,3.0,0.0,0.08189547,2.0,5.0,6.0
2077,6.0,0.0,0.6756108,7.0,5.0,11.0
2078,0.0,2.0,0.5301341,1.0,0.0,4.0
2079,2.0,3.0,0.615602,0.0,1.0,9.0
2080,1.0,2.0,0.54172707,5.0,4.0,3.0
2081,3.0,0.0,0.23799503,7.0,3.0,2.0
2082,3.0,3.0,0.9210048,7.0,7.0,3.0
2083,1.0,2.0,0.51137245,3.0,6.0,5.0
