,years_experience,degree
2991,0.0,3.0
2483,0.0,1.0
3744,2.0,0.0
2578,0.0,1.0
3569,0.0,2.0
2250,0.0,3.0
3169,1.0,2.0
2111,0.0,3.0
2113,0.0,3.0
2364,0.0,1.0
3446,2.0,0.0
2976,0.0,2.0
3828,0.0,2.0
2196,1.0,1.0
3628,0.0,3.0
2594,2.0,0.0
3098,1.0,1.0
2012,2.0,0.0
3600,1.0,2.0
2297,0.0,1.0
2521,0.0,3.0
3790,0.0,2.0
3014,1.0,1.0
2031,2.0,1.0
3390,0.0,1.0
2609,0.0,1.0
3516,0.0,1.0
2054,0.0,1.0
3024,0.0,1.0
3920,1.0,3.0
2723,2.0,0.0
2978,0.0,2.0
3108,2.0,1.0
2349,0.0,1.0
3383,1.0,1.0
2401,0.0,2.0
2290,0.0,3.0
3290,1.0,1.0
2742,0.0,1.0
2375,0.0,2.0
2683,2.0,0.0
2303,0.0,3.0
3837,2.0,0.0
3766,0.0,2.0
2799,1.0,1.0
2362,1.0,0.0
3318,1.0,2.0
2728,0.0,1.0
2049,1.0,0.0
3915,1.0,3.0
3119,1.0,0.0
2853,0.0,1.0
2310,0.0,2.0
2653,1.0,1.0
3947,0.0,2.0
2190,2.0,0.0
2561,0.0,3.0
2909,0.0,2.0
2245,2.0,1.0
3697,3.0,1.0
3304,3.0,1.0
3059,0.0,1.0
2952,0.0,3.0
3747,0.0,3.0
2482,2.0,1.0
2679,1.0,1.0
3545,0.0,2.0
3174,2.0,0.0
3474,0.0,3.0
2671,1.0,1.0
3629,3.0,1.0
3884,1.0,3.0
3825,0.0,3.0
2020,1.0,1.0
2158,0.0,1.0
2732,2.0,0.0
2762,0.0,3.0
2939,0.0,2.0
3772,0.0,2.0
3429,0.0,1.0
3153,0.0,1.0
2352,1.0,1.0
3300,0.0,1.0
3202,0.0,1.0
2624,0.0,2.0
3214,2.0,1.0
2101,2.0,0.0
2450,0.0,1.0
3166,1.0,0.0
2068,0.0,3.0
3627,0.0,1.0
3164,0.0,3.0
3661,2.0,0.0
2787,0.0,2.0
3340,0.0,3.0
3456,0.0,1.0
2404,1.0,1.0
2913,1.0,1.0
2410,2.0,1.0
2629,1.0,1.0
2547,2.0,0.0
3775,0.0,1.0
2288,0.0,2.0
3008,0.0,2.0
2265,1.0,2.0
3510,1.0,2.0
3219,0.0,1.0
3435,1.0,1.0
2409,1.0,3.0
2052,0.0,2.0
2172,2.0,2.0
2804,0.0,1.0
2859,0.0,2.0
2423,0.0,3.0
3806,1.0,3.0
3583,0.0,1.0
3818,0.0,2.0
3032,1.0,1.0
2042,0.0,1.0
3714,0.0,3.0
2089,1.0,1.0
2343,0.0,2.0
2570,0.0,1.0
3970,0.0,2.0
3565,0.0,1.0
2255,1.0,1.0
2678,0.0,3.0
3506,2.0,0.0
2545,1.0,1.0
3698,1.0,1.0
2462,0.0,2.0
2046,1.0,1.0
2416,0.0,2.0
2368,0.0,1.0
3911,0.0,2.0
3432,2.0,1.0
3265,0.0,3.0
2916,2.0,1.0
2173,1.0,3.0
3518,0.0,3.0
2660,0.0,1.0
2230,0.0,2.0
2738,0.0,1.0
3043,0.0,1.0
2880,0.0,1.0
3204,1.0,3.0
2613,0.0,2.0
3373,2.0,0.0
2488,0.0,2.0
3212,0.0,2.0
2036,1.0,1.0
2911,1.0,3.0
3142,1.0,0.0
2661,1.0,1.0
2001,0.0,3.0
2996,0.0,3.0
3630,1.0,1.0
3563,1.0,3.0
2439,2.0,0.0
3960,0.0,1.0
2949,0.0,2.0
3999,2.0,0.0
2320,2.0,1.0
2330,0.0,2.0
2133,3.0,0.0
2876,2.0,1.0
3846,0.0,2.0
3465,2.0,0.0
3389,3.0,1.0
2203,1.0,0.0
2077,1.0,1.0
2803,2.0,0.0
2376,0.0,2.0
2275,0.0,2.0
3171,0.0,2.0
3052,0.0,3.0
2945,1.0,1.0
2649,0.0,3.0
3041,1.0,2.0
3369,0.0,1.0
2890,2.0,2.0
3546,0.0,2.0
3965,2.0,2.0
2476,2.0,1.0
3436,1.0,0.0
2968,0.0,3.0
2865,0.0,1.0
2577,1.0,1.0
3395,0.0,2.0
3036,2.0,1.0
2420,0.0,2.0
2856,2.0,1.0
2740,0.0,2.0
3847,0.0,3.0
2754,1.0,2.0
2959,0.0,2.0
3613,0.0,3.0
2603,0.0,3.0
3485,2.0,2.0
2987,0.0,3.0
