,h_post,h_post_individualized
19446,0.94,
18037,0.8,
11289,0.94,
17598,0.84,
18597,0.92,
17020,0.94,
16098,0.94,
12858,0.64,
17610,0.94,
17755,0.98,
10889,0.96,
12174,0.92,
19764,0.8,
10072,0.94,
10353,0.64,
12182,0.94,
11541,0.86,
12603,0.78,
12334,0.76,
16672,0.96,
10697,0.78,
13807,0.78,
17673,0.74,
17945,0.78,
19133,0.96,
15854,0.58,
18923,0.76,
10210,0.96,
10043,0.76,
17756,0.94,
13775,0.66,
18403,0.98,
16477,0.98,
16073,0.74,
11181,0.68,
18183,0.96,
12590,0.78,
13719,0.9,
17888,0.9,
15667,0.96,
12909,0.96,
19030,0.66,
16383,0.66,
17575,0.82,
14022,0.7,
12097,0.92,
15058,0.92,
11358,0.66,
19617,0.92,
10553,0.8,
11411,0.9,
13369,0.82,
11481,0.78,
15976,0.94,
16075,0.6,
14106,0.84,
11432,1.0,
17554,0.96,
17590,0.92,
14036,0.8,
14770,0.6,
19738,0.9,
10516,0.78,
10286,0.78,
18287,0.98,
14245,0.94,
12501,0.96,
15489,0.84,
15221,0.94,
13995,0.96,
16389,0.96,
19217,0.96,
17654,0.96,
17786,0.96,
16100,0.74,
16529,0.78,
12835,0.92,
18176,0.98,
13866,0.54,
11368,0.8,
10289,0.9,
15112,0.98,
18929,0.78,
16169,0.96,
16734,0.92,
18253,0.94,
11020,0.94,
11189,0.98,
13167,0.96,
16233,0.8,
15752,0.82,
16659,0.98,
19359,0.82,
14980,0.94,
19873,0.88,
11385,0.96,
13085,0.96,
12474,0.92,
17052,0.58,
15120,0.78,
11993,0.94,
15156,0.76,
11788,0.96,
19463,0.96,
18130,1.0,
12345,0.78,
17542,0.82,
11590,0.88,
11211,0.94,
14005,0.8,
19419,0.92,
17535,0.78,
13380,0.78,
14617,0.88,
19733,0.68,
15487,0.5,
11821,0.64,
17982,0.98,
13484,0.96,
16428,0.7,
12705,0.96,
16716,0.78,
13038,0.74,
10916,0.96,
18240,0.66,
17906,0.84,
17115,0.92,
10817,0.7,
19273,0.76,
13355,0.96,
11045,0.76,
12213,0.82,
15939,0.94,
13201,0.96,
13931,0.8,
13347,0.9,
16363,0.98,
16039,0.78,
15243,0.94,
14659,0.68,
10427,0.94,
13321,0.78,
15565,0.64,
17915,0.92,
15679,0.94,
14269,0.8,
19559,0.82,
18103,0.94,
13255,0.92,
13811,0.92,
10837,0.8,
15084,0.68,
11951,0.96,
15335,0.84,
19701,0.88,
17822,0.82,
17336,0.78,
16896,0.9,
11930,0.8,
12818,0.94,
13053,0.9,
13218,0.8,
12029,0.78,
12611,0.96,
19893,1.0,
14825,0.92,
16197,0.58,
19009,0.98,
18573,0.88,
13152,0.98,
16905,0.8,
17569,0.98,
17557,0.96,
12651,0.94,
17568,0.96,
14655,0.82,
12248,0.9,
14575,0.98,
17314,0.96,
15103,0.96,
15822,0.98,
19518,0.82,
17387,0.98,
17191,0.92,
17268,0.96,
16574,0.94,
19112,0.94,
10327,0.66,
17836,0.96,
11264,0.96,
13420,0.94,
10127,0.8,
14836,0.82,
18029,0.98,
17692,0.96,
10133,0.84,
15975,0.92,
10742,0.96,
10662,0.68,
12411,0.82,
