,years_experience,degree
2227,1.0,0.0
3477,0.0,2.0
2728,0.0,1.0
2629,1.0,1.0
3980,0.0,3.0
2795,0.0,2.0
3439,0.0,1.0
2486,0.0,1.0
2397,0.0,1.0
3641,0.0,2.0
2008,0.0,2.0
3772,0.0,3.0
2168,0.0,3.0
3397,1.0,1.0
2609,0.0,1.0
3211,2.0,0.0
2266,2.0,0.0
3380,0.0,3.0
3340,1.0,0.0
2995,0.0,2.0
2348,2.0,1.0
2459,0.0,1.0
3579,0.0,1.0
2823,0.0,1.0
3093,0.0,3.0
3244,0.0,1.0
3692,0.0,1.0
3985,1.0,1.0
3954,2.0,0.0
3921,0.0,3.0
2783,0.0,3.0
2162,0.0,3.0
2667,0.0,3.0
3691,2.0,0.0
2933,0.0,2.0
3030,1.0,1.0
3639,1.0,0.0
2741,0.0,2.0
2479,0.0,3.0
3755,0.0,1.0
2782,3.0,0.0
2461,1.0,1.0
2363,0.0,2.0
2297,0.0,2.0
2997,0.0,2.0
3818,2.0,1.0
2813,0.0,1.0
2131,1.0,1.0
3835,0.0,1.0
2274,2.0,0.0
2321,0.0,1.0
2982,1.0,0.0
2695,0.0,3.0
2504,0.0,2.0
2214,0.0,3.0
2427,0.0,2.0
3805,0.0,1.0
2170,1.0,1.0
2169,0.0,1.0
2574,0.0,2.0
2941,0.0,2.0
3471,1.0,0.0
3938,1.0,1.0
2333,0.0,3.0
3963,0.0,1.0
2293,1.0,0.0
3218,0.0,1.0
3178,0.0,2.0
2885,0.0,3.0
2378,0.0,2.0
2419,0.0,1.0
2775,1.0,0.0
3999,1.0,0.0
2524,0.0,2.0
3364,0.0,3.0
3320,0.0,2.0
2837,0.0,3.0
2317,0.0,2.0
2166,0.0,2.0
3910,2.0,1.0
3456,0.0,1.0
2758,1.0,0.0
2189,0.0,3.0
2578,0.0,1.0
3111,0.0,2.0
3222,1.0,2.0
3728,0.0,1.0
2688,2.0,0.0
3705,0.0,1.0
3002,0.0,2.0
3917,2.0,0.0
3868,2.0,1.0
3107,1.0,1.0
2672,0.0,3.0
2132,1.0,0.0
2949,0.0,3.0
2163,1.0,1.0
2474,2.0,0.0
2088,3.0,0.0
3272,1.0,0.0
3776,0.0,2.0
3660,1.0,0.0
2406,0.0,3.0
3982,0.0,2.0
3729,1.0,1.0
3264,0.0,1.0
3537,0.0,1.0
3814,0.0,2.0
3332,1.0,0.0
3201,0.0,2.0
2601,0.0,2.0
3240,1.0,0.0
3138,0.0,1.0
3252,0.0,3.0
2040,0.0,2.0
3534,0.0,3.0
3717,0.0,3.0
2173,2.0,0.0
2441,0.0,1.0
3939,0.0,1.0
3112,0.0,2.0
2421,0.0,1.0
3365,1.0,0.0
2472,2.0,0.0
2963,0.0,1.0
3336,0.0,2.0
3219,0.0,3.0
2934,1.0,0.0
2084,0.0,2.0
3773,1.0,1.0
2071,1.0,0.0
3195,0.0,1.0
3334,1.0,0.0
2433,3.0,0.0
2994,0.0,3.0
2794,1.0,0.0
2625,1.0,0.0
3181,0.0,3.0
2526,0.0,2.0
3153,0.0,1.0
3472,2.0,0.0
3409,1.0,1.0
3150,0.0,2.0
2381,0.0,2.0
3034,0.0,1.0
2937,0.0,3.0
2075,1.0,1.0
3035,1.0,2.0
2785,1.0,1.0
3163,0.0,3.0
2146,0.0,1.0
3202,0.0,1.0
3337,3.0,0.0
2610,0.0,1.0
2861,0.0,2.0
3693,1.0,0.0
2051,0.0,3.0
2464,0.0,3.0
2099,1.0,0.0
2420,1.0,1.0
3069,0.0,2.0
3911,0.0,2.0
2310,1.0,0.0
2254,0.0,2.0
2152,1.0,1.0
3560,0.0,1.0
3667,3.0,0.0
3946,2.0,1.0
3597,1.0,1.0
3284,0.0,3.0
3584,0.0,2.0
2494,0.0,1.0
3058,0.0,3.0
3498,1.0,0.0
3012,0.0,2.0
2749,0.0,1.0
3831,0.0,2.0
2194,0.0,3.0
3167,1.0,1.0
3581,1.0,0.0
2426,1.0,0.0
2734,2.0,0.0
2033,0.0,3.0
3291,1.0,0.0
3480,1.0,0.0
3433,0.0,1.0
2657,1.0,0.0
2106,0.0,2.0
2828,0.0,2.0
3132,1.0,0.0
3038,0.0,3.0
2129,1.0,0.0
2092,1.0,0.0
3867,0.0,1.0
3420,0.0,2.0
3511,2.0,1.0
2964,1.0,1.0
3937,0.0,1.0
2093,0.0,3.0
2619,1.0,0.0
