,y_hat
2227,False
3477,False
2728,False
2629,False
3980,False
2795,False
3439,False
2486,False
2397,False
3641,False
2008,False
3772,False
2168,False
3397,False
2609,False
3211,False
2266,False
3380,False
3340,False
2995,False
2348,False
2459,False
3579,False
2823,False
3093,False
3244,False
3692,False
3985,False
3954,False
3921,False
2783,False
2162,False
2667,False
3691,False
2933,False
3030,False
3639,False
2741,False
2479,False
3755,False
2782,False
2461,False
2363,False
2297,False
2997,False
3818,False
2813,False
2131,False
3835,False
2274,False
2321,False
2982,False
2695,False
2504,False
2214,False
2427,False
3805,False
2170,False
2169,False
2574,False
2941,False
3471,False
3938,False
2333,False
3963,False
2293,False
3218,False
3178,False
2885,False
2378,False
2419,False
2775,False
3999,False
2524,False
3364,False
3320,False
2837,False
2317,False
2166,False
3910,False
3456,False
2758,False
2189,False
2578,False
3111,False
3222,False
3728,False
2688,False
3705,False
3002,False
3917,False
3868,False
3107,False
2672,False
2132,False
2949,False
2163,False
2474,False
2088,False
3272,False
3776,False
3660,False
2406,False
3982,False
3729,False
3264,False
3537,False
3814,False
3332,False
3201,False
2601,False
3240,False
3138,False
3252,False
2040,False
3534,False
3717,False
2173,False
2441,False
3939,False
3112,False
2421,False
3365,False
2472,False
2963,False
3336,False
3219,False
2934,False
2084,False
3773,False
2071,False
3195,False
3334,False
2433,False
2994,False
2794,False
2625,False
3181,False
2526,False
3153,False
3472,False
3409,False
3150,False
2381,False
3034,False
2937,False
2075,False
3035,False
2785,False
3163,False
2146,False
3202,False
3337,False
2610,False
2861,False
3693,False
2051,False
2464,False
2099,False
2420,False
3069,False
3911,False
2310,False
2254,False
2152,False
3560,False
3667,False
3946,False
3597,False
3284,False
3584,False
2494,False
3058,False
3498,False
3012,False
2749,False
3831,False
2194,False
3167,False
3581,False
2426,False
2734,False
2033,False
3291,False
3480,False
3433,False
2657,False
2106,False
2828,False
3132,False
3038,False
2129,False
2092,False
3867,False
3420,False
3511,False
2964,False
3937,False
2093,False
2619,False
