,senior-level_skill
2493,0.0
2494,0.0
2208,0.0
2780,0.0
2917,0.0
2052,0.0
3150,0.0
2299,0.0
3358,0.0
3146,0.0
2812,0.0
3986,0.0
3125,0.0
3629,0.0
3648,0.0
3846,0.0
2371,0.0
2054,0.0
2618,0.0
2104,0.0
2996,0.0
2908,0.0
2198,0.0
3798,0.0
3467,0.0
2222,0.0
3545,0.0
2331,0.0
3317,0.0
3006,0.0
3394,0.0
3313,0.0
2276,0.0
2263,0.0
3750,0.0
3812,0.0
3718,0.0
2632,0.0
2809,0.0
3137,0.0
3876,0.0
3926,0.0
2136,0.0
3194,0.0
2748,0.0
2967,0.0
3978,0.0
3809,0.0
3210,0.0
2193,0.0
2801,0.0
3682,0.0
3502,0.0
3821,0.0
3303,0.0
3149,0.0
2526,0.0
2923,0.0
3122,0.0
3281,0.0
2315,0.0
3877,0.0
2992,0.0
2378,0.0
2599,0.0
3742,0.0
2738,0.0
2620,0.0
3242,0.0
3436,0.0
2119,0.0
2767,0.0
3488,0.0
3658,0.0
3997,0.0
3429,0.0
2520,0.0
2724,0.0
2061,0.0
2751,0.0
2789,0.0
3405,0.0
3802,0.0
3641,0.0
2701,0.0
2699,0.0
2032,0.0
3049,0.0
2337,0.0
3134,0.0
3916,0.0
2316,0.0
3626,0.0
2835,0.0
3956,0.0
2042,0.0
2765,0.0
2122,0.0
3701,0.0
2746,0.0
2683,0.0
2568,0.0
3458,0.0
3238,0.0
3975,0.0
2714,0.0
3777,0.0
2694,0.0
3938,0.0
3167,0.0
2326,0.0
2150,0.0
3205,0.0
2211,0.0
2219,0.0
2076,0.0
3423,0.0
2551,0.0
2406,0.0
2721,0.0
2902,0.0
3576,0.0
3179,0.0
3838,0.0
3453,0.0
2569,0.0
3101,0.0
3426,0.0
3616,0.0
2558,0.0
2737,0.0
3792,0.0
3177,0.0
3797,0.0
3354,0.0
3378,0.0
3497,0.0
2660,0.0
3886,0.0
2865,0.0
3032,0.0
2808,0.0
3338,0.0
2886,0.0
3866,0.0
3970,0.0
3466,0.0
2938,0.0
3098,0.0
2984,0.0
3911,0.0
3197,0.0
2319,0.0
2477,0.0
2965,0.0
3170,0.0
3708,0.0
3783,0.0
2983,0.0
2428,0.0
3878,0.0
3417,0.0
2658,0.0
2644,0.0
3055,0.0
3118,0.0
2589,0.0
3583,0.0
2506,0.0
3643,0.0
3921,0.0
2301,0.0
2916,0.0
2571,0.0
2126,0.0
3457,0.0
2105,0.0
2231,0.0
2619,0.0
2955,0.0
2573,0.0
2553,0.0
3235,0.0
2437,0.0
3483,0.0
2657,0.0
3263,0.0
2266,0.0
3786,0.0
3234,0.0
2330,0.0
2407,0.0
3666,0.0
3463,0.0
2635,0.0
2617,0.0
2242,0.0
3046,0.0
3325,0.0
2587,0.0
