,x1,x2
3756,4.2,3.1
2423,1.8,1.7
2617,1.3,0.0
3457,1.8,4.7
3894,2.2,0.0
2360,1.7,-0.0
3283,2.2,3.6
3757,1.6,-0.0
3192,2.5,-0.0
2414,1.4,-0.0
3989,0.9,3.1
2898,1.7,0.0
2600,0.2,2.6
2297,1.8,0.0
3445,0.8,3.1
2313,1.5,0.0
2981,1.8,0.0
2309,1.2,0.0
2620,2.4,0.0
2660,1.7,0.0
3299,1.9,0.0
3816,1.2,-0.0
2995,2.8,3.6
2957,2.2,0.0
3007,1.4,-0.0
3407,1.2,0.0
3041,1.7,0.0
2786,0.0,3.1
2146,0.3,1.8
3318,2.0,0.0
2150,2.3,-0.0
2189,1.3,-0.0
2713,1.2,0.0
3169,1.6,2.1
2938,3.5,0.0
3690,1.5,-0.0
3422,2.2,3.6
3066,1.9,0.0
2005,0.6,1.9
2948,2.0,-0.0
2122,1.5,-0.0
2160,0.7,1.8
3669,1.1,0.0
3829,1.8,0.0
3304,1.7,0.0
2816,2.2,-0.0
3692,2.4,-0.0
2657,0.5,2.3
2630,2.6,0.0
2002,1.4,0.0
3411,1.9,0.0
2104,1.4,1.2
3282,2.5,-0.0
2321,1.6,0.0
3655,1.4,-0.0
2153,1.6,-0.0
3394,2.9,4.1
2355,1.1,-0.0
2848,2.2,0.0
3728,1.7,0.0
2023,1.9,-0.0
3396,0.9,5.2
3098,1.5,0.0
2698,1.3,1.8
3708,2.8,-0.0
2945,1.5,0.0
3679,2.1,3.1
3591,1.4,4.2
3625,0.9,3.8
3038,2.1,2.8
2799,1.7,-0.0
2825,2.2,2.6
2459,2.5,-0.0
3615,0.9,3.1
2541,1.5,-0.0
3395,1.3,0.0
3493,2.2,3.8
3943,1.6,0.0
3245,1.5,-0.0
3480,1.2,-0.0
2598,2.3,0.0
2960,1.2,0.0
2075,2.1,-0.0
2370,1.6,0.0
2597,2.2,0.0
3962,1.8,2.6
2394,1.7,0.0
2652,2.5,-0.0
3945,3.1,2.0
3543,2.2,0.0
3995,2.1,3.6
2629,1.9,0.0
2795,1.6,0.0
2137,2.5,0.0
3450,2.1,0.0
2693,0.9,2.1
3571,2.0,-0.0
2536,0.7,1.4
3415,0.6,1.9
2520,1.1,1.8
3143,1.7,0.0
2987,1.5,0.0
2608,1.1,0.0
2821,2.4,-0.0
2753,1.7,3.1
2829,2.0,0.0
3983,1.5,2.6
2765,1.8,2.6
2881,2.5,-0.0
3129,3.0,4.1
2114,1.5,2.8
2259,0.7,2.1
2813,1.0,3.1
2774,1.1,-0.0
3400,0.3,2.0
3085,1.1,4.1
2341,1.3,2.5
3254,1.8,2.1
3158,1.2,-0.0
3616,1.9,3.1
3986,1.4,2.6
2172,1.4,1.9
2240,3.1,4.0
3659,3.1,3.1
3438,1.0,-0.0
3548,3.4,-0.0
3289,1.9,0.0
3512,2.3,-0.0
2778,2.2,4.2
3093,1.3,-0.0
3557,2.1,3.1
3620,1.5,1.7
2465,0.7,3.1
2842,1.2,0.0
3023,1.5,-0.0
3804,2.5,3.6
2933,2.3,3.1
2178,2.1,-0.0
3391,1.6,3.6
3547,1.4,-0.0
2985,2.8,4.6
2635,3.2,2.8
3873,1.3,-0.0
3237,1.5,-0.0
2149,2.1,3.3
2046,4.0,-0.0
2793,1.5,-0.0
3844,3.5,0.0
2627,1.5,-0.0
2973,1.5,-0.0
3864,2.6,3.2
2125,1.6,0.0
2437,3.6,5.1
2379,3.3,-0.0
2188,1.8,0.0
2577,2.1,0.0
2250,1.6,-0.0
3944,1.5,0.0
2918,2.1,0.0
3891,2.0,-0.0
3112,2.1,0.0
2236,1.9,0.0
2243,2.1,3.6
2471,0.5,3.3
2515,1.3,0.0
2977,1.6,0.0
3064,1.4,-0.0
3058,2.1,5.5
2314,1.2,-0.0
3680,1.5,0.0
2388,0.7,3.3
2833,1.3,3.1
3908,1.9,0.0
3217,0.3,2.6
3907,2.9,0.0
3020,3.1,-0.0
2012,1.7,-0.0
3513,1.5,-0.0
3447,1.6,-0.0
3423,1.9,-0.0
3722,0.6,4.6
2287,2.7,3.6
3747,1.1,2.1
2811,1.6,0.0
2638,1.1,4.2
3736,1.3,0.0
2395,3.4,-0.0
3162,1.9,5.2
3065,3.1,5.2
2484,1.4,4.2
2920,0.6,3.1
2098,1.8,2.1
2716,2.5,5.2
3227,1.7,-0.0
2111,1.2,-0.0
3159,2.1,-0.0
3700,1.7,0.0
2661,3.5,4.2
2041,2.2,-0.0
2702,0.9,3.6
